Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;BDN_6_ROB;BDN_7_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-06-12;15:00;Noon (Position) - Sea passage;;24;304;N;3;56,23;W;43;51,41;P059;P015;VG122;;33685,31;24;0;0;0;21,8;;1,21;0,8;;;;;;192,8;98,22;200;150;;;;;215;0,8;641,02;;OVDAPI;2025-12-01 01:59
2025-06-13;15:00;Noon (Position) - Sea passage;;24;309;N;0;31,95;W;40;6,35;P059;P015;VG122;;33685,31;24;0;0;0;21,9;;0,44;0,8;;;;;;169,66;98,22;200;150;;;;;215;0,8;617,88;;OVDAPI;2025-12-01 01:59
2025-06-14;15:00;Noon (Position) - Sea passage;;24;271;S;2;32,39;W;36;44;P059;P015;VG122;;33685,31;24;0;0;0;22,1;;0,66;0,8;;;;;;146,1;98,22;200;150;;;;;215;0,8;594,32;;OVDAPI;2025-12-01 01:59
2025-06-15;15:00;Noon (Position) - Sea passage;;24;252;S;6;4,59;W;34;37,22;P059;P015;VG122;;33685,31;24;0;0;0;22,2;;0,33;0,3;;;;;;123,27;98,22;200;150;;;;;215;0,3;571,49;;OVDAPI;2025-12-01 01:59
2025-06-16;03:36;End of sea passage;;12,6;142;S;8;21,74;W;34;54,32;P059;P015;VG122;;33685,31;12,6;0;0;0;11;;0,22;0,3;;;;;;111,75;98,22;200;150;;;;;215;0,3;559,97;;OVDAPI;2025-12-01 01:59
2025-06-16;04:48;Arrival;;1,2;3;S;8;23,91;W;34;57,39;P059;P015;VG122;;33685,31;0;1,2;0;0;0,9;;0,44;0,2;;;;;;110,21;98,22;200;150;;;;;215;0,1;558,43;;OVDAPI;2025-12-01 01:59
2025-06-16;15:00;Noon (Position) - Port;;10,2;0;S;8;23,91;W;34;57,39;P015;P015;VG122;;29602,09;0;0;0;0;0,2;;1,21;0,7;;;;;;108,1;98,22;200;150;;;;1257,095;215;0,4;556,32;;OVDAPI;2025-12-01 01:59
2025-06-17;10:20;Departure;CargoOperations;19,33;0;S;8;23,91;W;34;57,39;P015;P015;VG122;;29602,09;0;0;0;0;;;2,31;1,1;;;;;;104,69;98,22;200;150;;;;6345,5;215;0,6;552,91;;OVDAPI;2025-12-01 01:59
2025-06-17;10:54;Begin of sea passage;;0,57;2;S;8;23,19;W;34;56,5;P015;P009;VG123;;29602,09;0;0,57;0;0;0,2;;0,22;;;;;;;104,27;98,22;200;150;;;;;215;;552,49;;OVDAPI;2025-12-01 01:59
2025-06-17;15:00;Noon (Position) - Sea passage;;4,1;47;S;9;3,9;W;34;43,72;P015;P009;VG123;;29602,09;4,1;0;0;0;3,2;;0,66;;;;;;;100,41;98,22;200;150;;;;;215;;548,63;;OVDAPI;2025-12-01 01:59
2025-06-18;15:00;Noon (Position) - Sea passage;;24;276;S;12;41,83;W;37;13,03;P015;P009;VG123;;29602,09;24;0;0;0;21,7;;2,75;0,3;;;;;;75,66;98,22;200;150;;;;;215;0,3;523,88;;OVDAPI;2025-12-01 01:59
2025-06-18;22:12;End of sea passage;;7,2;77;S;13;5,18;W;38;34,27;P015;P009;VG123;;29602,09;7,2;0;0;0;5,8;;0,99;0,3;;;;;;68,57;98,22;200;150;;;;;215;0,3;516,79;;OVDAPI;2025-12-01 01:59
2025-06-19;00:36;Arrival;;2,4;22;S;12;46,96;W;38;30,03;P015;P009;VG123;;29602,09;0;2,4;0;0;1;;0,44;0,1;;;;;;67,03;98,22;200;150;;;;;215;0,1;515,25;;OVDAPI;2025-12-01 01:59
2025-06-19;15:00;Noon (Position) - Port;;14,4;0;S;12;46,96;W;38;30,03;P009;P009;VG123;;30171,13;0;0;0;0;;;1,65;1;;;;;;64,38;98,22;200;150;;;;144,06;215;0,5;512,6;;OVDAPI;2025-12-01 01:59
2025-06-20;15:00;Noon (Position) - Port;;24;0;S;12;46,96;W;38;30,03;P009;P009;VG123;;30171,13;0;0;0;0;;;2,97;2,3;;;;;;59,11;98,22;200;150;;;;2678,83;215;1,2;507,33;;OVDAPI;2025-12-01 01:59
2025-06-20;15:24;Departure;CargoOperations;0,4;0;S;12;46,96;W;38;30,03;P009;P009;VG123;;30171,13;0;0;0;0;0,1;;0,22;;;;;;;58,79;98,22;200;150;;;;;215;;507,01;;OVDAPI;2025-12-01 01:59
2025-06-20;17:00;Begin of sea passage;;1,6;16;S;13;2,1;W;38;33,82;P009;P014;VG124;;30171,13;0;1,6;0;0;1,1;;0,33;;;;;;;57,36;98,22;200;150;;;;;215;;505,58;;OVDAPI;2025-12-01 01:59
2025-06-21;15:00;Noon (Position) - Sea passage;;22;270;S;17;22,63;W;37;50,53;P009;P014;VG124;;30171,13;22;0;0;0;19,2;;1,2;2,7;;;;;;34,26;98,22;200;150;;;;;215;1,5;482,48;;OVDAPI;2025-12-01 01:59
2025-06-22;15:00;Noon (Position) - Sea passage;;24;308;S;22;20,64;W;39;25,56;P009;P014;VG124;;30171,13;24;0;0;0;21,3;;0,33;0,8;;;;;;11,83;98,22;200;150;;;;;215;0,8;460,05;;OVDAPI;2025-12-01 01:59
2025-06-23;15:00;Noon (Position) - Sea passage;;24;312;S;24;15,05;W;44;22,02;P009;P014;VG124;;30171,13;24;0;0;0;11,83;9,47;0,99;0,8;;;;;;0;98,22;200;138,74;;;;;215;0,8;436,96;;OVDAPI;2025-12-01 01:59
2025-06-24;00:45;End of sea passage;;9,75;122;S;24;9,65;W;46;22,95;P009;P014;VG124;;30171,13;9,75;0;0;0;9,6;;0,55;1,3;;;;;;98,22;200;127,29;;;;;;215;1,3;425,51;;OVDAPI;2025-12-01 01:59
2025-06-24;07:40;Arrival;;6,92;13;S;23;55,48;W;46;19,81;P009;P014;VG124;;30171,13;0;3,58;3,33;0;1,3;;1,32;0,5;;;;;;98,22;200;124,17;;;;;;215;0,5;422,39;;OVDAPI;2025-12-01 01:59
2025-06-24;15:00;Noon (Position) - Port;;7,33;0;S;23;55,48;W;46;19,81;P014;P014;VG124;;7761,21;0;0;0;0;;;0,99;0,7;;;;;;98,22;200;122,48;;;;;;215;0,3;420,7;;OVDAPI;2025-12-01 01:59
2025-06-25;15:00;Noon (Position) - Port;;24;0;S;23;55,48;W;46;19,81;P014;P014;VG124;;7761,21;0;0;0;0;;;3,63;2;;;;;;98,22;200;116,85;;;;;2401;215;1,5;415,07;;OVDAPI;2025-12-01 01:59
2025-06-26;15:00;Noon (Position) - Port;;24;0;S;23;55,48;W;46;19,81;P014;P014;VG124;;7761,21;0;0;0;0;;;4,73;2,2;;;;;;98,22;200;109,92;;;;;10547,25;215;1,5;408,14;;OVDAPI;2025-12-01 01:59
2025-06-27;15:00;Noon (Position) - Port;;24;2;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;1,22;0;0;1,15;;3,97;2;;;;;;98,22;200;102,8;;;;;1886,5;215;1,4;401,02;;OVDAPI;2025-12-01 01:59
2025-06-28;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;0;0;0;;;3,52;2,3;;;;;;98,22;200;96,98;;;;;7058,94;215;0,9;395,2;;OVDAPI;2025-12-01 01:59
2025-06-29;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;0;0;0;;;2,23;2;;;;;;98,22;200;92,75;;;;;5124,42;215;1,5;390,97;;OVDAPI;2025-12-01 01:59
2025-06-30;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;0;0;0;;;2,2;2;;;;;;98,22;200;88,55;;;;;3831,31;215;1,5;386,77;;OVDAPI;2025-12-01 01:59
2025-07-01;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;0;0;0;;;2,4;2,1;;;;;;98,22;200;84,05;;;;;;215;1;382,27;;OVDAPI;2025-12-01 01:59
2025-07-02;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;0;0;0;;;2,1;1,8;;;;;;98,22;200;80,15;;;;;;215;1;378,37;;OVDAPI;2025-12-01 01:59
2025-07-03;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;0;0;0;;;3,74;6,7;;;;;;98,22;200;69,71;690,97;;;;;215;1,5;1058,9;;OVDAPI;2025-12-01 01:59
2025-07-04;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG124;;7761,21;0;0;0;0;;;3,63;4,2;;;;;;98,22;200;61,88;690,97;;;;;215;1,5;1051,07;;OVDAPI;2025-12-01 01:59
2025-07-05;05:36;Noon (Position) - Port;;14,6;6;S;23;58,9;W;46;17,21;P014;P014;VG124;;7761,21;0;1,43;0;0;1;;2,2;1,9;;;;;;98,22;200;56,78;690,97;;;;2100,875;215;1,4;1045,97;;OVDAPI;2025-12-01 01:59
2025-07-05;15:00;Noon (Position) - Sea passage;;9,4;13;S;24;8,41;W;46;22,12;P009;P014;VG124;;7761,21;0;1,82;7,58;0;0,9;;1,21;1;;;;;;98,22;200;53,67;690,97;;;;;215;0,7;1042,86;;OVDAPI;2025-12-01 01:59
2025-07-06;15:00;Noon (Position) - Sea passage;;24;15;S;24;6,73;W;46;11,11;P009;P014;VG124;;7761,21;0;2,2;21,8;0;2,1;;3,08;2,1;;;;;;98,22;200;46,39;690,97;;;;;215;1,6;1035,58;;OVDAPI;2025-12-01 01:59
2025-07-07;15:00;Departure;CargoOperations;24;0;S;24;6,76;W;46;11,17;P014;P014;VG124;;7761,21;0;0;24;0;0,9;;2,75;2,5;;;;;;98,22;200;40,24;690,97;;;;;215;2;1029,43;;OVDAPI;2025-12-01 01:59
2025-07-08;12:30;Begin of sea passage;;21,5;4;S;24;9,58;W;46;9,8;P014;P012;VG125;;7761,21;0;0,38;21,12;0;0,36;;2,53;2,7;;;;;;98,22;200;34,65;690,97;;;;;215;2,2;1023,84;;OVDAPI;2025-12-22 01:57
2025-07-08;15:00;Noon (Position) - Sea passage;;2,5;34;S;24;41,31;W;46;11,5;P014;P012;VG125;;7761,21;2,5;0;0;0;1,9;;0,33;0,2;;;;;;98,22;200;32,22;690,97;;;;;215;;1021,41;;OVDAPI;2025-12-22 01:57
2025-07-09;15:00;Noon (Position) - Sea passage;;24;294;S;29;0,25;W;48;17,46;P014;P012;VG125;;7761,21;24;0;0;0;22,6;;1,55;3,5;;;;;;98,22;200;4,57;690,97;;;;;215;1,8;993,76;;OVDAPI;2025-12-22 01:57
2025-07-10;13:30;End of sea passage;;22,5;268;S;32;16,15;W;51;51,66;P014;P012;VG125;;7761,21;22,5;0;0;0;4,57;13,43;;;0,3;1,65;3,3;;;97,92;200;0;672,59;;;;;215;1,5;970,51;;OVDAPI;2025-12-22 01:57
2025-07-10;15:00;Noon (Position) - Sea passage;;1,5;12;S;32;11,34;W;52;4,6;P014;P012;VG125;;7761,21;0;1,5;0;0;0,3;;0,36;0,1;;;;;;97,92;200;671,83;;;;;;215;;969,75;;OVDAPI;2025-12-22 01:57
2025-07-10;16:15;Arrival;;1,25;6;S;32;4,25;W;52;5,19;P014;P012;VG125;;7761,21;0;1,25;0;0;0,8;;0,15;0,1;;;;;;97,92;200;670,78;;;;;;215;;968,7;;OVDAPI;2025-12-22 01:57
2025-07-11;14:27;Noon (Position) - Port;;22,2;0;S;32;4,26;W;52;5,2;P012;P012;VG125;;3760,49;0;0;0;0;0,4;;2,64;2;;;;;;97,92;200;665,74;;;;;3730,125;215;1,5;963,66;;OVDAPI;2025-12-22 01:57
2025-07-11;15:00;Departure;CargoOperations;0,55;4;S;32;6,71;W;52;6;P012;P012;VG125;;3760,49;0;0,55;0;0;0,31;;0,06;0,03;;;;;;97,92;200;665,34;;;;;;215;;963,26;;OVDAPI;2025-12-22 01:57
2025-07-11;15:45;Begin of sea passage;;0,75;8;S;32;12,95;W;52;1,22;P012;P006;VG126;;3760,49;0;0,75;0;0;0,5;;0,08;;;;;;;97,92;200;664,76;;;;;;215;;962,68;;OVDAPI;2025-12-22 01:57
2025-07-12;15:00;Noon (Position) - Sea passage;;23,25;293;S;35;2,28;W;55;29,39;P012;P006;VG126;;3760,49;20,75;2,5;0;0;19;;2,2;6;;;;;;97,92;200;637,56;;;;;;215;2,1;935,48;;OVDAPI;2025-12-22 01:57
2025-07-12;16:15;End of sea passage;;1,25;5;S;35;1,61;W;55;35,55;P012;P006;VG126;;3760,49;0;1,25;0;0;0,5;;0,24;0,1;;;;;;97,92;200;636,72;;;;;;215;;934,64;;OVDAPI;2025-12-22 01:57
2025-07-13;15:00;Noon (Position) - Sea passage;;22,75;9;S;35;13,63;W;55;35,28;P012;P006;VG126;;3760,49;0;5,58;17,17;0;1,3;;2,97;2,2;;;;;;97,92;200;630,25;;;;;;215;1,7;928,17;;OVDAPI;2025-12-22 01:57
2025-07-14;12:00;Arrival;;21;192;S;34;9,4;W;58;55,13;P012;P006;VG126;;3760,49;0;19;2;0;12,8;;4,4;1,4;;;;;;97,92;200;611,65;;;;;;215;0,9;909,57;;OVDAPI;2025-12-22 01:57
2025-07-14;15:00;Noon (Position) - Port;;3;0;S;34;9,4;W;58;55,14;P006;P006;VG126;;0;0;0;0;0;;;0,33;0,4;;;;;;97,92;200;610,92;;;;;;215;;908,84;;OVDAPI;2025-12-22 01:57
2025-07-15;04:36;Noon (Position) - Port;;13,6;0;S;34;9,4;W;58;55,13;P006;P006;VG126;;0;0;0;0;0;0,4;;2,75;1,7;;;;;;97,92;200;606,07;;;;;4143,44;215;1,2;903,99;;OVDAPI;2025-12-22 01:57
2025-07-15;15:00;Departure;CargoOperations;10,4;115;S;35;8,52;W;57;2,17;P006;P006;VG126;;0;0;10,4;0;0;6,2;;1,98;0,5;;;;;;97,92;200;597,39;;;;;;215;;895,31;;OVDAPI;2025-12-22 01:57
2025-07-15;19:30;Begin of sea passage;;4,5;55;S;35;5,07;W;55;56,42;P006;P013;VG127;;0;0;4,5;0;0;4,2;;1,1;0,3;;;;;;97,92;200;591,79;;;;;;215;;889,71;;OVDAPI;2025-12-22 01:57
2025-07-16;15:00;Noon (Position) - Sea passage;;19,5;242;S;33;16,09;W;51;46,69;P006;P013;VG127;;0;19,5;0;0;0;17,6;;1,1;3,4;;;;;;97,92;200;569,69;;;;;;215;1,5;867,61;;OVDAPI;2025-12-22 01:57
2025-07-17;15:00;Noon (Position) - Sea passage;;24;314;S;29;11,78;W;47;54,6;P006;P013;VG127;;0;24;0;0;0;22,2;;;;0,1;0,99;2,9;;;97,82;200;543,6;;;;;;215;;841,42;;OVDAPI;2025-12-22 01:57
2025-07-18;15:00;Noon (Position) - Sea passage;;24;306;S;25;4,73;W;44;33,96;P006;P013;VG127;;0;24;0;0;0;22,6;;2,97;1,1;;;;;;97,82;200;516,93;;;;;;215;;814,75;;OVDAPI;2025-12-22 01:57
2025-07-19;00:30;End of sea passage;;9,5;137;S;23;5,52;W;43;14,45;P006;P013;VG127;;0;9,5;0;0;0;9,6;;1,37;0,3;;;;;;97,82;200;505,66;;;;;;215;;803,48;;OVDAPI;2025-12-22 01:57
2025-07-19;15:00;Noon (Position) - Sea passage;;14,5;33;S;23;6,54;W;42;59,91;P006;P013;VG127;;0;0;14,33;0,17;0;2,1;;1,87;0,7;;;;;;97,82;200;500,99;;;;;;215;;798,81;;OVDAPI;2025-12-22 01:57
2025-07-20;15:00;Noon (Position) - Sea passage;;24;7;S;23;3,58;W;43;7,22;P006;P013;VG127;;0;0;1,5;22,5;0;0,9;;2,86;1,1;;;;;;97,82;200;496,13;;;;;;215;;793,95;;OVDAPI;2025-12-22 01:57
2025-07-21;15:00;Noon (Position) - Sea passage;;24;0;S;23;3,57;W;43;7,33;P006;P013;VG127;;0;0;0;24;0;;;2,64;1,1;;;;;;97,82;200;492,39;;;;;;215;;790,21;;OVDAPI;2025-12-22 01:57
2025-07-22;15:00;Noon (Position) - Sea passage;;24;0;S;23;3,62;W;43;7,44;P006;P013;VG127;;0;0;0;24;0;;;2,97;1;;;;;;97,82;200;488,42;;;;;;215;;786,24;;OVDAPI;2025-12-22 01:57
2025-07-23;15:00;Noon (Position) - Sea passage;;24;0;S;23;3,59;W;43;7,23;P006;P013;VG127;;0;0;0;24;0;;;2,75;1,2;;;;;;97,82;200;484,47;;;;;;215;;782,29;;OVDAPI;2025-12-22 01:57
2025-07-24;15:00;Noon (Position) - Sea passage;;24;0;S;23;3,63;W;43;7,18;P006;P013;VG127;;0;0;0;24;0;;;3,37;1;;;;;;97,82;200;480,1;;;;;;215;;777,92;;OVDAPI;2025-12-22 01:57
2025-07-25;15:00;Noon (Position) - Sea passage;;24;0;S;23;3,6;W;43;7,43;P006;P013;VG127;;0;0;0;24;0;;;2,64;1,4;;;;;;97,82;200;476,06;;;;;;215;;773,88;;OVDAPI;2025-12-22 01:57
2025-07-26;15:00;Noon (Position) - Sea passage;;24;0;S;23;3,64;W;43;7,5;P006;P013;VG127;;0;0;0;24;0;;;2,64;1,5;;;;;;97,82;200;471,92;;;;;;215;;769,74;;OVDAPI;2025-12-22 01:57
2025-07-27;15:00;Noon (Position) - Sea passage;;24;0;S;23;3,7;W;43;7,52;P006;P013;VG127;;0;0;0;24;0;;;2,64;1,4;;;;;;97,82;200;467,88;;;;;;215;;765,7;;OVDAPI;2025-12-22 01:57
2025-07-27;18:40;Arrival;;3,67;16;S;22;48,32;W;43;9,04;P006;P013;VG127;;0;0;2,75;0,92;0;1;;0,7;0,2;;;;;;97,82;200;465,98;;;;;;215;;763,8;;OVDAPI;2025-12-22 01:57
2025-07-28;15:00;Noon (Position) - Port;;20,33;0;S;22;48,32;W;43;9,04;P013;P013;VG127;;11814,7;0;0;0;0;;;2,2;1,1;;;;;;97,82;200;462,68;;;;;;215;;760,5;;OVDAPI;2025-12-22 01:57
2025-07-29;15:00;Noon (Position) - Port;;24;0;S;22;48,32;W;43;9,04;P013;P013;VG127;;11814,7;0;0;0;0;;;2,86;1,2;;;;;;97,82;200;458,62;;;;;;215;;756,44;;OVDAPI;2025-12-22 01:57
2025-07-30;15:00;Noon (Position) - Port;;24;0;S;22;48,32;W;43;9,04;P013;P013;VG127;;11814,7;0;0;0;0;;;2,64;1,1;;;;;;97,82;200;454,88;;;;;;215;;752,7;;OVDAPI;2025-12-22 01:57
2025-07-30;19:06;Departure;CargoOperations;4,1;0;S;22;48,32;W;43;9,04;P013;P013;VG127;;11814,7;0;0;0;0;;;0,55;0,3;;;;;;97,82;200;454,03;;;;;;215;;751,85;;OVDAPI;2025-12-22 01:57
2025-07-30;21:00;Begin of sea passage;;1,9;17;S;23;1,47;W;43;4,45;P013;P015;VG128;;11814,7;0;1,9;0;0;1,1;;0,44;;;;;;;97,82;200;452,49;;;;;;215;;750,31;;OVDAPI;2025-12-12 05:37
2025-07-31;15:00;Noon (Position) - Sea passage;;18;263;S;22;35,79;W;39;19,63;P013;P015;VG128;;11814,7;18;0;0;0;15,6;;2,09;;;;;;;97,82;200;434,8;;;;;;215;;732,62;;OVDAPI;2025-12-12 05:37
2025-08-01;15:00;Noon (Position) - Sea passage;;24;326;S;17;39,73;W;37;17,07;P013;P015;VG128;;11814,7;24;0;0;0;21,5;;2,86;;;;;;;97,82;200;410,44;;;;;;215;;708,26;;OVDAPI;2025-12-12 05:37
2025-08-02;15:00;Noon (Position) - Sea passage;;24;324;S;12;24,62;W;35;46,47;P013;P015;VG128;;11814,7;24;0;0;0;21,5;;2,97;;;;;;;97,82;200;385,97;;;;;;215;;683,79;;OVDAPI;2025-12-12 05:37
2025-08-03;10:30;End of sea passage;;19,5;235;S;8;30,49;W;34;51,56;P013;P015;VG128;;11814,7;19,5;0;0;0;13,8;;2,31;0,2;;;;;;97,82;200;369,66;;;;;;215;;667,48;;OVDAPI;2025-12-12 05:37
2025-08-03;12:55;Arrival;;2,42;14;S;8;23,89;W;34;57,42;P013;P015;VG128;;11814,7;0;2,42;0;0;1,9;;0,44;0,2;;;;;;97,82;200;367,12;;;;;;215;;664,94;;OVDAPI;2025-12-12 05:37
2025-08-03;15:00;Noon (Position) - Port;;2,08;0;S;8;23,9;W;34;57,42;P015;P015;VG128;;0;0;0;0;0;;;0,33;0,1;;;;;;97,82;200;366,69;;;;;;215;;664,51;;OVDAPI;2025-12-12 05:37
2025-08-04;15:00;Noon (Position) - Port;;24;0;S;8;23,89;W;34;57,42;P015;P015;VG128;;0;0;0;0;0;;;4,95;1,3;;;;;;97,82;200;360,44;;;;;8232;215;;658,26;;OVDAPI;2025-12-12 05:37
2025-08-05;15:00;Noon (Position) - Port;;24;0;S;8;23,9;W;34;57,42;P015;P015;VG128;;0;0;0;0;0;;;4,07;1,4;;;;;;97,82;200;354,97;650,22;;;;4314,94;215;;1303,01;;OVDAPI;2025-12-12 05:37
2025-08-05;18:18;Departure;CargoOperations;3,3;0;S;8;23,9;W;34;57,42;P015;P015;VG128;;0;0;0;0;0;;;0,55;0,2;;;;;;97,82;200;354,22;650,22;;;;;215;;1302,26;;OVDAPI;2025-12-12 05:37
2025-08-05;19:00;Begin of sea passage;;0,7;3;S;8;24,22;W;34;55,4;P015;P009;VG129;;0;0;0,7;0;0;0,3;;0,22;;;;;;;97,82;200;353,7;650,22;;;;;215;;1301,74;;OVDAPI;2025-12-12 05:37
2025-08-06;15:00;Noon (Position) - Sea passage;;20;239;S;11;45,38;W;36;14,8;P015;P009;VG129;;0;20;0;0;0;17,3;;1,76;3,1;;;;;;97,82;200;331,54;650,22;;;;;215;;1279,58;;OVDAPI;2025-12-12 05:37
2025-08-07;03:15;End of sea passage;;12,25;159;S;13;5,89;W;38;35,57;P015;P009;VG129;;0;12,25;0;0;0;10,7;;1,87;2;;;;;;97,82;200;316,97;650,22;;;;;215;;1265,01;;OVDAPI;2025-12-12 05:37
2025-08-07;15:00;Noon (Position) - Sea passage;;11,75;2;S;13;5,24;W;38;37,53;P015;P009;VG129;;0;0;0,67;11,08;0;0,1;;1,43;0,5;;;;;;97,82;200;315,04;650,22;;;;;215;;1263,08;;OVDAPI;2025-12-12 05:37
2025-08-08;15:00;Noon (Position) - Sea passage;;24;0;S;13;5,2;W;38;37,47;P015;P009;VG129;;0;0;0;24;0;;;2,75;1,2;;;;;;97,82;200;310,99;650,22;;;;;215;;1259,03;;OVDAPI;2025-12-12 05:37
2025-08-08;23:15;Arrival;;8,25;22;S;12;47;W;38;28,6;P015;P009;VG129;;0;0;3,08;5,17;0;2,73;;1,37;0,5;;;;;;97,82;200;306,39;650,22;;;;;215;;1254,43;;OVDAPI;2025-12-12 05:37
2025-08-09;15:00;Noon (Position) - Port;;15,75;0;S;12;47;W;38;28,6;P009;P009;VG129;;8057,03;0;0;0;0;;;1,65;0,9;;;;;;97,82;200;303,84;650,22;;;;;215;;1251,88;;OVDAPI;2025-12-12 05:37
2025-08-10;01:15;Departure;CargoOperations;10,25;0;S;12;47;W;38;28,6;P009;P009;VG129;;8057,03;0;0;0;0;0,3;;1,32;0,6;;;;;;97,82;200;301,62;650,22;;;;;215;;1249,66;;OVDAPI;2025-12-12 05:37
2025-08-10;02:50;Begin of sea passage;;1,58;17;S;12;59,83;W;38;33,78;P009;P014;VG130;;8057,03;0;1,58;0;0;1;;0,29;0,12;;;;;;97,82;200;300,21;650,22;;;;;215;;1248,25;;OVDAPI;2025-12-12 05:37
2025-08-10;15:00;Noon (Position) - Sea passage;;12,17;163;S;15;33,75;W;38;9,75;P009;P014;VG130;;8057,03;12,17;0;0;0;10,6;;0,22;;;;;;;97,82;200;289,39;650,22;;;;;215;;1237,43;;OVDAPI;2025-12-12 05:37
2025-08-11;15:00;Noon (Position) - Sea passage;;24;295;S;20;32,17;W;38;21,13;P009;P014;VG130;;8057,03;24;0;0;0;21,9;;0,44;;;;;;;97,82;200;267,05;650,22;;;;;215;;1215,09;;OVDAPI;2025-12-12 05:37
2025-08-12;15:00;Noon (Position) - Sea passage;;24;280;S;23;52,15;W;41;17,03;P009;P014;VG130;;8057,03;24;0;0;0;20,8;;2,75;;;;;;;97,82;200;243,5;650,22;;;;;215;;1191,54;;OVDAPI;2025-12-12 05:37
2025-08-13;12:50;End of sea passage;;21,83;288;S;24;19,82;W;46;18,78;P009;P014;VG130;;8057,03;21,83;0;0;0;18;;2,36;;;;;;;97,82;200;223,14;650,22;;;;;215;;1171,18;;OVDAPI;2025-12-12 05:37
2025-08-13;15:00;Noon (Position) - Sea passage;;2,17;5;S;24;13,49;W;46;18,15;P009;P014;VG130;;8057,03;0;0,92;1,25;0;0,3;;0,23;0,1;;;;;;97,82;200;222,51;650,22;;;;;215;;1170,55;;OVDAPI;2025-12-12 05:37
2025-08-13;18:50;Arrival;;3,83;25;S;23;55,41;W;46;19,99;P009;P014;VG130;;8057,03;0;3,25;0,58;0;1,4;;0,74;0,3;;;;;;97,82;200;220,07;650,22;;;;;215;;1168,11;;OVDAPI;2025-12-12 05:37
2025-08-14;15:00;Noon (Position) - Port;;20,17;0;S;23;55,4;W;46;19,99;P014;P014;VG130;;0;0;0;0;0;;;2,2;1,1;;;;;;97,82;200;216,77;650,22;;;;3244,78;215;;1164,81;;OVDAPI;2025-12-12 05:37
2025-08-15;15:00;Noon (Position) - Port;;24;0;S;23;55,4;W;46;19,99;P014;P014;VG130;;0;0;0;0;0;;;2,64;1,4;;;;;;97,82;200;212,73;650,22;;;;10790,78;215;;1160,77;;OVDAPI;2025-12-12 05:37
2025-08-15;19:50;Departure;CargoOperations;4,83;0,01;S;23;55,4;W;46;19,99;P014;P014;VG130;;0;0;0;0;0;0,1;;0,66;0,3;;;;;;97,82;200;211,67;650,22;;;;;215;;1159,71;;OVDAPI;2025-12-12 05:37
2025-08-15;21:15;Begin of sea passage;;1,42;11;S;24;3,13;W;46;21,34;P014;P060;VG131;;0;0;1,42;0;0;1,6;;0,35;;;;;;;97,82;200;209,72;650,22;;;;;215;;1157,76;;OVDAPI;2026-04-20 00:54
2025-08-16;15:00;Noon (Position) - Sea passage;;17,75;215;S;24;4,85;W;42;48,52;P014;P060;VG131;;0;17,75;0;0;0;14,3;;0,55;2;;;;;;97,82;200;192,87;650,22;;;;;215;;1140,91;;OVDAPI;2026-04-20 00:54
2025-08-17;15:00;Noon (Position) - Sea passage;;24;313;S;21;23,61;W;38;31,06;P014;P060;VG131;;0;24;0;0;0;20,7;;1,98;0,2;;;;;;97,82;200;169,99;650,22;;;;;215;;1118,03;;OVDAPI;2026-04-20 00:54
2025-08-18;15:00;Noon (Position) - Sea passage;;24;322;S;16;16,8;W;36;52,83;P014;P060;VG131;;0;24;0;0;0;20,2;;2,64;0,1;;;;;;97,82;200;147,05;650,22;;;;;215;;1095,09;;OVDAPI;2026-04-20 00:54
2025-08-19;15:00;Noon (Position) - Sea passage;;24;317;S;11;2,57;W;35;22,73;P014;P060;VG131;;0;24;0;0;0;20,1;;0,77;;;;;;;97,82;200;126,18;650,22;;;;;215;;1074,22;;OVDAPI;2026-04-20 00:54
