Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;BDN_6_ROB;BDN_7_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-01-01;17:00;Noon (Position) - Sea passage;;24;296;N;19;47,83;W;69;34,33;P059;P014;VG112;;30135,85;24;0;0;0;22,9;;;1,56;;;;;;341,01;3,99;301,44;200,08;;;;;215;1,56;846,52;;OVDAPI;2025-11-13 23:59
2025-01-02;17:00;Noon (Position) - Sea passage;;24;291;N;19;20,99;W;64;27,64;P059;P014;VG112;;30135,85;24;0;0;0;22,5;;;1,6;;;;;;316,91;3,79;301,44;200,08;;;;;215;1,6;822,22;0,2;OVDAPI;2025-11-13 23:59
2025-01-03;17:00;Noon (Position) - Sea passage;;24;284;N;17;19,68;W;60;6,92;P059;P014;VG112;;30135,85;24;0;0;0;22,6;;0,36;1,88;;;;;;292,07;3,79;301,44;200,08;;;;;215;1,88;797,38;;OVDAPI;2025-11-13 23:59
2025-01-04;16:00;Noon (Position) - Sea passage;;23;270;N;14;38,54;W;56;28,23;P059;P014;VG112;;30135,85;23;0;0;0;21,4;;0,6;1,85;;;;;;268,22;3,49;301,44;200,08;;;;;215;1,85;773,23;0,3;OVDAPI;2025-11-13 23:59
2025-01-05;16:00;Noon (Position) - Sea passage;;24;280;N;11;35,13;W;52;42,74;P059;P014;VG112;;30135,85;24;0;0;0;22;;0,48;1,6;;;;;;244,14;3,49;301,44;200,08;;;;;215;1,6;749,15;;OVDAPI;2025-11-13 23:59
2025-01-06;16:00;Noon (Position) - Sea passage;;24;297;N;8;34,95;W;49;0,26;P059;P014;VG112;;30135,85;24;0;0;0;22,2;;0,36;1,69;;;;;;219,89;3,49;301,44;200,08;;;;;215;1,69;724,9;;OVDAPI;2025-11-13 23:59
2025-01-07;15:00;Noon (Position) - Sea passage;;23;275;N;5;41,5;W;45;35,83;P059;P014;VG112;;30135,85;23;0;0;0;21,6;;;1,6;;;;;;196,69;3,49;301,44;200,08;;;;;215;1,6;701,7;;OVDAPI;2025-11-13 23:59
2025-01-08;15:00;Noon (Position) - Sea passage;;24;278;N;2;26,32;W;42;12,32;P059;P014;VG112;;30135,85;24;0;0;0;23;;;1,56;;;;;;172,13;3,49;301,44;200,08;;;;;215;1,56;677,14;;OVDAPI;2025-11-13 23:59
2025-01-09;15:00;Noon (Position) - Sea passage;;24;295;S;0;47,4;W;38;39,08;P059;P014;VG112;;30135,85;24;0;0;0;22,5;;0,84;1,3;;;;;;147,49;3,49;301,44;200,08;;;;;215;1,3;652,5;;OVDAPI;2025-11-13 23:59
2025-01-10;15:00;Noon (Position) - Sea passage;;24;290;S;4;25,44;W;35;21,73;P059;P014;VG112;;30135,85;24;0;0;0;22,6;;1,08;1,2;;;;;;122,61;3,49;301,44;200,08;;;;;215;1,2;627,62;;OVDAPI;2025-11-13 23:59
2025-01-11;15:00;Noon (Position) - Sea passage;;24;299;S;9;11,91;W;34;53,86;P059;P014;VG112;;30135,85;24;0;0;0;22,8;;1,32;1,33;;;;;;97,16;3,19;301,44;200,08;;;;;215;1,33;601,87;0,3;OVDAPI;2025-11-13 23:59
2025-01-12;15:00;Noon (Position) - Sea passage;;24;307;S;14;5,18;W;36;30,16;P059;P014;VG112;;30135,85;24;0;0;0;22,5;;0,6;1,5;;;;;;72,56;3,19;301,44;200,08;;;;;215;1,5;577,27;;OVDAPI;2025-11-13 23:59
2025-01-13;15:00;Noon (Position) - Sea passage;;24;310;S;18;59,15;W;38;8,94;P059;P014;VG112;;30135,85;24;0;0;0;22,4;;0,48;1,76;;;;;;47,92;3,19;301,44;200,08;;;;;215;1,76;552,63;;OVDAPI;2025-11-13 23:59
2025-01-14;15:00;Noon (Position) - Sea passage;;24;302;S;23;25,98;W;40;34,91;P059;P014;VG112;;30135,85;24;0;0;0;22,5;;0,96;2,1;;;;;;22,36;3,19;301,44;200,08;;;;;215;2,1;527,07;;OVDAPI;2025-11-13 23:59
2025-01-15;15:00;Noon (Position) - Sea passage;;24;317;S;24;25,03;W;46;11,83;P059;P014;VG112;;30135,85;24;0;0;0;18;;1,08;2,21;;;;;;1,07;3,19;301,44;200,08;;;;;215;2,21;505,78;;OVDAPI;2025-11-13 23:59
2025-01-15;18:36;End of sea passage;;3,6;25;S;24;4,94;W;46;21,85;P059;P014;VG112;;30135,85;1;2,6;0;0;1,07;1,93;0,48;0,65;;;;;;0;3,19;298,38;200,08;;;;;215;0,65;501,65;;OVDAPI;2025-11-13 23:59
2025-01-15;20:36;Arrival;;2;19;S;23;58,95;W;46;17,22;P059;P014;VG112;;30135,85;0;2;0;0;0,5;;0,36;;;;;;;3,19;297,52;200,08;;;;;;215;;500,79;;OVDAPI;2025-11-13 23:59
2025-01-16;15:00;Noon (Position) - Port;;18,4;0;S;23;58,95;W;46;17,22;P014;P014;VG112;;12146,13;0;0;0;0;;;2,52;1,85;;;;;;3,19;293,15;200,08;;;;;4472,72;215;1,85;496,42;;OVDAPI;2025-11-13 23:59
2025-01-17;15:00;Noon (Position) - Port;;24;6;S;23;55,16;W;46;21,64;P014;P014;VG112;;12146,13;0;1,5;0;0;0,8;;3,24;2,56;;;;;;3,19;286,55;200,08;;;;;600,25;215;2,56;489,82;;OVDAPI;2025-11-13 23:59
2025-01-18;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG112;;12146,13;0;0;0;0;;;3,62;3;;;;;;3,19;279,93;200,08;;;;;8775,655;215;3;483,2;;OVDAPI;2025-11-13 23:59
2025-01-19;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,64;P014;P014;VG112;;12146,13;0;0;0;0;;;4,82;1,56;;;;;;3,19;273,55;200,08;;;;;6444,97;215;1,56;476,82;;OVDAPI;2025-11-13 23:59
2025-01-20;15:00;Noon (Position) - Port;;24;2;S;23;55,48;W;46;19,82;P014;P014;VG112;;12146,13;0;1,08;0;0;0,41;;3,24;1,1;;;;;;3,19;268,8;200,08;;;;;2130,03;215;;472,07;;OVDAPI;2025-11-13 23:59
2025-01-21;15:00;Noon (Position) - Port;;24;0;S;23;55,48;W;46;19,82;P014;P014;VG112;;12146,13;0;0;0;0;;;3,46;1,8;;;;;;3,19;263,54;200,08;;;;;3773;215;;466,81;;OVDAPI;2025-11-13 23:59
2025-01-22;15:00;Noon (Position) - Port;;24;0;S;23;55,48;W;46;19,82;P014;P014;VG112;;12146,13;0;0;0;0;;;3,03;1,56;;;;;;3,19;258,95;200,08;699,4;;;;7031,5;215;;1161,62;;OVDAPI;2025-11-13 23:59
2025-01-23;00:32;Departure;CargoOperations;9,53;0;S;23;55,48;W;46;19,82;P014;P014;VG112;;12146,13;0;0;0;0;;;1;0,25;;;;;;3,19;257,7;200,08;699,4;;;;2459,31;215;;1160,37;;OVDAPI;2025-11-13 23:59
2025-01-23;01:36;Begin of sea passage;;1,07;8;S;24;0,08;W;46;20,09;P014;P013;VG113;;12146,13;0;1,07;0;0;0,23;;0,22;;;;;;;3,19;257,25;200,08;699,4;;;;0;215;;1159,92;;OVDAPI;2025-10-30 02:42
2025-01-23;15:00;Noon (Position) - Sea passage;;13,4;169;S;23;39,39;W;44;3,45;P014;P013;VG113;;12146,13;13,4;0;0;0;9,7;;2,43;0,78;;;;;;3,19;244,34;200,08;699,4;;;;0;215;;1147,01;;OVDAPI;2025-10-30 02:42
2025-01-23;19:54;End of sea passage;;4,9;60;S;23;1,19;W;43;8,92;P014;P013;VG113;;12146,13;4,9;0;0;0;3,75;;1,19;0,91;;;;;;3,19;238,49;200,08;699,4;;;;0;215;;1141,16;;OVDAPI;2025-10-30 02:42
2025-01-24;10:12;Arrival;;14,3;14;S;22;49,39;W;43;9,73;P014;P013;VG113;;12146,13;0;3,55;10,75;0;1,46;;2,07;1,03;;;;;;3,19;233,93;200,08;699,4;;;;0;215;;1136,6;;OVDAPI;2025-10-30 02:42
2025-01-24;15:00;Noon (Position) - Port;;4,8;0;S;22;49,39;W;43;9,73;P013;P013;VG113;;8146,91;0;0;0;0;;;0,44;0,19;;;;;;3,19;233,3;200,08;699,4;;;;0;215;;1135,97;;OVDAPI;2025-10-30 02:42
2025-01-25;15:00;Noon (Position) - Port;;24;0;S;22;49,39;W;43;9,73;P013;P013;VG113;;8146,91;0;0;0;0;;;2,49;0,48;;;;;;3,19;230,33;200,08;699,4;;;;5258,19;215;;1133;;OVDAPI;2025-10-30 02:42
2025-01-25;15:50;Departure;;0,83;0;S;22;49,39;W;43;9,73;P013;P013;VG113;;8146,91;0;0;0;0;0,23;;0,1;;;;;;;3,19;230;200,08;699,4;;;;0;215;;1132,67;;OVDAPI;2025-10-30 02:42
2025-01-25;16:42;Begin of sea passage;;0,87;6;S;22;55,61;W;43;8,44;P013;P006;VG114;;8146,91;0;0,87;0;0;0,4;;0,2;0,06;;;;;;3,19;229,34;200,08;699,4;;;;0;215;;1132,01;;OVDAPI;2025-10-30 02:42
2025-01-26;15:00;Noon (Position) - Sea passage;;22,3;310;S;26;58,2;W;46;24,48;P013;P006;VG114;;8146,91;22,3;0;0;0;19,4;;2,98;1,4;;;;;;3,19;205,56;200,08;699,4;;;;0;215;;1108,23;;OVDAPI;2025-10-30 02:42
2025-01-27;15:00;Noon (Position) - Sea passage;;24;334;S;31;26,18;W;50;13,82;P013;P006;VG114;;8146,91;24;0;0;0;21;;3,46;2,1;;;;;;3,19;179;200,08;699,4;;;;0;215;;1081,67;;OVDAPI;2025-10-30 02:42
2025-01-28;15:00;Noon (Position) - Sea passage;;24;305;S;35;1,72;W;54;28,99;P013;P006;VG114;;8146,91;24;0;0;0;12;;3,48;3;;;;;;3,19;160,52;200,08;699,4;;;;0;215;1;1063,19;;OVDAPI;2025-10-30 02:42
2025-01-28;20:12;End of sea passage;;5,2;72;S;35;0,74;W;55;57,35;P013;P006;VG114;;8146,91;5,2;0;0;0;3,9;;0,65;0,2;;;;;;3,19;155,77;200,08;699,4;;;;0;215;;1058,44;;OVDAPI;2025-10-30 02:42
2025-01-29;13:06;Arrival;;16,9;172;S;34;9,4;W;58;55,14;P013;P006;VG114;;8146,91;0;16,9;0;0;17,2;;3,4;0,24;;;;;;3,19;134,93;200,08;699,4;;;;0;215;;1037,6;;OVDAPI;2025-10-30 02:42
2025-01-29;15:00;Noon (Position) - Port;;1,9;0;S;34;9,4;W;58;55,14;P006;P006;VG114;;0;0;0;0;0;;;0,33;0,3;;;;;;3,19;134,3;200,08;699,4;;;;0;215;;1036,97;;OVDAPI;2025-10-30 02:42
2025-01-30;15:00;Noon (Position) - Port;;24;0;S;34;9,4;W;58;55,14;P006;P006;VG114;;0;0;0;0;0;;;3,9;2;;;;;;3,19;128,4;200,08;699,4;;;;6602,75;215;0,5;1031,07;;OVDAPI;2025-10-30 02:42
2025-01-31;03:25;Noon (Position) - Port;;12,42;0;S;34;9,4;W;58;55,14;P006;P006;VG114;;0;0;0;0;0;;;2,8;1;;;;;;3,19;124,6;200,08;699,4;;;;2315,25;215;;1027,27;;OVDAPI;2025-10-30 02:42
2025-01-31;15:00;Departure;;11,58;140;S;35;10,13;W;56;37,94;P006;P006;VG114;;0;0;11,58;0;0;12;;2,8;1,4;;;;;;3,19;108,4;200,08;699,4;;;;0;215;;1011,07;;OVDAPI;2025-10-30 02:42
2025-01-31;17:18;Begin of sea passage;;2,3;26;S;35;1,97;W;56;4,98;P006;P060;VG115;;0;0;2,3;0;0;2,9;;0,6;;;;;;;3,19;104,9;200,08;699,4;;;;;215;;1007,57;;OVDAPI;2026-04-20 00:54
2025-02-01;15:00;Noon (Position) - Sea passage;;21,7;281;S;33;6,5;W;51;24,78;P006;P060;VG115;;0;21,7;0;0;0;20,8;;;;0,25;1,08;;;;2,94;83,02;200,08;699,4;;;;;215;;985,44;;OVDAPI;2026-04-20 00:54
2025-02-02;15:00;Noon (Position) - Sea passage;;24;300;S;29;40,32;W;46;56,49;P006;P060;VG115;;0;24;0;0;0;23;;1,4;0,3;;;;;;2,94;58,32;200,08;699,4;;;;;215;;960,74;;OVDAPI;2026-04-20 00:54
2025-02-03;15:00;Noon (Position) - Sea passage;;24;301;S;26;19,05;W;42;43,76;P006;P060;VG115;;0;24;0;0;0;23,2;;1,2;0,4;;;;;;2,94;33,52;200,08;699,4;;;;;215;;935,94;;OVDAPI;2026-04-20 00:54
2025-02-04;15:00;Noon (Position) - Sea passage;;24;299;S;22;30,11;W;39;18,71;P006;P060;VG115;;0;24;0;0;0;23;;2,04;0,95;;;;;;2,94;7,53;200,08;699,4;;;;;215;;909,95;;OVDAPI;2026-04-20 00:54
2025-02-05;15:00;Noon (Position) - Sea passage;;24;299;S;17;56,94;W;37;22,21;P006;P060;VG115;;0;24;0;0;0;7,53;15,37;0,72;;;;;;;2,94;0;200,08;683,31;;;;;215;;886,33;;OVDAPI;2026-04-20 00:54
2025-02-06;15:00;Noon (Position) - Sea passage;;24;299;S;13;5,41;W;35;57,67;P006;P060;VG115;;0;24;0;0;0;23;;1,08;;;;;;;2,94;200,08;659,23;;;;;;215;;862,25;;OVDAPI;2026-04-20 00:54
2025-02-07;15:00;Noon (Position) - Sea passage;;24;328;S;7;58,72;W;34;32,58;P006;P060;VG115;;0;24;0;0;0;23,2;;1,68;;;;;;;2,94;200,08;634,35;;;;;;215;;837,37;;OVDAPI;2026-04-20 00:54
2025-02-08;15:00;Noon (Position) - Sea passage;;24;348;S;3;26,84;W;37;18,75;P006;P060;VG115;;0;24;0;0;0;23;;1,56;;;;;;;2,94;200,08;609,79;;;;;;215;;812,81;;OVDAPI;2026-04-20 00:54
2025-02-09;16:00;Noon (Position) - Sea passage;;25;379;S;0;7,02;W;42;33,37;P006;P060;VG115;;0;25;0;0;0;23,2;;0,6;;;;;;;2,94;200,08;585,99;;;;;;215;;789,01;;OVDAPI;2026-04-20 00:54
2025-02-10;16:00;Noon (Position) - Sea passage;;24;354;N;3;3,99;W;47;35,76;P006;P060;VG115;;0;24;0;0;0;22,9;;0,96;;;;;;;2,94;200,08;562,13;;;;;;215;;765,15;;OVDAPI;2026-04-20 00:54
2025-02-11;16:00;Noon (Position) - Sea passage;;24;368;N;6;23,59;W;52;46,23;P006;P060;VG115;;0;24;0;0;0;22,8;;;;0,3;0,96;;;;2,64;200,08;538,37;;;;;;215;;741,09;;OVDAPI;2026-04-20 00:54
2025-02-12;16:00;Noon (Position) - Sea passage;;24;358;N;9;33,42;W;57;55,62;P006;P060;VG115;;0;24;0;0;0;22,2;;2,9;;;;;;;2,64;200,08;513,27;;;;;;215;;715,99;;OVDAPI;2026-04-20 00:54
2025-02-13;17:00;Noon (Position) - Sea passage;;25;370;N;12;31,03;W;63;12,2;P006;P060;VG115;;0;25;0;0;0;22,5;;;;0,2;3;;;;2,44;200,08;487,77;;;;;;215;;690,29;;OVDAPI;2026-04-20 00:54
2025-02-14;17:00;Noon (Position) - Sea passage;;24;330;N;14;32,91;W;68;26,32;P006;P060;VG115;;0;24;0;0;0;22,8;;0,96;;;;;;;2,44;200,08;464,01;;;;;;215;;666,53;;OVDAPI;2026-04-20 00:54
2025-02-15;17:00;Noon (Position) - Sea passage;;24;335;N;16;19,94;W;73;55,05;P006;P060;VG115;;0;24;0;0;0;22,2;;1;;;;;;;2,44;200,08;440,81;;;;;;215;;643,33;;OVDAPI;2026-04-20 00:54
2025-02-16;18:00;Noon (Position) - Sea passage;;25;345;N;18;37,89;W;79;24,02;P006;P060;VG115;;0;25;0;0;0;22;;3;;;;;;;2,44;200,08;415,81;;;;;;215;;618,33;;OVDAPI;2026-04-20 00:54
2025-02-17;18:00;Noon (Position) - Sea passage;;24;326;N;20;55,62;W;84;25,69;P006;P060;VG115;;0;24;0;0;0;22,2;;0,96;0,1;;;;;;2,44;200,08;392,55;;;;;;215;;595,07;;OVDAPI;2026-04-20 00:54
2025-02-18;18:00;Noon (Position) - Sea passage;;24;344;N;24;22,73;W;89;30;P006;P060;VG115;;0;24;0;0;0;22,2;;1,56;;;;;;;2,44;200,08;368,79;;;;;;215;;571,31;;OVDAPI;2026-04-20 00:54
2025-02-19;18:00;Noon (Position) - Sea passage;;24;303;N;28;13,53;W;92;52,97;P006;P060;VG115;;0;22,7;1,3;0;0;7;14,86;2,44;;;1,66;;1,68;0,2;0;183,56;359,91;;;;;;215;;543,47;;OVDAPI;2026-04-20 00:54
2025-02-20;02:30;End of sea passage;;8,5;102;N;29;14,76;W;94;29,78;P006;P060;VG115;;0;8,5;0;0;0;7,93;;2,06;0,26;;;;;;173,31;359,91;;;;;;;215;;533,22;;OVDAPI;2026-04-20 00:54
2025-02-20;16:48;Arrival;;14,3;38;N;29;36,53;W;95;1,4;P006;P060;VG115;;0;0;5,07;9,23;0;3,35;;3,48;1,1;;;;;;165,38;359,91;;;;;;;215;;525,29;;OVDAPI;2026-04-20 00:54
2025-02-20;18:00;Noon (Position) - Port;;1,2;0;N;29;36,53;W;95;1,4;P060;P060;VG115;;34149,68;0;0;0;0;;;0,24;;;;;;;165,14;359,91;;;;;;;215;;525,05;;OVDAPI;2026-04-20 00:54
2025-02-21;18:00;Noon (Position) - Port;;24;0;N;29;36,54;W;95;1,4;P060;P060;VG115;;34149,68;0;0;0;0;;;5,8;2,79;;;;;;156,55;359,91;;;;;;;215;;516,46;;OVDAPI;2026-04-20 00:54
2025-02-22;18:00;Noon (Position) - Port;;24;19;N;29;44,25;W;95;7,72;P060;P060;VG115;;34149,68;0;3,32;0;0;1,5;;4,7;2,9;;;;;;145,62;359,91;250,3;205,5;;;;;215;;961,33;;OVDAPI;2026-04-20 00:54
2025-02-23;18:00;Noon (Position) - Port;;24;2,1;N;29;44,98;W;95;5,75;P060;P060;VG115;;34149,68;0;1,4;0;0;0,4;;5,8;5,95;;;;;;133,47;359,91;250,3;205,5;;;;;215;4,95;949,18;;OVDAPI;2026-04-20 00:54
2025-02-24;06:41;Departure;CargoOperations;12,68;0;N;29;44,98;W;95;5,75;P060;P060;VG115;;34149,68;0;0;0;0;;;3;3,24;;;;;;127,23;359,91;250,3;205,5;;;;;215;3,24;942,94;;OVDAPI;2026-04-20 00:54
2025-02-24;10:36;Begin of sea passage;;3,92;41;N;29;17,54;W;94;37,28;P060;P007;VG116;;34149,68;0;3,92;0;0;3;;1;1;;;;;;122,23;359,91;250,3;205,5;;;;;215;1;937,94;;OVDAPI;2026-04-20 00:54
2025-02-24;18:00;Noon (Position) - Sea passage;;7,4;94;N;27;47,31;W;94;25,33;P060;P007;VG116;;34149,68;7,4;0;0;0;5,8;;1,32;2,4;;;;;;112,71;359,91;250,3;205,5;;;;;215;2,4;928,42;;OVDAPI;2026-04-20 00:54
2025-02-25;18:00;Noon (Position) - Sea passage;;24;304;N;25;11,5;W;90;53,28;P060;P007;VG116;;34149,68;24;0;0;0;8;13,5;1,84;0,7;;1,98;1,6;;;102,17;342,83;250,3;205,5;;;;;215;1,6;900,8;;OVDAPI;2026-04-20 00:54
2025-02-26;17:00;Noon (Position) - Sea passage;;23;267;N;24;6,96;W;86;16,58;P060;P007;VG116;;34149,68;23;0;0;0;21;;3,26;1,2;;;;;;102,17;317,37;250,3;205,5;;;;;215;1,2;875,34;;OVDAPI;2026-04-20 00:54
2025-02-27;17:00;Noon (Position) - Sea passage;;24;340;N;24;17,17;W;80;20,75;P060;P007;VG116;;34149,68;24;0;0;0;22;;2,9;;;;;;;102,17;292,47;250,3;205,5;;;;;215;;850,44;;OVDAPI;2026-04-20 00:54
2025-02-28;16:00;Noon (Position) - Sea passage;;23;285;N;25;59,35;W;76;52,26;P060;P007;VG116;;34149,68;23;0;0;0;19;;3,49;0,5;;;;;;102,17;269,48;250,3;205,5;;;;;215;;827,45;;OVDAPI;2026-04-20 00:54
2025-03-01;16:00;Noon (Position) - Sea passage;;24;316;N;27;41,4;W;71;26,15;P060;P007;VG116;;34149,68;24;0;0;0;21,4;;;;0,3;3,62;0,1;;;101,87;244,36;250,3;205,5;;;;;215;;802,03;;OVDAPI;2026-04-20 00:54
2025-03-02;16:00;Noon (Position) - Sea passage;;24;309;N;28;59,47;W;65;48,75;P060;P007;VG116;;34149,68;24;0;0;0;22;;3,02;;;;;;;101,87;219,34;250,3;205,5;;;;;215;;777,01;;OVDAPI;2026-04-20 00:54
2025-03-03;16:00;Noon (Position) - Sea passage;;24;307;N;30;46,32;W;60;23,44;P060;P007;VG116;;34149,68;24;0;0;0;22;;3,38;0,3;;;;;;101,87;193,66;250,3;205,5;;;;;215;0,3;751,33;;OVDAPI;2026-04-20 00:54
2025-03-04;15:00;Noon (Position) - Sea passage;;23;265;N;33;9,85;W;55;59,84;P060;P007;VG116;;34149,68;23;0;0;0;21,5;;2,78;;;;;;;101,87;169,38;250,3;205,5;;;;;215;;727,05;;OVDAPI;2026-04-20 00:54
2025-03-05;15:00;Noon (Position) - Sea passage;;24;275;N;35;27,93;W;51;13,41;P060;P007;VG116;;34149,68;24;0;0;0;22;;3,02;2,5;;;;;;101,87;141,86;250,3;205,5;;;;;215;2,5;699,53;;OVDAPI;2026-04-20 00:54
2025-03-06;14:00;Noon (Position) - Sea passage;;23;276;N;37;32,85;W;46;12;P060;P007;VG116;;34149,68;23;0;0;0;22;;2,78;2,5;;;;;;101,87;114,58;250,3;205,5;;;;;215;2,5;672,25;;OVDAPI;2026-04-20 00:54
2025-03-07;14:00;Noon (Position) - Sea passage;;24;278;N;39;28,28;W;40;47,25;P060;P007;VG116;;34149,68;24;0;0;0;21,5;;2,78;3,5;;;;;;101,87;86,8;250,3;205,5;;;;;215;3;644,47;;OVDAPI;2026-04-20 00:54
2025-03-08;13:00;Noon (Position) - Sea passage;;23;284;N;41;7,28;W;34;57,89;P060;P007;VG116;;34149,68;23;0;0;0;21;;2,9;5;;;;;;101,87;57,9;250,3;205,5;;;;;215;5;615,57;;OVDAPI;2026-04-20 00:54
2025-03-09;13:00;Noon (Position) - Sea passage;;24;290;N;42;42,45;W;28;49,76;P060;P007;VG116;;34149,68;24;0;0;0;22;;2,9;3,5;;;;;;101,87;29,5;250,3;205,5;;;;;215;3,5;587,17;;OVDAPI;2026-04-20 00:54
2025-03-10;12:00;Noon (Position) - Sea passage;;23;244;N;44;14,26;W;23;39,31;P060;P007;VG116;;34149,68;23;0;0;0;22,8;;2,78;3,92;;;0,78;;;101,87;0;249,52;205,5;;;;;215;4,7;556,89;;OVDAPI;2026-04-20 00:54
2025-03-11;12:00;Noon (Position) - Sea passage;;24;264;N;45;48,69;W;18;13,26;P060;P007;VG116;;34149,68;24;0;0;0;22,8;;2,9;5,7;;;;;;101,87;218,12;205,5;;;;;;215;5,7;525,49;;OVDAPI;2026-04-20 00:54
2025-03-12;11:00;Noon (Position) - Sea passage;;23;261;N;47;24,68;W;12;32,07;P060;P007;VG116;;34149,68;23;0;0;0;22,4;;2,78;4;;;;;;101,87;188,94;205,5;;;;;;215;4;496,31;;OVDAPI;2026-04-20 00:54
2025-03-13;11:00;Noon (Position) - Sea passage;;24;285;N;49;11,72;W;5;47,43;P060;P007;VG116;;34149,68;24;0;0;0;22,8;;3,26;3,5;;;;;;101,87;159,38;205,5;;;;;;215;3,5;466,75;;OVDAPI;2026-04-20 00:54
2025-03-14;11:00;Noon (Position) - Sea passage;;24;300;N;50;45,03;E;1;23,05;P060;P007;VG116;;34149,68;24;0;0;0;21,57;0,96;3,98;7,2;;0,12;;;;69,12;158,3;205,5;;;;;;215;7,2;432,92;;OVDAPI;2026-04-20 00:54
2025-03-14;15:15;End of sea passage;;4,25;55;N;51;23,23;E;2;33,27;P060;P007;VG116;;34149,68;4,25;0;0;0;3,75;;0,96;1;;;;;;63,41;158,3;205,5;;;;;;215;1;427,21;;OVDAPI;2026-04-20 00:54
2025-03-15;05:20;Arrival;;14,08;81;N;51;15,65;E;4;15,38;P060;P007;VG116;;34149,68;0;9,85;4,23;0;9,8;;3,24;2,15;;;;;;48,22;158,3;205,5;;;;;;215;2,15;412,02;;OVDAPI;2026-04-20 00:54
2025-03-15;11:00;Noon (Position) - Port;;5,67;0;N;51;15,65;E;4;15,38;P007;P007;VG116;;6059,25;0;0;0;0;;;1,6;1,5;;;;;;45,12;158,3;205,5;;;;;;215;1,5;408,92;;OVDAPI;2026-04-20 00:54
2025-03-16;11:00;Noon (Position) - Port;;24;0;N;51;15,65;E;4;15,38;P007;P007;VG116;;6059,25;0;0;0;0;;;4,39;5,3;;;;;;35,43;158,3;205,5;;;;;2335,83;215;4;399,23;;OVDAPI;2026-04-20 00:54
2025-03-17;11:00;Noon (Position) - Port;;24;0;N;51;15,65;E;4;15,38;P007;P007;VG116;;6059,25;0;0;0;0;;;5,8;3,9;;;;;;25,73;158,3;205,5;;;;;8689,905;215;2,6;389,53;;OVDAPI;2026-04-20 00:54
2025-03-18;11:00;Noon (Position) - Port;;24;0,07;N;51;15,63;E;4;15,46;P007;P007;VG116;;6059,25;0;0,5;0;0;0,41;;3,98;1,13;;;;;;20,21;158,3;205,5;;;;;3087;215;1,13;384,01;;OVDAPI;2026-04-20 00:54
2025-03-19;11:00;Noon (Position) - Port;;24;11;N;51;18,88;E;4;18,39;P007;P007;VG116;;6059,25;0;6,05;0;0;3;;4,82;2;;;;;;10,39;158,3;205,5;;;;;3275,65;215;1;374,19;;OVDAPI;2026-04-20 00:54
2025-03-20;11:00;Noon (Position) - Port;;24;5;N;51;14,95;E;4;21,47;P007;P007;VG116;;6059,25;0;1,47;0;0;1,5;;4,1;1,3;;;;;;10,39;158,3;198,6;;;;;6002,5;215;;367,29;;OVDAPI;2026-04-20 00:54
2025-03-20;20:15;Departure;CargoOperations;9,25;0;N;51;14,95;E;4;21,49;P007;P007;VG116;;6059,25;0;0;0;0;0,2;;0,97;0,4;;;;;;8,82;158,3;198,6;;;;;;215;;365,72;;OVDAPI;2026-04-20 00:54
