Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption_HFO;ME_Consumption_LFO;ME_Consumption_MGO;AE_Consumption_HFO;AE_Consumption_LFO;AE_Consumption_MGO;Boiler_Consumption_HFO;Boiler_Consumption_LFO;Boiler_Consumption_MGO;Inert_gas_Consumption_MGO;ME_Consumption;ME_Consumption_BDN_2;ME_Consumption_BDN_3;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;Cargo_heating_Consumption_HFO;Cargo_heating_Consumption_LFO;Cargo_heating_Consumption_MGO;Discharge_Pump_Work;Discharge_Pump_SFOC;DPP_Cargo_Pump_Consumption_MDO;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-07-12;17:00;Noon (Position) - Sea passage;;24;349;N;20;43,76;W;84;59,19;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;25,8;;;3,3;0,3;;;;227,2;141,3;;;;;;;185,91;;0,3;368,5;;OVDAPI;2026-01-27 16:33
2025-07-13;17:00;Noon (Position) - Sea passage;;24;336;N;16;43,47;W;81;5,53;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26,2;;;4,3;0,3;;;;196,4;141,3;;;;;;;185,91;;0,3;337,7;;OVDAPI;2026-01-27 16:33
2025-07-14;17:00;Noon (Position) - Sea passage;;24;313;N;11;28,44;W;80;9,09;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;24,8;;;4,2;1,4;;;;166;141,3;;;;;;;185,91;;1,4;307,3;;OVDAPI;2026-01-27 16:33
2025-07-15;00:30;Begin canal passage;;7,5;107;N;9;41,45;W;79;51,92;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;7,5;0;0;0;;;;;;;;;;;8,1;;;1,6;0,4;;;;155,9;141,3;;;;;;;185,91;;0,4;297,2;;OVDAPI;2026-01-27 16:33
2025-07-15;17:00;Noon (Position) - Canal;;16,5;21;N;9;22,74;W;79;55,46;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;0;2,92;0;0;;;;;;;;;;;0,9;;;2,9;1,7;;;;150,4;141,3;;;;;;;185,91;;1,3;291,7;;OVDAPI;2026-01-27 16:33
2025-07-16;17:00;Noon (Position) - Canal;;24;6;N;9;17,65;W;79;55,23;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;0;1,03;0;0;;;;;;;;;;;0,3;;;4,2;1,6;;;;144,3;141,3;885,3;;;;;;185,91;;0,9;1170,9;;OVDAPI;2026-01-27 16:33
2025-07-17;03:00;End canal passage;;10;40;N;8;50,66;W;79;29,24;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;0;10;0;0;;;;;;;;;;;3,1;;;2,5;0,4;;;;138,3;141,3;885,3;;;;;;185,91;;0,3;1164,9;;OVDAPI;2026-01-27 16:33
2025-07-17;17:00;Noon (Position) - Sea passage;;14;215;N;6;58,27;W;81;38,29;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;14;0;0;0;;;;;;;;;;;14,8;;;2,6;0,5;;;;120,4;141,3;885,3;;;;;;185,91;;0,4;1147;;OVDAPI;2026-01-27 16:33
2025-07-18;18:00;Noon (Position) - Sea passage;;25;366;N;9;52,2;W;86;58,14;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27;;;5,8;0,9;;;;86,7;141,3;885,3;;;;;;185,91;;0,7;1113,3;;OVDAPI;2026-01-27 16:33
2025-07-19;18:00;Noon (Position) - Sea passage;;24;381;N;12;39,66;W;92;49,04;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;5;1;;;;54,7;141,3;885,3;;;;;;185,91;;0,7;1081,3;;OVDAPI;2026-01-27 16:33
2025-07-20;19:00;Noon (Position) - Sea passage;;25;357;N;15;14,58;W;98;22,7;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;5,4;1;;;;21,2;141,3;885,3;;;;;;185,91;;0,7;1047,8;;OVDAPI;2026-01-27 16:33
2025-07-21;19:00;Noon (Position) - Sea passage;;24;341;N;17;41,28;W;103;41,98;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;21,2;4,8;;5,3;1;;;;0;141,3;874,2;;;;;;185,91;;0,8;1015,5;;OVDAPI;2026-01-27 16:33
2025-07-22;19:00;Noon (Position) - Sea passage;;24;356;N;20;15,35;W;109;20,93;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26,2;;;5,2;1;;;;141,3;841,8;;;;;;;185,91;;0,8;983,1;;OVDAPI;2026-01-27 16:33
2025-07-23;20:00;Noon (Position) - Sea passage;;25;356;N;23;32,52;W;114;36,26;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;;;0,3;5;1;141;808,7;;;;;;;185,91;;0,8;949,7;;OVDAPI;2026-01-27 16:33
2025-07-24;20:00;Noon (Position) - Sea passage;;24;335;N;26;51,5;W;119;32,24;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26,2;;;4,2;1;;;;141;777,3;;;;;;;185,91;;0,8;918,3;;OVDAPI;2026-01-27 16:33
2025-07-25;21:00;Noon (Position) - Sea passage;;25;359;N;30;14,21;W;125;8,01;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;4,3;1,6;;;;141;744,3;;;;;;;185,91;;0,9;885,3;;OVDAPI;2026-01-27 16:33
2025-07-26;21:00;Noon (Position) - Sea passage;;24;347;N;33;15,78;W;130;56,43;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;4,3;1;;;;141;713;;;;;;;185,91;;0,7;854;;OVDAPI;2026-01-27 16:33
2025-07-27;22:00;Noon (Position) - Sea passage;;25;363;N;36;3,03;W;137;18,08;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;;;0,3;4,4;1;140,7;680,5;;;;;;;185,91;;0,7;821,2;;OVDAPI;2026-01-27 16:33
2025-07-28;22:00;Noon (Position) - Sea passage;;24;341;N;38;20,43;W;143;39,91;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;4,1;1;;;;140,7;649,4;;;;;;;185,91;;0,7;790,1;;OVDAPI;2026-01-27 16:33
2025-07-29;22:00;Noon (Position) - Sea passage;;24;337;N;40;17,93;W;150;30,35;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;4,2;1;;;;140,7;618,2;;;;;;;185,91;;0,7;758,9;;OVDAPI;2026-01-27 16:33
2025-07-30;23:00;Noon (Position) - Sea passage;;25;355;N;41;54,55;W;158;11,58;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;4,3;1;;;;140,7;585,8;;;;;;;185,91;;0,7;726,5;;OVDAPI;2026-01-27 16:33
2025-07-31;23:00;Noon (Position) - Sea passage;;24;338;N;42;56,08;W;165;45,45;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;;;0,4;4,2;1;140,3;554,6;;;;;;;185,91;;0,7;694,9;;OVDAPI;2026-01-27 16:33
2025-08-02;00:00;Noon (Position) - Sea passage;;25;330;N;43;32,65;W;173;13,71;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;4,3;1,3;;;;140,3;521,9;;;;;;;185,91;;0,7;662,2;;OVDAPI;2026-01-27 16:33
2025-08-03;00:00;Noon (Position) - Sea passage;;24;300;N;43;42,04;E;179;56,1;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;4;1,1;;;;140,3;490,8;;;;;;;185,91;;0,7;631,1;;OVDAPI;2026-01-27 16:33
2025-08-04;01:00;Noon (Position) - Sea passage;;25;349;N;44;40,44;E;171;59,28;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;;;0,2;4,3;1;140,1;458,4;;;;;;;185,91;;0,7;598,5;;OVDAPI;2026-01-27 16:33
2025-08-05;01:00;Noon (Position) - Sea passage;;24;329;N;44;20,6;E;164;26,25;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;4,1;1;;;;140,1;427,3;;;;;;;185,91;;0,7;567,4;;OVDAPI;2026-01-27 16:33
2025-08-06;02:00;Noon (Position) - Sea passage;;25;359;N;42;32,29;E;156;41,34;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;4,1;1;;;;140,1;395,1;;;;;;;185,91;;0,7;535,2;;OVDAPI;2026-01-27 16:33
2025-08-07;02:00;Noon (Position) - Sea passage;;24;337;N;40;19,71;E;149;51,46;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;24;0;0;0;;;;;;;;;;;26;;;4,5;1;;;;140,1;363,6;;;;;;;185,91;;0,7;503,7;;OVDAPI;2026-01-27 16:33
2025-08-08;03:00;Noon (Position) - Sea passage;;25;356;N;37;22,11;E;143;9,43;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;25;0;0;0;;;;;;;;;;;27,1;;;4,6;1;;;;140,1;330,9;;;;;;;185,91;;;471;;OVDAPI;2026-01-27 16:33
2025-08-08;22:00;End of sea passage;;19;239;N;35;0,48;E;139;43,43;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;19;0;0;0;;;;;;;;;;;17,4;;;3,7;0,7;;;;140,1;309,1;;;;;;;185,91;;0,6;449,2;;OVDAPI;2026-01-27 16:33
2025-08-09;01:16;Arrival;;3,27;29;N;35;27,27;E;139;44,98;USHOU;JPYOK;202504-2-USHOU-JPYOK;;32574,13;0;3,27;0;0;;;;;;;;;;;2,7;;;0,5;0,1;;;;140,1;305,8;;;;;;;185,91;;0,1;445,9;;OVDAPI;2026-01-27 16:33
2025-08-09;03:00;Noon (Position) - Port;;1,73;0;N;35;27,3;E;139;44,86;JPYOK;JPYOK;202504-2-USHOU-JPYOK;;31554,93;0;0;0;0;;;;;;;;;;;0,1;;;0,4;0,2;;;;140,1;305,1;;;;;;80,5;185,91;;0,1;445,2;;OVDAPI;2026-01-27 16:33
2025-08-10;03:00;Noon (Position) - Port;;24;0;N;35;27,45;E;139;45,05;JPYOK;JPYOK;202504-2-USHOU-JPYOK;;31554,93;0;0;0;0;;;;;;;;;;;;;;4;1,6;;;;140,1;299,5;;;;;;637,98;185,91;;1,2;439,6;;OVDAPI;2026-01-27 16:33
2025-08-11;03:00;Noon (Position) - Port;;24;0;N;35;27,49;E;139;44,96;JPYOK;JPYOK;202504-2-USHOU-JPYOK;;31554,93;0;0;0;0;;;;;;;;;;;;;;3,8;1,6;;;;140,1;294,1;;;;;;;185,91;;1,2;434,2;;OVDAPI;2026-01-27 16:33
2025-08-12;03:00;Noon (Position) - Port;;24;0;N;35;27,31;E;139;45,04;JPYOK;JPYOK;202504-2-USHOU-JPYOK;;31554,93;0;0;0;0;;;;;;;;;;;;;;3,7;1,5;;;;140,1;288,9;;;;;;;185,91;;1;429;;OVDAPI;2026-01-27 16:33
2025-08-12;08:40;Departure;CargoOperations;5,67;0;N;35;27,42;E;139;44,94;JPYOK;JPYOK;202504-2-USHOU-JPYOK;;31554,93;0;0;0;0;;;;;;;;;;;;;;1,4;0,4;;;;140,1;287,1;;;;;;1680,98;185,91;;0,3;427,2;;OVDAPI;2026-01-27 16:33
2025-08-12;10:30;Begin of sea passage;;1,83;19;N;35;10,87;E;139;44,68;JPYOK;KRUSN;202504-3-JPYOK-KRUSN;;31554,93;0;1,83;0;0;;;;;;;;;;;1,5;;;0,4;0,2;;;;140,1;285;;;;;;;185,91;;0,1;425,1;;OVDAPI;2026-02-04 01:43
2025-08-13;03:00;Noon (Position) - Sea passage;;16,5;216;N;33;18,18;E;136;14,03;JPYOK;KRUSN;202504-3-JPYOK-KRUSN;;31554,93;16,5;0;0;0;;;;;;;;;;;17,9;;;2,9;0,7;;;;140,1;263,5;;;;;;;185,91;;0,5;403,6;;OVDAPI;2026-02-04 01:43
2025-08-14;03:00;Noon (Position) - Sea passage;;24;301;N;33;50,85;E;131;16,94;JPYOK;KRUSN;202504-3-JPYOK-KRUSN;;31554,93;24;0;0;0;;;;;;;;;;;23,5;;;4,5;1,3;;;;140,1;234,2;;;;;;;185,91;;1;374,3;;OVDAPI;2026-02-04 01:43
2025-08-14;13:00;End of sea passage;;10;127;N;35;13,27;E;129;37,2;JPYOK;KRUSN;202504-3-JPYOK-KRUSN;;31554,93;10;0;0;0;;;;;;;;;;;9;1,6;;0,2;0,1;;1,7;0,4;138,2;223,1;;;;;;;185,91;;0,4;361,3;;OVDAPI;2026-02-04 01:43
2025-08-14;22:40;Arrival;;9,67;16;N;35;26,43;E;129;22,7;JPYOK;KRUSN;202504-3-JPYOK-KRUSN;;31554,93;0;3,25;6,42;0;;;;;;;;;;;1,5;;;1,6;0,8;;;;134,3;223,1;;;;;;;185,91;;0,6;357,4;;OVDAPI;2026-02-04 01:43
2025-08-15;03:00;Noon (Position) - Port;;4,33;0;N;35;26,43;E;129;22,7;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;0;0;0;;;;;;;;;;;;;;0,7;0,3;;;;133,3;223,1;;;;;;246,96;185,91;;0,2;356,4;;OVDAPI;2026-02-04 01:43
2025-08-16;03:00;Noon (Position) - Port;;24;1;N;35;26,53;E;129;22,18;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;0,7;0;0;;;;;;;;;;;0,2;;;5,3;1,7;;;;126,1;223,1;;;;;;6930;185,91;;1,2;349,2;;OVDAPI;2026-02-04 01:43
2025-08-17;03:00;Noon (Position) - Port;;24;15;N;35;31,03;E;129;22,87;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;2,72;0;0;;;;;;;;;;;1,5;;;4,2;1,9;;;;118,5;223,1;;;;;;9408;185,91;;1,4;341,6;;OVDAPI;2026-02-04 01:43
2025-08-18;03:00;Noon (Position) - Port;;24;43;N;35;26,18;E;129;27,11;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;8,87;0;0;;;;;;;;;;;3;;;5,6;2,8;;;;107,1;223,1;;;;;;4263;185,91;;1,4;330,2;;OVDAPI;2026-02-04 01:43
2025-08-19;03:00;Noon (Position) - Port;;24;8;N;35;31,2;E;129;22,54;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;1,5;0;0;;;;;;;;;;;0,6;;;5;3,9;;;;97,6;223,1;150;;;;;3112,06;185,91;;1,4;470,7;;OVDAPI;2026-02-04 01:43
2025-08-20;03:00;Noon (Position) - Port;;24;14;N;35;26,93;E;129;21,99;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;2,47;0;0;;;;;;;;;;;0,8;;;4,5;1,5;;;;90,8;223,1;150;;;;;3697,75;185,91;;1;463,9;;OVDAPI;2026-02-04 01:43
2025-08-21;03:00;Noon (Position) - Port;;24;57;N;35;27,39;E;129;21,1;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;8,42;0;0;;;;;;;;;;;3,4;;;4,5;1,6;;;;81,3;223,1;150;;;;;5444,88;185,91;;0,9;454,4;;OVDAPI;2026-02-04 01:43
2025-08-22;03:00;Noon (Position) - Port;;24;0;N;35;27,39;E;129;21,1;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;0;0;0;;;;;;;;;;;;;;7,5;2;;;;71,8;223,1;150;;;;;16639;185,91;;1,5;444,9;;OVDAPI;2026-02-04 01:43
2025-08-22;11:45;Departure;CargoOperations;8,75;0;N;35;27,34;E;129;21,29;KRUSN;KRUSN;202504-3-JPYOK-KRUSN;;2039,98;0;0;0;0;;;;;;;;;;;;;;2,2;2,1;;;;67,5;223,1;150;;;;;6202;185,91;;1,2;440,6;;OVDAPI;2026-02-04 01:43
2025-08-22;13:00;Begin of sea passage;;1,25;12;N;35;18,38;E;129;24,75;KRUSN;CNCHX;202504-4-KRUSN-CNCHX;;2039,98;0;1,25;0;0;;;;;;;;;;;1,5;;;0,5;0,3;;;;65,2;223,1;150;;;;;;185,91;;0,2;438,3;;OVDAPI;2026-04-22 00:38
2025-08-23;04:00;Noon (Position) - Sea passage;;15;174;N;33;16,81;E;127;24,23;KRUSN;CNCHX;202504-4-KRUSN-CNCHX;;2039,98;15;0;0;0;;;;;;;;;;;13,2;;;0,5;;;2,5;2,9;64,7;204,5;150;;;;;;185,91;;1;419,2;;OVDAPI;2026-04-22 00:38
2025-08-24;02:00;End of sea passage;;22;300;N;31;1,87;E;122;24,12;KRUSN;CNCHX;202504-4-KRUSN-CNCHX;;2039,98;22;0;0;0;;;;;;;;;;;20;2;;0,5;0,1;;4,1;1,4;62,1;179;150;;;;;;185,91;;;391,1;;OVDAPI;2026-04-22 00:38
2025-08-24;04:00;Noon (Position) - Sea passage;;2;35;N;31;6,8;E;121;57,13;KRUSN;CNCHX;202504-4-KRUSN-CNCHX;;2039,98;0;2;0;0;;;;;;;;;;;1,3;;;0,4;0,1;;;;60,3;179;150;;;;;;185,91;;;389,3;;OVDAPI;2026-04-22 00:38
2025-08-25;04:00;Noon (Position) - Sea passage;;24;106;N;32;0,08;E;120;40,58;KRUSN;CNCHX;202504-4-KRUSN-CNCHX;;2039,98;0;24;0;0;;;;;;;;;;;4,2;;;4,8;1,3;;;;50;179;150;;;;;;185,91;;;379;;OVDAPI;2026-04-22 00:38
2025-08-25;09:50;Arrival;;5,83;54,07;N;32;14,33;E;119;53,42;KRUSN;CNCHX;202504-4-KRUSN-CNCHX;;2039,98;0;5,83;0;0;;;;;;;;;;;3,6;;;1,3;;;;;45,1;179;150;;;;;;185,91;;;374,1;;OVDAPI;2026-04-22 00:38
2025-08-26;04:00;Noon (Position) - Port;;18,17;0,26;N;32;14,33;E;119;53,42;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;;0;0;0;0;0;;;;;;;;;;;;;;4,4;0,7;;;;40;179;150;;;;;3454,5;185,91;;;369;;OVDAPI;2026-04-22 00:38
2025-08-27;01:40;Noon (Position) - Port;;21,67;26,46;N;31;55;E;120;13;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;;0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;1,3;;;4;0,9;;;;33,8;179;150;;0;0;0;;185,91;0;;362,8;;OVDAPI;2026-04-22 00:38
2025-08-27;04:00;Noon (Position) - Port;;2,33;2,85;N;31;55;E;120;13;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;;;4;0,9;;;;33,8;179;150;;0;0;0;;185,91;0;;362,8;;OVDAPI;2026-04-22 00:38
2025-08-28;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,56;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;;0;0;0;0;0;;;;;;;;;;;;;;3,4;0,1;;;;30,3;179;150;;;;;;185,91;;;359,3;;OVDAPI;2026-04-22 00:38
2025-08-29;04:00;Noon (Position) - Port;;24;0;N;31;55,53;E;120;13,79;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;;0;0;0;0;0;;;;;;;;;;;;;;2,3;;;;;28;179;150;;;;;;185,91;;;357;;OVDAPI;2026-04-22 00:38
2025-08-30;04:00;Noon (Position) - Port;;24;0;N;31;55,53;E;120;13,79;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,2;;;;;25,8;179;150;;;;;;185,91;;;354,8;;OVDAPI;2026-04-22 00:38
2025-08-31;04:00;Noon (Position) - Port;;24;0;N;31;55,53;E;120;13,79;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,4;;;;;23,4;179;150;;;;;;185,91;;;352,4;;OVDAPI;2026-04-22 00:38
2025-09-01;04:00;Noon (Position) - Port;;24;0;N;31;55,53;E;120;13,79;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,7;;;;;20,7;179;150;;;;;;185,91;;;349,7;;OVDAPI;2026-04-22 00:38
2025-09-02;04:00;Noon (Position) - Port;;24;0;N;31;55,53;E;120;13,79;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,8;;;;;17,9;179;150;;;;;;185,91;;;346,9;;OVDAPI;2026-04-22 00:38
2025-09-03;04:00;Noon (Position) - Port;;24;0;N;31;55,5;E;120;13,77;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,5;;;;;15,4;179;150;;;;;;185,91;;;344,4;;OVDAPI;2026-04-22 00:38
2025-09-04;04:00;Noon (Position) - Port;;24;0;N;31;55,51;E;120;13,77;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,4;;;;;13;179;150;;;;;;185,91;;;342;;OVDAPI;2026-04-22 00:38
2025-09-05;04:00;Noon (Position) - Port;;24;0;N;31;55,51;E;120;13,77;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,5;;;;;10,5;179;150;;;;;;185,91;;;339,5;;OVDAPI;2026-04-22 00:38
2025-09-06;04:00;Noon (Position) - Port;;24;0;N;31;55,51;E;120;13,77;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,5;;;;;8;179;150;;;;;;185,91;;;337;;OVDAPI;2026-04-22 00:38
2025-09-07;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,5;;;;;5,5;179;150;;;;;;185,91;;;334,5;;OVDAPI;2026-04-22 00:38
2025-09-08;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,4;;;;;3,1;179;150;;;;;;185,91;;;332,1;;OVDAPI;2026-04-22 00:38
2025-09-09;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,3;;;;;0,8;179;150;;;;;;185,91;;;329,8;;OVDAPI;2026-04-22 00:38
2025-09-10;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;;0;0;0;0;0;;;;;;;;;;;;;;0,8;;;1,5;;0;179;148,5;;;;;;185,91;;;327,5;;OVDAPI;2026-04-22 00:38
2025-09-11;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,2;;;;;179;146,3;;;;;;;185,91;;;325,3;;OVDAPI;2026-04-22 00:38
2025-09-12;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,2;;;;;179;144,1;;;;;;;185,91;;;323,1;;OVDAPI;2026-04-22 00:38
2025-09-13;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2;;;;;179;142,1;;;;;;;185,91;;;321,1;;OVDAPI;2026-04-22 00:38
2025-09-14;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,2;;;;;179;139,9;;;;;;;185,91;;;318,9;;OVDAPI;2026-04-22 00:38
2025-09-15;04:00;Noon (Position) - Port;;24;0;N;31;55,58;E;120;13,8;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,2;;;;;179;137,7;;;;;;;185,91;;;316,7;;OVDAPI;2026-04-22 00:38
2025-09-16;04:00;Noon (Position) - Port;;24;0;N;31;55,51;E;120;13,6;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;2,4;;;;;179;135,3;;;;;;;185,91;;;314,3;;OVDAPI;2026-04-22 00:38
2025-09-17;04:00;Noon (Position) - Port;;24;0;N;31;55,51;E;120;13,6;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;3,1;0,4;;;;179;131,8;;;;;;;185,91;;;310,8;;OVDAPI;2026-04-22 00:38
2025-09-18;04:00;Noon (Position) - Port;;24;0;N;31;55,54;E;120;13,93;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;0,1;;;3,8;1;;;;179;126,9;146,6;94,6;;;;;185,91;;;547,1;;OVDAPI;2026-04-22 00:38
2025-09-19;02:15;Noon (Position) - Port;;22,25;0;N;31;55,54;E;120;13,93;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;3,7;;;;;179;123,2;146,6;94,6;;;;;185,91;;;543,4;;OVDAPI;2026-04-22 00:38
2025-09-19;04:00;Departure;CargoOperations,RepairInDryDock;1,75;21,25;N;32;1,27;E;120;31,94;CNCHX;CNCHX;202504-4-KRUSN-CNCHX;;0;0;1,75;0;0;;;;;;;;;;;1,4;;;0,4;;;;;179;121,4;146,6;94,6;;;;;185,91;;;541,6;;OVDAPI;2026-04-22 00:38
2025-09-19;16:20;Begin of sea passage;;12,33;132;N;30;57,98;E;122;36,49;CNCHX;IDBTM;202504-5-CNCHX-IDBTM;;0;0;12,33;0;0;;;;;;;;;;;1,3;8,5;;0,5;;;2,4;;177,2;110,5;146,6;94,6;;;;;185,91;;;528,9;;OVDAPI;2026-04-22 00:40
2025-09-20;04:00;Noon (Position) - Sea passage;;11,67;167;N;28;52,67;E;123;17,33;CNCHX;IDBTM;202504-5-CNCHX-IDBTM;;0;11,67;0;0;0;;;;;;;;;;;11,6;;;1,5;;;;;164,1;110,5;146,6;94,6;;;;;185,91;;;515,8;;OVDAPI;2026-04-22 00:40
