Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption_HFO;ME_Consumption_LFO;ME_Consumption_MGO;AE_Consumption_HFO;AE_Consumption_LFO;AE_Consumption_MGO;Boiler_Consumption_HFO;Boiler_Consumption_LFO;Boiler_Consumption_MGO;Inert_gas_Consumption_MGO;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;Cargo_heating_Consumption_HFO;Cargo_heating_Consumption_LFO;Cargo_heating_Consumption_MGO;Discharge_Pump_Work;Discharge_Pump_SFOC;Discharge_Pump_Fuel_Type;DPP_Cargo_Pump_Consumption_MDO;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-06-06;17:00;Noon (Position) - Sea passage;;24;315;N;17;58,77;W;78;21,47;P015;P059;VG150;4591,64;24;0;0;0;;;;;;;;;;;21,89;;2,37;;;;;;;198,65;197,07;200,1;;;;;;;215;;;;595,82;;OVDAdmin;2026-03-18 21:44
2025-06-07;17:00;Noon (Position) - Sea passage;;24;316;N;20;37,59;W;83;8,04;P015;P059;VG150;4591,64;24;0;0;0;;;;;;;;;;;21,29;;2,17;;;;;;;198,65;173,61;200,1;;;;;;;215;;;;572,36;;OVDAdmin;2026-03-18 21:44
2025-06-08;17:00;Noon (Position) - Sea passage;;24;342;N;24;8,62;W;87;40,89;P015;P059;VG150;4591,64;24;0;0;0;;;;;;;;;;;21,67;;2,22;;;;;;;198,65;149,72;200,1;;;;;;;215;;;;548,47;;OVDAdmin;2026-03-18 21:44
2025-06-09;17:00;Noon (Position) - Sea passage;;24;303;N;26;6,43;W;92;47,78;P015;P059;VG150;4591,64;24;0;0;0;;;;;;;;;;;18,68;0,9;0,3;0,1;;2,1;;;;197,35;128,94;200,1;;;;;;;215;;;;526,39;;OVDAdmin;2026-03-18 21:44
2025-06-10;09:36;End of sea passage;;16,6;203;N;28;45,78;W;95;5,85;P015;P059;VG150;4591,64;16,6;0;0;0;;;;;;;;;;;14,87;;2,06;0,27;;;;;;180,15;128,94;200,1;;;;;;;215;;;;509,19;;OVDAdmin;2026-03-18 21:44
2025-06-10;14:55;Arrival;;5,32;7;N;28;56,6;W;95;19,03;P015;P059;VG150;4591,64;0;2,73;2,58;0;;;;;;;;;;;2,16;;1,6;0,09;;;;;;176,3;128,94;200,1;;;;;;;215;;;;505,34;;OVDAdmin;2026-03-18 21:44
2025-06-10;17:00;Noon (Position) - Port;;2,08;0;N;28;56,6;W;95;19,03;P059;P059;VG150;6419,61;0;0;0;0;;;;;;;;;;;;;0,5;;;;;;;175,8;128,94;200,1;;;;;;;215;;;;504,84;;OVDAdmin;2026-03-18 21:44
2025-06-11;17:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;P059;P059;VG150;6419,61;0;0;0;0;;;;;;;;;;;0,3;;5;1;;;;;;169,5;128,94;200,1;;;;;;1286,25;215;;;;498,54;;OVDAdmin;2026-03-18 21:44
2025-06-12;17:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;P059;P059;VG150;6419,61;0;0;0;0;;;;;;;;;;;0,4;;6,2;1,2;;;;;;161,7;128,94;200,1;;;;;;;215;;;;490,74;;OVDAdmin;2026-03-18 21:44
2025-06-13;17:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;P059;P059;VG150;6419,61;0;0;0;0;;;;;;;;;;;;;6,5;1;;;;;;154,2;128,94;200,1;;;;;;;215;;;;483,24;;OVDAdmin;2026-03-18 21:44
2025-06-13;23:20;Departure;CargoOperations,Miscellaneous;6,33;0;N;28;56,54;W;95;18,98;P059;P059;VG150;6419,61;0;0;0;0;;;;;;;;;;;0,2;;2;0,4;;;;;;151,6;128,94;200,1;;;;;;;215;;;;480,64;;OVDAdmin;2026-03-18 21:44
2025-06-14;00:12;Begin of sea passage;;0,87;10;N;28;51,07;W;95;11,81;P059;P064;VG151;6419,61;0;0,87;0;0;;;;;;;;;;;1,58;;1,56;;;;;;;148,46;128,94;200,1;;;;;;;215;;;;477,5;;OVDAdmin;2026-03-18 21:44
2025-06-14;17:00;Noon (Position) - Sea passage;;16,8;196;N;28;12,96;W;96;6,01;P059;P064;VG151;6419,61;16,8;0;0;0;;;;;;;;;;;12,17;;4,7;0,84;;;;;;130,75;128,94;200,1;;;;;;;215;;;;459,79;;OVDAdmin;2026-03-18 21:44
2025-06-14;17:18;End of sea passage;;0,3;4;N;28;17,33;W;96;10,41;P059;P064;VG151;6419,61;0,3;0;0;0;;;;;;;;;;;0,27;;1,08;0,08;;;;;;129,32;128,94;200,1;;;;;;;215;;;;458,36;;OVDAdmin;2026-03-18 21:44
2025-06-14;21:15;Arrival;;3,95;30;N;28;38,71;W;96;33,17;P059;P064;VG151;6419,61;0;3,95;0;0;;;;;;;;;;;2,16;;1,68;0,17;;;;;;125,31;128,94;200,1;;;;;;;215;;;;454,35;;OVDAdmin;2026-03-18 21:44
2025-06-15;17:00;Noon (Position) - Port;;19,75;0;N;28;38,71;W;96;33,17;P064;P064;VG151;13164,43;0;0;0;0;;;;;;;;;;;;;4,6;0,9;;;;;;119,81;128,94;200,1;;;;;;;215;;;;448,85;;OVDAdmin;2026-03-18 21:44
2025-06-16;17:00;Noon (Position) - Port;;24;0;N;28;38,71;W;96;33,18;P064;P064;VG151;13164,43;0;0;0;0;;;;;;;;;;;;;4,7;1;;;;;;114,11;128,94;200,1;;;;;;;215;;;;443,15;;OVDAdmin;2026-03-18 21:44
2025-06-16;19:12;Departure;CargoOperations;2,2;0;N;28;38,71;W;96;33,18;P064;P064;VG151;13164,43;0;0;0;0;;;;;;;;;;;0,35;;1,43;0,17;;;;;;112,16;128,94;200,1;;;;;;;215;;;;441,2;;OVDAdmin;2026-03-18 21:44
2025-06-16;22:00;Begin of sea passage;;2,8;26,5;N;28;21,68;W;96;14,06;P064;P060;VG152;13164,43;0;2,8;0;0;;;;;;;;;;;1,98;;1,24;;;;;;;108,94;128,94;200,1;;;;;;;215;;;;437,98;;OVDAdmin;2026-03-18 21:44
2025-06-17;07:30;End of sea passage;;9,5;123;N;29;13,09;W;94;28,48;P064;P060;VG152;13164,43;9,5;0;0;0;;;;;;;;;;;5,8;;1,87;;;;;;;101,27;128,94;200,1;;;;;;;215;;;;430,31;;OVDAdmin;2026-03-18 21:44
2025-06-17;17:00;Noon (Position) - Sea passage;;9,5;0;N;29;16,51;W;94;30,7;P064;P060;VG152;13164,43;0;0,83;8,67;0;;;;;;;;;;;;;1,4;0,76;;;;;;99,11;128,94;200,1;;;;;;;215;;;;428,15;;OVDAdmin;2026-03-18 21:44
2025-06-17;23:50;Arrival;;6,83;38;N;29;36,54;W;95;1,27;P064;P060;VG152;13164,43;0;4,33;2,5;0;;;;;;;;;;;3,3;;1,28;0,21;;;;;;94,32;128,94;200,1;;;;;;;215;;;;423,36;;OVDAdmin;2026-03-18 21:44
2025-06-18;17:00;Noon (Position) - Port;;17,17;0;N;29;36,54;W;95;1,27;P060;P060;VG152;31480,5;0;0;0;0;;;;;;;;;;;;;3,2;0,74;;;;;;90,38;128,94;200,1;;;;;;1272,53;215;;;;419,42;;OVDAdmin;2026-03-18 21:44
2025-06-19;17:00;Noon (Position) - Port;;24;0;N;29;36,54;W;95;1,27;P060;P060;VG152;31480,5;0;0;0;0;;;;;;;;;;;;;4,5;0,85;;;;;;85,03;128,94;200,1;250;;;;;5402,25;215;;;;664,07;;OVDAdmin;2026-03-18 21:44
2025-06-20;17:00;Noon (Position) - Port;;24;53;N;29;10,95;W;94;19,7;P060;P060;VG152;31480,5;0;5,42;0;0;;;;;;;;;;;4,2;;4,7;0,94;;;;;;75,19;128,94;200,1;250;;;;;397,88;215;;;;654,23;;OVDAdmin;2026-03-18 21:44
2025-06-21;17:00;Noon (Position) - Port;;24;38;N;29;17,3;W;94;34,88;P060;P060;VG152;31480,5;0;4,08;0;0;;;;;;;;;;;3,96;;4,3;0,96;;;;;;65,97;128,94;200,1;250;;;;;;215;;;;645,01;;OVDAdmin;2026-03-18 21:44
2025-06-22;17:00;Noon (Position) - Port;;24;46;N;29;44,68;W;95;5,98;P060;P060;VG152;31480,5;0;4,75;0;0;;;;;;;;;;;4,12;;4,71;0,94;;;;;;56,2;128,94;200,1;250;;;;;;215;;;;635,24;;OVDAdmin;2026-03-18 21:44
2025-06-23;17:00;Noon (Position) - Port;;24;0;N;29;44,68;W;95;5,98;P060;P060;VG152;31480,5;0;0;0;0;;;;;;;;;;;;;4,5;1,4;;;;;;50,3;128,94;200,1;250;;;;;;215;;;0,5;629,34;;OVDAdmin;2026-03-18 21:44
2025-06-24;17:00;Noon (Position) - Port;;24;20;N;29;32,2;W;94;53,97;P060;P060;VG152;31480,5;0;2,17;0;0;;;;;;;;;;;1,57;;4,62;1,38;;;;;;42,73;128,94;200,1;250;;;;;;215;;;0,48;621,77;;OVDAdmin;2026-03-18 21:44
2025-06-25;17:00;Noon (Position) - Port;;24;76;N;29;21,7;W;94;55;P060;P060;VG152;31480,5;0;9;0;0;;;;;;;;;;;6,24;;4,79;1,24;;;;;;30,46;128,94;200,1;250;;;;;;215;;;0,34;609,5;;OVDAdmin;2026-03-18 21:44
2025-06-26;17:00;Noon (Position) - Port;;24;0;N;29;21,7;W;94;55;P060;P060;VG152;31480,5;0;0;0;0;;;;;;;;;;;;;4,9;1,36;;;;;;24,2;128,94;200,1;250;;;;;;215;;;0,46;603,24;;OVDAdmin;2026-03-18 21:44
2025-06-27;17:00;Noon (Position) - Port;;24;3;N;29;22,54;W;94;53,47;P060;P060;VG152;31480,5;0;1,17;0;0;;;;;;;;;;;1,22;;4,86;1,42;;;;;;15,5;128,94;200,1;250;;;;;;215;;;0,52;594,54;;OVDAdmin;2026-03-18 21:44
2025-06-28;17:00;Noon (Position) - Port;;24;5;N;29;21,87;W;94;49,16;P060;P060;VG152;31480,5;0;0,67;0;0;;;;;;;;;;;0,52;;4,76;1,32;;;;;;8,9;128,94;200,1;250;;;;;;215;;;0,42;587,94;;OVDAdmin;2026-03-18 21:44
2025-06-29;17:00;Noon (Position) - Port;;24;84;N;29;18,7;W;94;31,57;P060;P060;VG152;31480,5;0;9,47;0;0;;;;;;;;;;;7,3;;1,6;;;3,2;1,54;;;0;128,94;200,1;245,26;390;;;;;215;;;0,64;964,3;;OVDAdmin;2026-03-18 21:44
2025-06-30;17:00;Noon (Position) - Port;;24;52;N;29;44,69;W;95;5,78;P060;P060;VG152;31480,5;0;5,63;0;0;;;;;;;;;;;5,11;;4,7;1,4;;;;;;128,94;200,1;234,65;390;;;;;;215;;;0,5;953,69;;OVDAdmin;2026-03-18 21:44
2025-07-01;17:00;Noon (Position) - Port;;24;45;N;29;20,48;W;94;32,92;P060;P060;VG152;31480,5;0;6,18;0;0;;;;;;;;;;;4,52;;4,73;1,34;;;;;;128,94;200,1;224,06;390;;;;;;215;;;0,44;943,1;;OVDAdmin;2026-03-18 21:44
2025-07-02;17:00;Noon (Position) - Port;;24;21;N;29;20,71;W;94;31,59;P060;P060;VG152;31480,5;0;2,12;0;0;;;;;;;;;;;1,89;;4,2;1,34;;;;;;128,94;200,1;216,63;390;;;;;;215;;;0,44;935,67;;OVDAdmin;2026-03-18 21:44
2025-07-03;17:00;Noon (Position) - Port;;24;22;N;29;25,73;W;94;49,96;P060;P060;VG152;31480,5;0;2;0;0;;;;;;;;;;;1,59;;4,27;1,42;;;;;;128,94;200,1;209,35;390;;;;;;215;;;0,52;928,39;;OVDAdmin;2026-03-18 21:44
2025-07-04;17:00;Noon (Position) - Port;;24;20;N;29;43,37;W;95;1,19;P060;P060;VG152;31480,5;0;2,55;0;0;;;;;;;;;;;1,89;;4,02;1,34;;;;;;128,94;200,1;202,1;390;;;;;;215;;;0,44;921,14;;OVDAdmin;2026-03-18 21:44
2025-07-05;17:00;Noon (Position) - Port;;24;0;N;29;43,37;W;95;1,19;P060;P060;VG152;31480,5;0;0;0;0;;;;;;;;;;;;;3,8;1,39;;;;;;128,94;200,1;196,91;390;;;;;;215;;;0,49;915,95;;OVDAdmin;2026-03-18 21:44
2025-07-06;17:00;Noon (Position) - Port;;24;0;N;29;43,37;W;95;1,19;P060;P060;VG152;31480,5;0;0;0;0;;;;;;;;;;;;;3,65;1,42;;;;;;128,94;200,1;191,84;390;;;;;;215;;;0,52;910,88;;OVDAdmin;2026-03-18 21:44
2025-07-07;04:20;Departure;CargoOperations;11,33;0;N;29;43,37;W;95;1,19;P060;P060;VG152;31480,5;0;0;0;0;;;;;;;;;;;0,32;;2,12;0,74;;;;;;128,94;200,1;188,66;390;;;;;;215;;;0,24;907,7;;OVDAdmin;2026-03-18 21:44
2025-07-07;08:15;Begin of sea passage;;3,92;38;N;29;16,56;W;94;35,93;P060;P014;VG153;31480,5;0;3,92;0;0;;;;;;;;;;;3,07;;1,02;;;;;;;128,94;200,1;184,57;390;;;;;;215;;;;903,61;;OVDAdmin;2026-03-18 21:44
2025-07-07;17:00;Noon (Position) - Sea passage;;8,75;108;N;28;18,27;W;93;3,1;P060;P014;VG153;31480,5;8,75;0;0;0;;;;;;;;;;;5,28;;1,02;;;;;;;128,94;200,1;178,27;390;;;;;;215;;;;897,31;;OVDAdmin;2026-03-18 21:44
2025-07-08;17:00;Noon (Position) - Sea passage;;24;308;N;25;21,52;W;88;27,03;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;18,45;1,86;1;0,17;;0,38;;;;125,91;200,1;159,44;390;;;;;;215;;;0,17;875,45;;OVDAdmin;2026-03-18 21:44
2025-07-09;17:00;Noon (Position) - Sea passage;;24;288;N;23;41,01;W;83;32,49;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;21,42;;0,95;0,33;;;;;;103,21;200,1;159,44;390;;;;;;215;;;;852,75;;OVDAdmin;2026-03-18 21:44
2025-07-10;17:00;Noon (Position) - Sea passage;;24;304;N;22;38,67;W;78;20,57;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;21,7;;;;;;;;;81,51;200,1;159,44;390;;;;;;215;;;;831,05;;OVDAdmin;2026-03-18 21:44
2025-07-11;17:00;Noon (Position) - Sea passage;;24;287;N;20;42,75;W;73;43,44;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;21,5;;;;;;;;;60,01;200,1;159,44;390;;;;;;215;;;;809,55;;OVDAdmin;2026-03-18 21:44
2025-07-12;16:00;Noon (Position) - Sea passage;;23;266;N;19;45;W;69;4,32;P060;P014;VG153;31480,5;23;0;0;0;;;;;;;;;;;19,92;;;;;;;;;40,09;200,1;159,44;390;;;;;;215;;;;789,63;;OVDAdmin;2026-03-18 21:44
2025-07-13;16:00;Noon (Position) - Sea passage;;24;295;N;19;9,69;W;63;55,53;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,24;;;;0,2;;;;;19,85;200,1;159,24;390;;;;;;215;;;;769,19;;OVDAdmin;2026-03-18 21:44
2025-07-14;15:00;Noon (Position) - Sea passage;;23;279;N;16;45,62;W;59;54,34;P060;P014;VG153;31480,5;23;0;0;0;;;;;;;;;;;19,09;0,7;;;;;;;;0,76;199,4;159,24;390;;;;;;215;;;;749,4;;OVDAdmin;2026-03-18 21:44
2025-07-15;15:00;Noon (Position) - Sea passage;;24;277;N;13;47,32;W;56;15,89;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;19,51;0,76;;;;;;;;0;179,89;159,24;390;;;;;;215;;;;729,13;;OVDAdmin;2026-03-18 21:44
2025-07-16;15:00;Noon (Position) - Sea passage;;24;273;N;10;50,25;W;52;41,41;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,42;;;;;;;;;159,47;159,24;390;;;;;;;215;;;;708,71;;OVDAdmin;2026-03-18 21:44
2025-07-17;15:00;Noon (Position) - Sea passage;;24;274;N;7;59,07;W;49;5,72;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,35;;;;;;;;;139,12;159,24;390;;;;;;;215;;;;688,36;;OVDAdmin;2026-03-18 21:44
2025-07-18;15:00;Noon (Position) - Sea passage;;24;307;N;4;52,05;W;44;59,37;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,32;;;;;;;;;118,8;159,24;390;;;;;;;215;;;;668,04;;OVDAdmin;2026-03-18 21:44
2025-07-19;15:00;Noon (Position) - Sea passage;;24;287;N;1;57,74;W;41;10,68;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,12;;;;;;;;;98,68;159,24;390;;;;;;;215;;;;647,92;;OVDAdmin;2026-03-18 21:44
2025-07-20;15:00;Noon (Position) - Sea passage;;24;263;S;0;40,69;W;37;40,79;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,24;;;;;;;;;78,44;159,24;390;;;;;;;215;;;;627,68;;OVDAdmin;2026-03-18 21:44
2025-07-21;15:00;Noon (Position) - Sea passage;;24;275;S;4;29,43;W;35;12,62;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,18;;;;;;;;;58,26;159,24;390;;;;;;;215;;;;607,5;;OVDAdmin;2026-03-18 21:44
2025-07-22;15:00;Noon (Position) - Sea passage;;24;263;S;8;30,1;W;34;31,07;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,28;;;;;;;;;19,2;159,24;390;;;;;;;215;;;;568,44;;OVDAdmin;2026-03-18 21:44
2025-07-23;15:00;Noon (Position) - Sea passage;;24;271;S;12;54,77;W;36;2,4;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;19,2;0,62;0,12;0,33;;;;;;0;159,24;388,93;;;;;;;215;;;0,33;548,17;;OVDAdmin;2026-03-18 21:44
2025-07-24;15:00;Noon (Position) - Sea passage;;24;301;S;17;40,33;W;37;42,7;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;16,91;2,37;0,45;0,24;;;;;;0;159,24;385,87;;;;;;;215;;;0,24;545,11;;OVDAdmin;2026-03-18 21:44
2025-07-25;15:00;Noon (Position) - Sea passage;;24;299;S;22;24,62;W;39;29,54;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,21;;0,24;0,21;;;;;;159,24;365,21;;;;;;;;215;;;0,21;524,45;;OVDAdmin;2026-03-18 21:44
2025-07-26;15:00;Noon (Position) - Sea passage;;24;296;S;24;14,09;W;44;13,71;P060;P014;VG153;31480,5;24;0;0;0;;;;;;;;;;;20,32;;;;;;;;;159,24;344,89;;;;;;;;215;;;;504,13;;OVDAdmin;2026-03-18 21:44
2025-07-27;00:48;End of sea passage;;9,8;124;S;24;13,9;W;46;21,64;P060;P014;VG153;31480,5;9,8;0;0;0;;;;;;;;;;;8,73;;0,17;0,46;;;;;;159,24;335,53;;;;;;;;215;;;0,46;494,77;;OVDAdmin;2026-03-18 21:44
2025-07-27;15:00;Noon (Position) - Sea passage;;14,2;3;S;24;9,28;W;46;20,95;P060;P014;VG153;31480,5;0;0,8;13,4;0;;;;;;;;;;;;;0,73;0,98;;;;;;159,24;333,82;;;;;;;;215;;;0,48;493,06;;OVDAdmin;2026-03-18 21:44
2025-07-28;13:50;Arrival;;22,83;20;S;23;55,16;W;46;21,63;P060;P014;VG153;31480,5;0;3,33;19,5;0;;;;;;;;;;;1,97;;1,07;1,87;;;;;;159,24;328,91;;;;;;;;215;;;0,97;488,15;;OVDAdmin;2026-03-18 21:44
2025-07-28;15:00;Noon (Position) - Port;;1,17;0;S;23;55,16;W;46;21,63;P014;P014;VG153;11769,5;0;0;0;0;;;;;;;;;;;;;0,34;0,31;;;;;;159,24;328,26;;;;;;;;215;;;0,21;487,5;;OVDAdmin;2026-03-18 21:44
2025-07-29;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,63;P014;P014;VG153;11769,5;0;0;0;0;;;;;;;;;;;;;2,24;2,12;;;;;;159,24;323,9;;;;;;;7031,5;215;;;1,22;483,14;;OVDAdmin;2026-03-18 21:44
2025-07-30;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,63;P014;P014;VG153;11769,5;0;0;0;0;;;;;;;;;;;;;3,2;1,58;;;;;;159,24;319,12;;;;;;;11605,405;215;;;0,68;478,36;;OVDAdmin;2026-03-18 21:44
2025-07-31;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,63;P014;P014;VG153;11769,5;0;0;0;0;;;;;;;;;;;;;4,13;1,29;;;;;;159,24;313,7;;;;;;;7717,5;215;;;;472,94;;OVDAdmin;2026-03-18 21:44
2025-08-01;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,63;P014;P014;VG153;11769,5;0;0;0;0;;;;;;;;;;;;;4,08;1,68;;;;;;159,24;307,94;;;;;;;2256,94;215;;;;467,18;;OVDAdmin;2026-03-18 21:44
2025-08-02;15:00;Noon (Position) - Port;;24;2;S;23;55,5;W;46;19,76;P014;P014;VG153;11769,5;0;1,25;0;0;;;;;;;;;;;0,86;;3,6;1,15;;;;;;159,24;302,33;;;;;;;3412,85;215;;;;461,57;;OVDAdmin;2026-03-18 21:44
2025-08-03;15:00;Noon (Position) - Port;;24;0;S;23;55,5;W;46;19,76;P014;P014;VG153;11769,5;0;0;0;0;;;;;;;;;;;;;4,6;1,2;;;;;;159,24;296,53;;;;;;;12519,5;215;;;;455,77;;OVDAdmin;2026-03-18 21:44
2025-08-04;15:00;Noon (Position) - Port;;24;4,37;S;23;58,89;W;46;17,21;P014;P014;VG153;11769,5;0;1,25;0;0;;;;;;;;;;;1,02;;4,25;1,48;;;;;;159,24;289,78;650,15;;;;;;2315,25;215;;;0,58;1099,17;;OVDAdmin;2026-03-18 21:44
2025-08-04;17:10;Departure;CargoOperations;2,17;0;S;23;58,9;W;46;17,22;P014;P014;VG153;11769,5;0;0;0;0;;;;;;;;;;;0,15;;0,23;0,23;;;;;;159,24;289,17;650,15;;;;;;;215;;;0,13;1098,56;;OVDAdmin;2026-03-18 21:44
2025-08-04;17:45;Begin of sea passage;;0,58;5;S;24;1,52;W;46;20,84;P014;P014;VG154;11769,5;0;0,58;0;0;;;;;;;;;;;0,39;;0,1;0,09;;;;;;159,24;288,59;650,15;;;;;;;215;;;0,09;1097,98;;OVDAdmin;2026-03-18 21:44
2025-08-05;15:00;Noon (Position) - Sea passage;;21,25;267;S;28;17,25;W;47;1,39;P014;P014;VG154;11769,5;21,25;0;0;0;;;;;;;;;;;17,16;;2,28;0,35;;;;;;159,24;268,8;650,15;;;;;;;215;;;0,2;1078,19;;OVDAdmin;2026-03-18 21:44
2025-08-06;15:00;Noon (Position) - Sea passage;;24;296;S;32;24,12;W;50;5,39;P014;P014;VG154;11769,5;24;0;0;0;;;;;;;;;;;19,87;;3,46;2,68;;;;;;159,24;242,79;650,15;;;;;;;215;;;0,58;1052,18;;OVDAdmin;2026-03-18 21:44
2025-08-07;15:00;Noon (Position) - Sea passage;;24;308;S;35;2,74;W;55;17,59;P014;P014;VG154;11769,5;24;0;0;0;;;;;;;;;;;18,73;;2,7;1,85;;;;;;159,24;219,51;650,15;;;;;;;215;;;0,55;1028,9;;OVDAdmin;2026-03-18 21:44
2025-08-07;19:30;End of sea passage;;4,5;32;S;35;4,07;W;55;55,71;P014;P014;VG154;11769,5;4,5;0;0;0;;;;;;;;;;;2,27;;0,8;0,55;;;;;;159,24;215,89;650,15;;;;;;;215;;;0,55;1025,28;;OVDAdmin;2026-03-18 21:44
2025-08-08;15:00;Noon (Position) - Sea passage;;19,5;153;S;34;17,83;W;58;32,8;P014;P014;VG154;11769,5;0;13,25;6,25;0;;;;;;;;;;;8,24;;2,19;1,01;;;;;;159,24;204,45;650,15;;;;;;;215;;;0,41;1013,84;;OVDAdmin;2026-03-18 21:44
2025-08-08;18:40;Arrival;;3,67;21;S;34;9,41;W;58;55,13;P014;P014;VG154;11769,5;0;3,17;0,5;0;;;;;;;;;;;2,17;;0,89;0,28;;;;;;159,24;201,11;650,15;;;;;;;215;;;0,18;1010,5;;OVDAdmin;2026-03-18 21:44
2025-08-09;15:00;Noon (Position) - Port;;20,33;0;S;34;9,41;W;58;55,13;P014;P014;VG154;3990;0;0;0;0;;;;;;;;;;;;;4,12;2,77;;;;;;159,24;194,22;650,15;;;;;;6959,47;215;;;1,87;1003,61;;OVDAdmin;2026-03-18 21:44
2025-08-10;15:00;Noon (Position) - Port;;24;49;S;34;16,17;W;58;38,23;P014;P014;VG154;3990;0;6,78;0;0;;;;;;;;;;;3,2;;4,01;3,24;;;;;;159,24;183,77;650,15;;;;;;2786,875;215;;;1,2;993,16;;OVDAdmin;2026-03-18 21:44
2025-08-11;15:00;Noon (Position) - Port;;24;164;S;34;53,97;W;56;12,55;P014;P014;VG154;3990;0;14,6;0;0;;;;;;;;;;;10,09;;2,45;1,01;;;;;;159,24;170,22;650,15;;;;;;;215;;;;979,61;;OVDAdmin;2026-03-18 21:44
2025-08-12;15:00;Noon (Position) - Port;;24;0;S;34;53,97;W;56;12,55;P014;P014;VG154;3990;0;0;0;0;;;;;;;;;;;;;2,39;1,25;;;;;;159,24;166,58;650,15;;;;;;;215;;;;975,97;;OVDAdmin;2026-03-18 21:44
2025-08-13;05:15;Departure;;14,25;0;S;34;53,97;W;56;12,55;P014;P014;VG154;3990;0;0;0;0;;;;;;;;;;;0,55;;1,35;1,02;;;;;;159,24;163,66;650,15;;;;;;;215;;;;973,05;;OVDAdmin;2026-03-18 21:44
2025-08-13;06:30;Begin of sea passage;;1,25;8,8;S;35;0,51;W;56;9,94;P068;P005;VG155;3990;0;1,25;0;0;;;;;;;;;;;0,59;;0,22;;;;;;;159,24;162,85;650,15;;;;;;;215;;;;972,24;;OVDAdmin;2026-03-18 21:44
2025-08-13;15:00;Noon (Position) - Sea passage;;8,5;102;S;35;42,42;W;54;41,92;P068;P005;VG155;3990;8,5;0;0;0;;;;;;;;;;;7,54;;1,02;;;;;;;159,24;154,29;650,15;;;;;;;215;;;;963,68;;OVDAdmin;2026-03-18 21:44
2025-08-14;15:00;Noon (Position) - Sea passage;;24;265;S;38;52,87;W;58;19,26;P068;P005;VG155;3990;24;0;0;0;;;;;;;;;;;20,54;;3,02;3,5;;;;;;159,24;127,23;650,15;;;;;;;215;;;1,5;936,62;;OVDAdmin;2026-03-18 21:44
2025-08-15;04:00;End of sea passage;;13;155;S;39;19,78;W;61;30,13;P068;P005;VG155;3990;13;0;0;0;;;;;;;;;;;10,25;;1,37;3,51;;;;;;159,24;112,1;650,15;;;;;;;215;;;2;921,49;;OVDAdmin;2026-03-18 21:44
2025-08-15;15:00;Noon (Position) - Sea passage;;11;1,5;S;39;18,25;W;61;31,82;P068;P005;VG155;3990;0;0,5;10,5;0;;;;;;;;;;;0,23;;1,11;1,66;;;;;;159,24;109,1;650,15;;;;;;;215;;;1,1;918,49;;OVDAdmin;2026-03-18 21:44
2025-08-16;15:00;Noon (Position) - Sea passage;;24;0;S;39;18,26;W;61;31,92;P068;P005;VG155;3990;0;0;24;0;;;;;;;;;;;;;2,14;4,25;;;;;;159,24;102,71;650,15;;;;;;;215;;;3,45;912,1;;OVDAdmin;2026-03-18 21:44
