Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;ROB_Fuel_Total;Duration_Shore_Side_Electricity_Reception;Source_System;Last_Updated
2025-01-11;02:24;Arrival;;11,4;2;S;23;4,89;W;70;24,93;PECLL;CLMJS;202429-1-PECLL-CLMJS;;15007,56;0;1,6;9,8;0;0,1;;;0,3;0,7;;;38,4;54,9;360;;0;215;453,3;;OVDAPI;2025-10-30 02:42
2025-01-11;15:00;Noon (Position) - Port;;12,6;0;S;23;4,9;W;70;24,94;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,3;1,5;;;38,1;53,4;360;;3675;215;451,5;;OVDAPI;2025-10-30 02:42
2025-01-12;15:00;Noon (Position) - Port;;24;3;S;22;51,06;W;70;28,08;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;1,07;0;0;0,2;;;0,6;2;;;37,5;51,2;360;;3080;215;448,7;;OVDAPI;2025-10-30 02:42
2025-01-13;15:00;Noon (Position) - Port;;24;38;S;22;53,16;W;70;27,71;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;0;0;0;0,2;1,8;;0,6;1,1;;;35,1;49,9;360;;0;215;445;;OVDAPI;2025-10-30 02:42
2025-01-14;15:00;Noon (Position) - Port;;24;10;S;22;54,72;W;70;29,76;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;0;0;0;0,5;;;0,6;1,1;;;34,5;48,3;360;;0;215;442,8;;OVDAPI;2025-10-30 02:42
2025-01-15;15:00;Noon (Position) - Port;;24;10;S;22;51,75;W;70;27,42;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;0;0;0;0,3;;;0,6;1,1;;;33,9;46,9;360;;0;215;440,8;;OVDAPI;2025-10-30 02:42
2025-01-16;15:00;Noon (Position) - Port;;24;4;S;22;47,26;W;70;23,86;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;0;0;0;0,2;;;0,6;1,1;;;33,3;45,6;360;;0;215;438,9;;OVDAPI;2025-10-30 02:42
2025-01-17;15:00;Noon (Position) - Port;;24;32;S;23;4,82;W;70;24,94;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;3,7;0;0;1,1;;;0,6;1,3;;;32,7;43,2;360;;0;215;435,9;;OVDAPI;2025-10-30 02:42
2025-01-18;12:42;Departure;;21,7;1;S;23;4,84;W;70;24,92;CLMJS;CLMJS;202429-1-PECLL-CLMJS;;0;0;0,7;0;0;0,1;;;0,6;2,6;;;32,1;40,5;360;;5670;215;432,6;;OVDAPI;2025-10-30 02:42
2025-01-18;13:00;Begin of sea passage;;0,3;2,5;S;23;2,11;W;70;24,37;CLMJS;PECLL;202429-2-CLMJS-PECLL;;0;0;0,3;0;0;0,2;;0,1;;;;;32,1;40,2;360;;0;215;432,3;;OVDAPI;2025-10-30 02:42
2025-01-18;15:00;Noon (Position) - Sea passage;;2;26;S;22;39,5;W;70;38,61;CLMJS;PECLL;202429-2-CLMJS-PECLL;;0;2;0;0;0;1,2;;0,1;;;;;30,9;40,1;360;;0;215;431;;OVDAPI;2025-10-30 02:42
2025-01-19;16:00;Noon (Position) - Sea passage;;25;339;S;17;56,11;W;74;5,85;CLMJS;PECLL;202429-2-CLMJS-PECLL;;0;25;0;0;0;15,1;;1,2;;;;;15,8;38,9;360;;0;215;414,7;;OVDAPI;2025-10-30 02:42
2025-01-20;17:00;Noon (Position) - Sea passage;;25;347;S;13;1,89;W;77;8,73;CLMJS;PECLL;202429-2-CLMJS-PECLL;;0;25;0;0;0;15,1;;1,2;;;;;0,7;37,7;360;;0;215;398,4;;OVDAPI;2025-10-30 02:42
2025-01-20;21:06;End of sea passage;;4,1;57;S;12;3,38;W;77;16,27;CLMJS;PECLL;202429-2-CLMJS-PECLL;;0;4,1;0;0;0;0,7;1,7;0,3;;;;;0;37,4;358,3;;0;215;395,7;;OVDAPI;2025-10-30 02:42
2025-01-21;17:00;Noon (Position) - Sea passage;;19,9;3;S;12;0;W;77;12,12;CLMJS;PECLL;202429-2-CLMJS-PECLL;;0;0;1,1;18,8;0;0,2;;1;;;0,3;;36,2;358;;;0;215;394,2;;OVDAPI;2025-10-30 02:42
2025-01-22;03:54;Arrival;;10,9;3;S;12;2,59;W;77;8,73;CLMJS;PECLL;202429-2-CLMJS-PECLL;;0;0;1,4;9,5;0;0,1;;0,6;;;0,3;;35,5;357,7;;;0;215;393,2;;OVDAPI;2025-10-30 02:42
