Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Source_System;Last_Updated
2025-11-13;16:00;Noon (Position) - Sea passage;;24;293;N;12;39,56;W;53;51,79;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;24;0;0;0;22,6;;1,1;0,9;;;58,1;499,79;150,9;;;;215;0,9;708,79;OVDAdmin;2026-02-05 01:44
2025-11-14;16:00;Noon (Position) - Sea passage;;24;299;N;9;22,69;W;50;6,24;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;24;0;0;0;22,8;;1,1;0,9;;;33,3;499,79;150,9;;;;215;0,9;683,99;OVDAdmin;2026-02-05 01:44
2025-11-15;15:00;Noon (Position) - Sea passage;;23;317;N;5;36,81;W;46;26,48;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;23;0;0;0;21,6;;1,1;0,8;;;9,8;499,79;150,9;;;;215;0,8;660,49;OVDAdmin;2026-02-05 01:44
2025-11-16;15:00;Noon (Position) - Sea passage;;24;291;N;2;17,88;W;42;53,58;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;24;0;0;0;9,8;13,09;;0,7;;;0;486;150,9;;;;215;0,7;636,9;OVDAdmin;2026-02-05 01:44
2025-11-17;15:00;Noon (Position) - Sea passage;;24;264;S;0;43,64;W;39;41,71;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;24;0;0;0;23;;0,6;0,8;;;461,6;150,9;;;;;215;0,8;612,5;OVDAdmin;2026-02-05 01:44
2025-11-18;15:00;Noon (Position) - Sea passage;;24;267;S;3;42,45;W;36;22,76;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;24;0;0;0;22,7;;1;0,8;;;437,1;150,9;;;;;215;0,8;588;OVDAdmin;2026-02-05 01:44
2025-11-19;15:00;Noon (Position) - Sea passage;;24;311;S;8;12,61;W;34;23,89;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;24;0;0;0;22,7;;1,1;0,8;;;412,5;150,9;;;;;215;0,8;563,4;OVDAdmin;2026-02-05 01:44
2025-11-20;15:00;Noon (Position) - Sea passage;;24;334;S;12;43,95;W;37;41,04;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;24;0;0;0;22,7;;0,9;0,9;;;388;150,9;;;;;215;0,9;538,9;OVDAdmin;2026-02-05 01:44
2025-11-20;19:06;End of sea passage;;4,1;55;S;13;7,51;W;38;29,61;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;4,1;0;0;0;4;;0,7;0,3;;;383;150,9;;;;;215;0,3;533,9;OVDAdmin;2026-02-05 01:44
2025-11-21;15:00;Noon (Position) - Sea passage;;19,9;7;S;13;6,49;W;38;37,6;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;0;1,07;18,83;0;0,9;;2,2;0,8;;;379,1;150,9;;;;;215;0,4;530;OVDAdmin;2026-02-05 01:44
2025-11-22;15:00;Noon (Position) - Sea passage;;24;0;S;13;6,5;W;38;37,6;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;0;0;24;0;;;2,8;1,1;;;375,2;150,9;;;;;215;0,7;526,1;OVDAdmin;2026-02-05 01:44
2025-11-23;02:46;Arrival;;11,77;22;S;12;46,99;W;38;30;USBTR;BRARB;202506-2-USBTR-BRARB;28696,01;0;3,77;8;0;3,2;;1,8;0,5;;;369,7;150,9;;;;;215;0,3;520,6;OVDAdmin;2026-02-05 01:44
2025-11-23;15:00;Noon (Position) - Port;;12,23;0;S;12;46,99;W;38;30;BRARB;BRARB;202506-2-USBTR-BRARB;26573,56;0;0;0;0;;;1,2;0,6;;;367,9;150,9;;;;716,87;215;0,4;518,8;OVDAdmin;2026-02-05 01:44
2025-11-24;15:00;Noon (Position) - Port;;24;0;S;12;46,99;W;38;30;BRARB;BRARB;202506-2-USBTR-BRARB;26573,56;0;0;0;0;;;4,8;1,2;;;361,9;150,9;;;;5988,78;215;0,5;512,8;OVDAdmin;2026-02-05 01:44
2025-11-24;21:04;Departure;CargoOperations;6,07;0;S;12;46,99;W;38;30;BRARB;BRARB;202506-2-USBTR-BRARB;26573,56;0;0;0;0;;;1,3;0,5;;;360,1;150,9;;;;;215;0,3;511;OVDAdmin;2026-02-05 01:44
2025-11-24;22:30;Begin of sea passage;;1,43;15;S;13;0,38;W;38;33,8;BRARB;BRSSZ;202506-3-BRARB-BRSSZ;26573,56;0;1,43;0;0;1,8;;0,3;0,1;;;357,9;150,9;;;;;215;0,1;508,8;OVDAdmin;2026-02-05 01:44
2025-11-25;15:00;Noon (Position) - Sea passage;;16,5;218;S;16;33,74;W;37;50,98;BRARB;BRSSZ;202506-3-BRARB-BRSSZ;26573,56;16,5;0;0;0;13,2;;0,4;;;;344,3;150,9;;;;;215;;495,2;OVDAdmin;2026-02-05 01:44
2025-11-26;15:00;Noon (Position) - Sea passage;;24;300;S;21;30,51;W;38;0,73;BRARB;BRSSZ;202506-3-BRARB-BRSSZ;26573,56;24;0;0;0;22,6;;1,2;;;;320,5;150,9;;;;;215;;471,4;OVDAdmin;2026-02-05 01:44
2025-11-27;15:00;Noon (Position) - Sea passage;;24;284;S;24;0,99;W;42;7,54;BRARB;BRSSZ;202506-3-BRARB-BRSSZ;26573,56;24;0;0;0;22,2;;2,1;1,2;;;295;150,9;;;;;215;1,2;445,9;OVDAdmin;2026-02-05 01:44
2025-11-28;10:12;End of sea passage;;19,2;258;S;24;10,33;W;46;23,51;BRARB;BRSSZ;202506-3-BRARB-BRSSZ;26573,56;19,2;0;0;0;16,8;;1,5;1,2;;;275,5;150,9;;;;;215;0,8;426,4;OVDAdmin;2026-02-05 01:44
2025-11-28;12:50;Arrival;;2,63;20;S;23;55,16;W;46;21,62;BRARB;BRSSZ;202506-3-BRARB-BRSSZ;26573,56;0;2,63;0;0;1,5;;0,5;0,1;;;273,4;150,9;;;;;215;0,1;424,3;OVDAdmin;2026-02-05 01:44
2025-11-28;15:00;Noon (Position) - Port;;2,17;0;S;23;55,16;W;46;21,63;BRSSZ;BRSSZ;202506-3-BRARB-BRSSZ;13737,65;0;0;0;0;;;0,2;0,1;;;273,1;150,9;;;;;215;0,1;424;OVDAdmin;2026-02-05 01:44
2025-11-29;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,63;BRSSZ;BRSSZ;202506-3-BRARB-BRSSZ;13737,65;0;0;0;0;;;4,4;1,4;;;267,3;150,9;;;;6345,5;215;1;418,2;OVDAdmin;2026-02-05 01:44
2025-11-30;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,63;BRSSZ;BRSSZ;202506-3-BRARB-BRSSZ;13737,65;0;0;0;0;;;5;1,5;;;260,8;150,9;;;;10032,75;215;1;411,7;OVDAdmin;2026-02-05 01:44
2025-12-01;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,63;BRSSZ;BRSSZ;202506-3-BRARB-BRSSZ;13737,65;0;0;0;0;;;4,7;1,6;;;254,5;150,9;;;;5693,8;215;0,6;405,4;OVDAdmin;2026-02-05 01:44
2025-12-02;15:00;Noon (Position) - Port;;24;2;S;23;55,45;W;46;19,89;BRSSZ;BRSSZ;202506-3-BRARB-BRSSZ;13737,65;0;0,95;0;0;0,6;;3,2;1,8;;;248,9;150,9;;;;943,25;215;0,8;399,8;OVDAdmin;2026-02-05 01:44
2025-12-03;07:54;Departure;CargoOperations;16,9;0;S;23;55,45;W;46;19,88;BRSSZ;BRSSZ;202506-3-BRARB-BRSSZ;13737,65;0;0;0;0;;;2,6;1;;;245,3;150,9;699,2;100;;3285,94;215;0,5;1195,4;OVDAdmin;2026-02-05 01:44
2025-12-03;09:06;Begin of sea passage;;1,2;10;S;24;1,83;W;46;20,86;BRSSZ;BRRIO;202506-4-BRSSZ-BRRIO;13737,65;0;1,2;0;0;1;;0,2;;;;244,1;150,9;699,2;100;;;215;;1194,2;OVDAdmin;2026-02-05 01:44
2025-12-03;15:00;Noon (Position) - Sea passage;;5,9;79;S;24;21,48;W;45;25,52;BRSSZ;BRRIO;202506-4-BRSSZ-BRRIO;13737,65;5,9;0;0;0;4,4;;0,5;0,8;;;238,4;150,9;699,2;100;;;215;0,3;1188,5;OVDAdmin;2026-02-05 01:44
2025-12-04;01:24;End of sea passage;;10,4;141;S;23;14,37;W;43;12,5;BRSSZ;BRRIO;202506-4-BRSSZ-BRRIO;13737,65;10,4;0;0;0;10,2;;2;1,1;;;225,1;150,9;699,2;100;;;215;0,5;1175,2;OVDAdmin;2026-02-05 01:44
2025-12-04;09:26;Arrival;;8,03;39;S;22;49,4;W;43;9,73;BRSSZ;BRRIO;202506-4-BRSSZ-BRRIO;13737,65;0;8,03;0;0;2,6;;1,3;0,6;;;220,6;150,9;699,2;100;;;215;0,3;1170,7;OVDAdmin;2026-02-05 01:44
2025-12-04;15:00;Noon (Position) - Port;;5,57;0;S;22;49,4;W;43;9,73;BRRIO;BRRIO;202506-4-BRSSZ-BRRIO;6339,38;0;0;0;0;;;1;0,5;;;219,1;150,9;699,2;100;;;215;0,3;1169,2;OVDAdmin;2026-02-05 01:44
2025-12-05;15:00;Noon (Position) - Port;;24;0;S;22;49,4;W;43;9,73;BRRIO;BRRIO;202506-4-BRSSZ-BRRIO;6339,38;0;0;0;0;;;4,5;1,4;;;213,2;150,9;699,2;100;;7031,5;215;1;1163,3;OVDAdmin;2026-02-05 01:44
2025-12-05;17:58;Departure;CargoOperations;2,97;0;S;22;49,4;W;43;9,73;BRRIO;BRRIO;202506-4-BRSSZ-BRRIO;6339,38;0;0;0;0;;;0,9;0,4;;;211,9;150,9;699,2;100;;;215;0,2;1162;OVDAdmin;2026-02-05 01:44
2025-12-05;19:00;Begin of sea passage;;1,03;10;S;22;58,71;W;43;8,21;BRRIO;ARCMP;202506-5-BRRIO-ARCMP;6339,38;0;1,03;0;0;0,6;;0,2;;;;211,1;150,9;699,2;100;;;215;;1161,2;OVDAdmin;2026-02-05 01:44
2025-12-06;15:00;Noon (Position) - Sea passage;;20;271;S;26;51,87;W;45;14,14;BRRIO;ARCMP;202506-5-BRRIO-ARCMP;6339,38;20;0;0;0;17,9;;5;2,5;;;185,7;150,9;699,2;100;;;215;1;1135,8;OVDAdmin;2026-02-05 01:44
2025-12-07;15:00;Noon (Position) - Sea passage;;24;334;S;31;3,09;W;49;24,76;BRRIO;ARCMP;202506-5-BRRIO-ARCMP;6339,38;24;0;0;0;22,2;;3,2;3,2;;;157,1;150,9;699,2;100;;;215;1,2;1107,2;OVDAdmin;2026-02-05 01:44
2025-12-08;15:00;Noon (Position) - Sea passage;;24;316;S;34;45,57;W;53;41,71;BRRIO;ARCMP;202506-5-BRRIO-ARCMP;6339,38;24;0;0;0;22,5;;2;1,5;;;131,1;150,9;699,2;100;;;215;1;1081,2;OVDAdmin;2026-02-05 01:44
2025-12-08;21:00;End of sea passage;;6;85;S;35;2,6;W;55;22,06;BRRIO;ARCMP;202506-5-BRRIO-ARCMP;6339,38;6;0;0;0;6,4;;0,7;0,4;;;123,6;150,9;699,2;100;;;215;0,4;1073,7;OVDAdmin;2026-02-05 01:44
2025-12-09;15:00;Noon (Position) - Sea passage;;18;200;S;34;9,61;W;58;54,88;BRRIO;ARCMP;202506-5-BRRIO-ARCMP;6339,38;0;18;0;0;14,8;;2,9;0,1;;;105,8;150,9;699,2;100;;;215;0,1;1055,9;OVDAdmin;2026-02-05 01:44
2025-12-09;16:02;Arrival;;1,03;1;S;34;9,41;W;58;55,13;BRRIO;ARCMP;202506-5-BRRIO-ARCMP;6339,38;0;1,03;0;0;0,3;;0,2;0,1;;;105,2;150,9;699,2;100;;;215;;1055,3;OVDAdmin;2026-02-05 01:44
2025-12-10;15:00;Noon (Position) - Port;;22,97;0;S;34;9,41;W;58;55,13;ARCMP;ARCMP;202506-5-BRRIO-ARCMP;2932,36;0;0;0;0;;;5,3;1,7;;;98,2;150,9;699,2;100;;5601,19;215;1,2;1048,3;OVDAdmin;2026-02-05 01:44
2025-12-10;16:24;Departure;CargoOperations;1,4;0;S;34;9,41;W;58;55,13;ARCMP;ARCMP;202506-5-BRRIO-ARCMP;2932,36;0;0;0;0;0,3;;0,4;0,1;;;97,4;150,9;699,2;100;;;215;;1047,5;OVDAdmin;2026-02-05 01:44
2025-12-11;08:42;Begin of sea passage;;16,3;173;S;35;4,45;W;55;56,04;ARCMP;ARBHI;202506-6-ARCMP-ARBHI;2932,36;0;16,3;0;0;11,1;;4,1;2,2;;;80;150,9;699,2;100;;;215;;1030,1;OVDAdmin;2026-02-05 01:44
2025-12-11;15:00;Noon (Position) - Sea passage;;6,3;86;S;35;46,88;W;55;14,22;ARCMP;ARBHI;202506-6-ARCMP-ARBHI;2932,36;6,3;0;0;0;5,9;;0,5;;;;73,6;150,9;699,2;100;;;215;;1023,7;OVDAdmin;2026-02-05 01:44
2025-12-12;15:00;Noon (Position) - Sea passage;;24;319;S;39;10,32;W;59;51,9;ARCMP;ARBHI;202506-6-ARCMP-ARBHI;2932,36;24;0;0;0;23;;3;1,6;;;46;150,9;699,2;100;;;215;;996,1;OVDAdmin;2026-02-05 01:44
2025-12-12;20:30;End of sea passage;;5,5;74;S;39;21,51;W;61;24,68;ARCMP;ARBHI;202506-6-ARCMP-ARBHI;2932,36;5,5;0;0;0;5,8;;0,2;;;;40;150,9;699,2;100;;;215;;990,1;OVDAdmin;2026-02-05 01:44
2025-12-13;02:12;Arrival;;5,7;55;S;38;47,06;W;62;18,38;ARCMP;ARBHI;202506-6-ARCMP-ARBHI;2932,36;0;5,7;0;0;3,4;;1;0,1;;;35,5;150,9;699,2;100;;;215;;985,6;OVDAdmin;2026-02-05 01:44
2025-12-13;15:00;Noon (Position) - Port;;12,8;0;S;38;47,06;W;62;18,38;ARBHI;ARBHI;202506-6-ARCMP-ARBHI;1531,87;0;0;0;0;;;1,4;0,8;;;33,3;150,9;699,2;100;;;215;;983,4;OVDAdmin;2026-02-05 01:44
2025-12-14;15:00;Noon (Position) - Port;;24;0;S;38;47,06;W;62;18,38;ARBHI;ARBHI;202506-6-ARCMP-ARBHI;1531,87;0;0;0;0;;;4,8;1,4;;;27,1;150,9;699,2;100;;6115,69;215;;977,2;OVDAdmin;2026-02-05 01:44
2025-12-15;15:00;Noon (Position) - Port;;24;0;S;38;47,06;W;62;18,38;ARBHI;ARBHI;202506-6-ARCMP-ARBHI;1531,87;0;0;0;0;;;2,5;1,5;;;23,1;150,9;699,2;100;;;215;;973,2;OVDAdmin;2026-02-05 01:44
2025-12-16;15:00;Noon (Position) - Port;;24;0,3;S;38;46,97;W;62;18,61;ARBHI;ARBHI;202506-6-ARCMP-ARBHI;1531,87;0;1,17;0;0;0,5;;3,2;1,5;;;17,9;150,9;699,2;100;;;215;;968;OVDAdmin;2026-02-05 01:44
2025-12-16;18:20;Departure;CargoOperations;3,33;0,06;S;38;46,97;W;62;18,62;ARBHI;ARBHI;202506-6-ARCMP-ARBHI;1531,87;0;0;0;0;0,2;;0,6;0,3;;;16,8;150,9;699,2;100;;;215;;966,9;OVDAdmin;2026-02-05 01:44
2025-12-16;22:42;Begin of sea passage;;4,37;47;S;39;17,75;W;61;37,44;ARBHI;ARCMP;202506-7-ARBHI-ARCMP;1531,87;0;4,37;0;0;2,9;;0,8;;;;13,1;150,9;699,2;100;;;215;;963,2;OVDAdmin;2026-02-05 01:44
2025-12-17;15:00;Noon (Position) - Sea passage;;16,3;209;S;38;30,07;W;57;30,68;ARBHI;ARCMP;202506-7-ARBHI-ARCMP;1531,87;16,3;0;0;0;13,1;1,9;0,4;0,4;;;0;150,9;696,5;100;;;215;;947,4;OVDAdmin;2026-02-05 01:44
2025-12-18;12:00;End of sea passage;;21;273;S;35;1,28;W;55;42,32;ARBHI;ARCMP;202506-7-ARBHI-ARCMP;1531,87;21;0;0;0;21,4;;1;0,4;;;150,9;673,7;100;;;;215;;924,6;OVDAdmin;2026-02-05 01:44
2025-12-18;15:00;Noon (Position) - Sea passage;;3;24;S;35;3,97;W;56;7,8;ARBHI;ARCMP;202506-7-ARBHI-ARCMP;1531,87;0;3;0;0;1,6;;0,5;0,1;;;150,9;671,5;100;;;;215;;922,4;OVDAdmin;2026-02-05 01:44
2025-12-19;07:08;Arrival;;16,13;128;S;34;34,39;W;58;22,9;ARBHI;ARCMP;202506-7-ARBHI-ARCMP;1531,87;0;12,4;3,73;0;10,3;;3,3;0,4;;;150,9;657,5;100;;;;215;;908,4;OVDAdmin;2026-02-05 01:44
2025-12-19;15:00;Noon (Position) - Port;;7,87;0;S;34;34,39;W;58;22,9;ARCMP;ARCMP;202506-7-ARBHI-ARCMP;15798,93;0;0;0;0;;;1,1;0,5;;;150,9;655,9;100;;;;215;;906,8;OVDAdmin;2026-02-05 01:44
2025-12-20;15:00;Noon (Position) - Port;;24;0;S;34;34,39;W;58;22,9;ARCMP;ARCMP;202506-7-ARBHI-ARCMP;15798,93;0;0;0;0;;;4,2;3,4;;;150,9;648,3;100;;;;215;1,9;899,2;OVDAdmin;2026-02-05 01:44
2025-12-21;15:00;Noon (Position) - Port;;24;117;S;33;54,17;W;58;53,11;ARCMP;ARCMP;202506-7-ARBHI-ARCMP;15798,93;0;13;0;0;7,9;;4,2;1,3;;;150,9;634,9;100;;;;215;1;885,8;OVDAdmin;2026-02-05 01:44
2025-12-22;15:00;Noon (Position) - Port;;24;0;S;33;54,17;W;58;53,11;ARCMP;ARCMP;202506-7-ARBHI-ARCMP;15798,93;0;0;0;0;;;3,7;2,4;;;150,9;628,8;100;;;;215;1,2;879,7;OVDAdmin;2026-02-05 01:44
2025-12-23;15:00;Noon (Position) - Port;;24;80;S;34;9,04;W;58;56,18;ARCMP;ARCMP;202506-7-ARBHI-ARCMP;15798,93;0;9,63;0;0;5,6;;4;2,1;;;150,9;617,1;100;;;;215;1,1;868;OVDAdmin;2026-02-05 01:44
2025-12-24;12:45;Noon (Position) - Port;;21,75;0;S;34;9,03;W;58;56,18;ARCMP;ARCMP;202506-7-ARBHI-ARCMP;15798,93;0;0;0;0;0,5;;3,1;2,9;;;150,9;610,6;100;;;;215;1,7;861,5;OVDAdmin;2026-02-05 01:44
2025-12-24;15:00;Departure;CargoOperations;2,25;20;S;34;16,59;W;58;35,85;ARCMP;ARCMP;202506-7-ARBHI-ARCMP;15798,93;0;2,25;0;0;0,8;;0,4;0,2;;;150,9;609,2;100;;;;215;0,2;860,1;OVDAdmin;2026-02-05 01:44
2025-12-25;08:00;Begin of sea passage;;17;160;S;35;1,18;W;55;54,76;ARCMP;USBTR;202507-1-ARCMP-USBTR;15798,93;0;15,53;1,47;0;12,1;;3,2;1,3;;;150,9;592,6;100;;;;215;1;843,5;OVDAdmin;2026-02-05 01:44
2025-12-25;15:00;Noon (Position) - Sea passage;;7;85;S;34;55,92;W;54;14,9;ARCMP;USBTR;202507-1-ARCMP-USBTR;15798,93;7;0;0;0;7;;;0,7;;;150,9;584,9;100;;;;215;0,7;835,8;OVDAdmin;2026-02-05 01:44
2025-12-26;15:00;Noon (Position) - Sea passage;;24;313;S;31;56,63;W;49;12,22;ARCMP;USBTR;202507-1-ARCMP-USBTR;15798,93;24;0;0;0;23;;;2,6;;;150,9;559,3;100;;;;215;2,6;810,2;OVDAdmin;2026-02-05 01:44
2025-12-27;15:00;Noon (Position) - Sea passage;;24;302;S;28;42,9;W;44;43,22;ARCMP;USBTR;202507-1-ARCMP-USBTR;15798,93;24;0;0;0;23;;0,6;2,9;;;150,9;532,8;100;;;;215;2,9;783,7;OVDAdmin;2026-02-05 01:44
2025-12-28;15:00;Noon (Position) - Sea passage;;24;311;S;25;12,83;W;40;26,83;ARCMP;USBTR;202507-1-ARCMP-USBTR;15798,93;24;0;0;0;22,9;;0,6;3,2;;;150,9;506,1;100;;;;215;3,2;757;OVDAdmin;2026-02-05 01:44
2025-12-29;15:00;Noon (Position) - Sea passage;;24;312;S;20;52,44;W;37;22,98;ARCMP;USBTR;202507-1-ARCMP-USBTR;15798,93;24;0;0;0;22,6;;0,7;2,2;;;150,9;480,6;100;;;;215;2,2;731,5;OVDAdmin;2026-02-05 01:44
2025-12-30;16:00;Noon (Position) - Sea passage;;25;323;S;15;36,61;W;36;5;ARCMP;USBTR;202507-1-ARCMP-USBTR;15798,93;25;0;0;0;23,4;;1,1;1,2;;;150,9;454,9;100;;;;215;1,2;705,8;OVDAdmin;2026-02-05 01:44
