Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption_HFO;ME_Consumption_LFO;ME_Consumption_MGO;AE_Consumption_HFO;AE_Consumption_LFO;AE_Consumption_MGO;Boiler_Consumption_HFO;Boiler_Consumption_LFO;Boiler_Consumption_MGO;Inert_gas_Consumption_MGO;ME_Consumption;ME_Consumption_BDN_2;ME_Consumption_BDN_3;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;Cargo_heating_Consumption_HFO;Cargo_heating_Consumption_LFO;Cargo_heating_Consumption_MGO;Discharge_Pump_Work;Discharge_Pump_SFOC;Discharge_Pump_Fuel_Type;DPP_Cargo_Pump_Consumption_MDO;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-09-07;00:50;Departure;;21,83;145,26;N;37;0,41;E;126;20,39;KRTSN;KRTSN;202504-3-CNZJG-KRTSN;;5992,29;0;0;0;0;;;;;;;;;;;;;;2,6;0,4;;;;152,1;289,5;;;;;;;0;199,5;;;;441,6;;OVDAPI;2025-11-03 06:53
2025-09-07;02:30;Begin of sea passage;;1,67;14,39;N;36;52,5;E;126;8,19;KRTSN;KRUSN;202505-1-KRTSN-KRUSN;;5992,29;0;1,67;0;0;;;;;;;;;;;0,6;;;0,4;;;;;152,1;288,5;;;;;;;0;199,5;;;;440,6;;OVDAPI;2025-11-03 06:53
2025-09-07;03:00;Noon (Position) - Sea passage;;0,5;8;N;36;48,69;E;126;1,05;KRTSN;KRUSN;202505-1-KRTSN-KRUSN;;5992,29;0,5;0;0;0;;;;;;;;;;;0,5;;;0,1;;;;;152,1;287,9;;;;;;;0;199,5;;;;440;;OVDAPI;2025-11-03 06:53
2025-09-08;03:00;Noon (Position) - Sea passage;;24;345;N;33;12,94;E;127;15,61;KRTSN;KRUSN;202505-1-KRTSN-KRUSN;;5992,29;24;0;0;0;;;;;;;;;;;20,1;;;4;0,1;;;;152,1;263,7;;;;;;;0;199,5;;;;415,8;;OVDAPI;2025-11-03 06:53
2025-09-08;15:01;End of sea passage;;12,02;150;N;35;17,18;E;129;28,55;KRTSN;KRUSN;202505-1-KRTSN-KRUSN;;5992,29;12,02;0;0;0;;;;;;;;;;;5,8;3,4;;1,1;0,6;;1,2;;147;256,7;;;;;;;0;199,5;;;;403,7;;OVDAPI;2025-11-03 06:53
2025-09-08;23:10;Arrival;;8,15;34;N;35;29,94;E;129;22,85;KRTSN;KRUSN;202505-1-KRTSN-KRUSN;;5992,29;0;8,15;0;0;;;;;;;;;;;1,2;;;1,4;0,5;;;;143,9;256,7;;;;;;;0;199,5;;;;400,6;;OVDAPI;2025-11-03 06:53
2025-09-09;03:00;Noon (Position) - Port;;3,83;0;N;35;29,94;E;129;22,85;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0;0;0;;;;;;;;;;;;;;0,5;0,1;;;;143,3;256,7;;;;;;;0;199,5;;;;400;;OVDAPI;2025-11-03 06:53
2025-09-10;03:00;Noon (Position) - Port;;24;5,97;N;35;26,55;E;129;21,48;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;1,33;0;0;;;;;;;;;;;0,1;;;4,7;1;;;;137,5;256,7;;;;;;;0;199,5;;;;394,2;;OVDAPI;2025-11-03 06:53
2025-09-11;03:00;Noon (Position) - Port;;24;1,22;N;35;27,24;E;129;21,16;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;1,12;0;0;;;;;;;;;;;0,1;;;4,6;0,5;;;;132,3;256,7;;;;;;;0;199,5;;;;389;;OVDAPI;2025-11-03 06:53
2025-09-12;03:00;Noon (Position) - Port;;24;0,46;N;35;27,49;E;129;21,46;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0,97;0;0;;;;;;;;;;;;;;3,6;1;;;;127,7;256,7;;;;;;;0;199,5;;;;384,4;;OVDAPI;2025-11-03 06:53
2025-09-13;03:00;Noon (Position) - Port;;24;0;N;35;27,49;E;129;21,46;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0;0;0;;;;;;;;;;;;;;3,3;1,3;;;;123,1;256,7;;;;;;;0;199,5;;;;379,8;;OVDAPI;2025-11-03 06:53
2025-09-14;03:00;Noon (Position) - Port;;24;0;N;35;27,49;E;129;21,46;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0;0;0;;;;;;;;;;;;;;3,1;1;;;;119;256,7;550;;;;;;0;199,5;;;;925,7;;OVDAPI;2025-11-03 06:53
2025-09-15;03:00;Noon (Position) - Port;;24;0,3;N;35;27,39;E;129;21,1;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0,72;0;0;;;;;;;;;;;0,1;;;3,3;1,3;;;;114,3;256,7;550;;;;;;0;199,5;;;;921;;OVDAPI;2025-11-03 06:53
2025-09-16;03:00;Noon (Position) - Port;;24;0;N;35;27,39;E;129;21,1;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0;0;0;;;;;;;;;;;;;;3,9;1,3;;;;109,1;256,7;550;;;;;;0;199,5;;;;915,8;;OVDAPI;2025-11-03 06:53
2025-09-17;03:00;Noon (Position) - Port;;24;1,1;N;35;27,29;E;129;21,97;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;1,73;0;0;;;;;;;;;;;0,1;;;3,7;1,1;;;;104,2;256,7;550;;;;;;0;199,5;;;;910,9;;OVDAPI;2025-11-03 06:53
2025-09-18;03:00;Noon (Position) - Port;;24;0;N;35;27,29;E;129;21,97;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0;0;0;;;;;;;;;;;;;;3,4;1,3;;;;99,5;256,7;550;;;;;;0;199,5;;;;906,2;;OVDAPI;2025-11-03 06:53
2025-09-19;03:00;Noon (Position) - Port;;24;4,38;N;35;29,73;E;129;23,14;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;1,5;0;0;;;;;;;;;;;0,3;;;3,4;1,3;;;;94,5;256,7;550;;;;;;0;199,5;;;;901,2;;OVDAPI;2025-11-03 06:53
2025-09-19;12:25;Departure;;9,42;7;N;35;29,74;E;129;23,15;KRUSN;KRUSN;202505-1-KRTSN-KRUSN;;33150,85;0;0;0;0;;;;;;;;;;;;;;1,4;0,4;;;;92,7;256,7;550;;;;;;0;199,5;;;;899,4;;OVDAPI;2025-11-03 06:53
2025-09-19;13:15;Begin of sea passage;;0,83;12,19;N;35;24,05;E;129;25,3;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;0;0,83;0;0;;;;;;;;;;;0,4;;;0,1;;;;;92,2;256,7;550;;;;;;;199,5;;;;898,9;;OVDAPI;2026-03-14 16:56
2025-09-20;03:00;Noon (Position) - Sea passage;;13,75;178;N;32;58,88;E;127;29,77;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;13,75;0;0;0;;;;;;;;;;;8,3;6,4;;0,1;;;1,5;;83,8;248,8;550;;;;;;;199,5;;;;882,6;;OVDAPI;2026-03-14 16:56
2025-09-21;03:00;Noon (Position) - Sea passage;;24;332;N;28;26,06;E;124;4,94;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;26;;;3,4;;;;;83,8;219,4;550;;;;;;;199,5;;;;853,2;;OVDAPI;2026-03-14 16:56
2025-09-22;03:00;Noon (Position) - Sea passage;;24;153;N;26;5,48;E;123;3,94;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;4,7;;;3,5;0,6;;;;83,8;210,6;550;;;;;;;199,5;;;;844,4;;OVDAPI;2026-03-14 16:56
2025-09-23;04:00;Noon (Position) - Sea passage;;25;165;N;23;42,69;E;121;52,15;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;25;0;0;0;;;;;;;;;;;14,7;;;3,6;0,2;;;;83,8;192,1;550;;;;;;;199,5;;;;825,9;;OVDAPI;2026-03-14 16:56
2025-09-24;04:00;Noon (Position) - Sea passage;;24;236;N;20;25,79;E;119;40,35;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;24,7;;;;;0,2;3,3;;83,6;164,1;550;;;;;;;199,5;;;;797,7;;OVDAPI;2026-03-14 16:56
2025-09-25;04:00;Noon (Position) - Sea passage;;24;299;N;16;30,08;E;116;22,05;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;25,6;;;3,3;;;;;83,6;135,2;550;;;;;;;199,5;;;;768,8;;OVDAPI;2026-03-14 16:56
2025-09-26;04:00;Noon (Position) - Sea passage;;24;342;N;12;2,16;E;112;38,89;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;25,8;;;3,5;;;;;83,6;105,9;550;;;;;;;199,5;;;;739,5;;OVDAPI;2026-03-14 16:56
2025-09-27;04:00;Noon (Position) - Sea passage;;24;324;N;7;45,27;E;109;18,75;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;25,9;;;3,6;;;;;83,6;76,4;550;;;;;;;199,5;;;;710;;OVDAPI;2026-03-14 16:56
2025-09-28;04:00;Noon (Position) - Sea passage;;24;345;N;3;30,76;E;105;30,86;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;26;;;3,6;;;;;83,6;46,8;550;;;;;;;199,5;;;;680,4;;OVDAPI;2026-03-14 16:56
2025-09-29;04:00;Noon (Position) - Sea passage;;24;310;N;2;8,69;E;102;1,58;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;24,4;;;3,5;;;;;83,6;18,9;550;;;;;;;199,5;;;;652,5;;OVDAPI;2026-03-14 16:56
2025-09-30;04:00;Noon (Position) - Sea passage;;24;359;N;5;42,56;E;97;16,23;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;18,9;7,2;;3,5;;;;;83,6;0;539,3;;;;;;;199,5;;;;622,9;;OVDAPI;2026-03-14 16:56
2025-10-01;05:00;Noon (Position) - Sea passage;;25;360;N;6;15,22;E;91;24,47;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;25;0;0;0;;;;;;;;;;;27,1;;;4;;;;;83,6;508,2;;;;;;;;199,5;;;;591,8;;OVDAPI;2026-03-14 16:56
2025-10-02;05:00;Noon (Position) - Sea passage;;24;332;N;6;1,39;E;85;50,22;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;26;;;3,6;;;;;83,6;478,6;;;;;;;;199,5;;;;562,2;;OVDAPI;2026-03-14 16:56
2025-10-03;05:00;Noon (Position) - Sea passage;;24;324;N;5;47,9;E;80;25,46;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;26,2;;;3,6;;;;;83,6;448,8;;;;;;;;199,5;;;;532,4;;OVDAPI;2026-03-14 16:56
2025-10-04;06:00;Noon (Position) - Sea passage;;25;336;N;8;50,82;E;75;57,8;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;25;0;0;0;;;;;;;;;;;27,2;;;3,7;;;;;83,6;417,9;;;;;;;;199,5;;;;501,5;;OVDAPI;2026-03-14 16:56
2025-10-05;06:00;Noon (Position) - Sea passage;;24;332;N;13;54,84;E;73;51,1;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;24;0;0;0;;;;;;;;;;;26;;;3,3;;;;;83,6;388,6;;;;;;;;199,5;;;;472,2;;OVDAPI;2026-03-14 16:56
2025-10-06;04:45;End of sea passage;;22,75;314;N;18;59,25;E;72;31,81;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;22,75;0;0;0;;;;;;;;;;;25,2;;;3,2;;;;;83,6;360,2;;;;;;;;199,5;;;;443,8;;OVDAPI;2026-03-14 16:56
2025-10-06;06:30;Noon (Position) - Sea passage;;1,75;4,5;N;19;3,05;E;72;32,16;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;0;0,67;1,08;0;;;;;;;;;;;0,2;;;0,2;;;;;83,6;359,8;;;;;;;;199,5;;;;443,4;;OVDAPI;2026-03-14 16:56
2025-10-07;06:30;Noon (Position) - Sea passage;;24;27;N;18;50,92;E;72;47,84;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;0;2,42;21,58;0;;;;;;;;;;;1,3;;;3,3;0,5;;;;83,6;354,7;;;;;;;;199,5;;;;438,3;;OVDAPI;2026-03-14 16:56
2025-10-07;07:48;Arrival;;1,3;10,6;N;18;54,47;E;72;52,15;KRUSN;INNSA;202505-2-KRUSN-INNSA;;33150,85;0;1,3;0;0;;;;;;;;;;;0,6;;;0,3;;;;;83,6;353,8;;;;;;;;199,5;;;;437,4;;OVDAPI;2026-03-14 16:56
2025-10-08;06:30;Noon (Position) - Port;;22,7;12,2;N;18;50,26;E;72;41,55;INNSA;INNSA;202505-2-KRUSN-INNSA;;22239,08;0;1,43;0;0;;;;;;;;;;;0,3;;;3,7;0,3;;;;83,6;349,5;;;;;;;8549,52;199,5;;;;433,1;;OVDAPI;2026-03-14 16:56
2025-10-09;06:30;Noon (Position) - Port;;24;0;N;18;56,04;E;72;42,39;INNSA;INNSA;202505-2-KRUSN-INNSA;;22239,08;0;1,33;0;0;;;;;;;;;;;1;;;2,9;0,7;;;;83,6;344,9;;;;;;;;199,5;;;;428,5;;OVDAPI;2026-03-14 16:56
2025-10-10;06:30;Noon (Position) - Port;;24;0;N;18;56,05;E;72;42,4;INNSA;INNSA;202505-2-KRUSN-INNSA;;22239,08;0;0;0;0;;;;;;;;;;;;;;2,8;0,5;;;;83,6;341,6;;;;;;;;199,5;;;;425,2;;OVDAPI;2026-03-14 16:56
2025-10-11;06:30;Noon (Position) - Port;;24;0;N;18;55,96;E;72;42,43;INNSA;INNSA;202505-2-KRUSN-INNSA;;22239,08;0;0;0;0;;;;;;;;;;;;;;2,7;0,5;;;;83,6;338,4;;;;;;;;199,5;;;;422;;OVDAPI;2026-03-14 16:56
2025-10-12;06:30;Noon (Position) - Port;;24;6;N;18;53,29;E;72;38,39;INNSA;INNSA;202505-2-KRUSN-INNSA;;22239,08;0;0,73;0;0;;;;;;;;;;;0,1;;;2,8;0,5;;;;83,6;335;;;;;;;;199,5;;;;418,6;;OVDAPI;2026-03-14 16:56
2025-10-13;06:30;Noon (Position) - Port;;24;28,6;N;18;58,77;E;72;55,17;INNSA;INNSA;202505-2-KRUSN-INNSA;;22239,08;0;3,67;0;0;;;;;;;;;;;0,9;;;5,9;0,4;;;;83,6;327,8;;;;;;;10633,98;199,5;;;;411,4;;OVDAPI;2026-03-14 16:56
2025-10-13;20:35;Departure;CargoOperations;14,08;3,76;N;18;56,5;E;72;56,06;INNSA;INNSA;202505-2-KRUSN-INNSA;;22239,08;0;1,85;0;0;;;;;;;;;;;0,2;;;2,5;0,2;;;;83,6;324,9;;;;;;;3480,96;199,5;;;;408,5;;OVDAPI;2026-03-14 16:56
2025-10-13;21:30;Begin of sea passage;;0,92;6;N;18;53,43;E;72;51,14;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;0;0,92;0;0;;;;;;;;;;;0,3;;;0,2;;;;;83,6;324,4;;;;;;;;199,5;;;;408;;OVDAPI;2026-03-14 16:56
2025-10-14;06:30;Noon (Position) - Sea passage;;9;114;N;20;26,81;E;72;28,92;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;9;0;0;0;;;;;;;;;;;7,5;;;2,4;2,7;;;;83,6;311,8;;;;;;;;199,5;;;;395,4;;OVDAPI;2026-03-14 16:56
2025-10-14;11:30;End of sea passage;;5;12;N;20;39,71;E;72;33,51;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;5;0;0;0;;;;;;;;;;;0,8;;;1,4;1,2;;;;83,6;308,4;;;;;;;;199,5;;;;392;;OVDAPI;2026-03-14 16:56
2025-10-15;06:30;Noon (Position) - Sea passage;;19;4;N;20;43,73;E;72;36,64;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;0;0,75;18,25;0;;;;;;;;;;;0,2;;;2,6;0,4;;;;83,6;305,2;;;;;;;;199,5;;;;388,8;;OVDAPI;2026-03-14 16:56
2025-10-16;06:30;Noon (Position) - Sea passage;;24;0;N;20;43,8;E;72;36,69;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;0;0;24;0;;;;;;;;;;;;;;3,5;0,6;;;;83,6;301,1;;;;;;;;199,5;;;;384,7;;OVDAPI;2026-03-14 16:56
2025-10-17;06:30;Noon (Position) - Sea passage;;24;0;N;20;43,82;E;72;36,72;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;0;0;24;0;;;;;;;;;;;;;;2,9;0,8;;;;83,6;297,4;;;;;;;;199,5;;;;381;;OVDAPI;2026-03-14 16:56
2025-10-18;06:30;Noon (Position) - Sea passage;;24;0;N;20;43,8;E;72;36,73;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;0;0;24;0;;;;;;;;;;;;;;2,9;0,8;;;;83,6;293,7;;;;;;;;199,5;;;;377,3;;OVDAPI;2026-03-14 16:56
2025-10-18;16:55;Arrival;;10,42;24,5;N;21;4,75;E;72;37,86;INNSA;INHZR;202505-3-INNSA-INHZR;;22239,08;0;3,58;6,83;0;;;;;;;;;;;1,3;;;1,5;0,3;;;;83,6;290,6;;;;;;;;199,5;;;;374,2;;OVDAPI;2026-03-14 16:56
2025-10-19;06:30;Noon (Position) - Port;;13,58;0;N;21;4,75;E;72;37,86;INHZR;INHZR;202505-3-INNSA-INHZR;;9063,08;0;0;0;0;;;;;;;;;;;;;;4,4;0,3;;;;83,6;285,9;;;;;;;8563,52;199,5;;;;369,5;;OVDAPI;2026-03-14 16:56
2025-10-19;20:20;Departure;CargoOperations;13,83;0;N;21;4,75;E;72;37,86;INHZR;INHZR;202505-3-INNSA-INHZR;;9063,08;0;0;0;0;;;;;;;;;;;;;;4,1;0,4;;;;83,6;281,4;;;;;;;10318;199,5;;;;365;;OVDAPI;2026-03-14 16:56
2025-10-19;21:15;Begin of sea passage;;0,92;6;N;21;2,09;E;72;34,81;INHZR;IN;202505-4-INHZR-IN;;9063,08;0;0,92;0;0;;;;;;;;;;;0,2;;;0,1;;;;;83,6;281,1;;;;;;;;199,5;;;;364,7;;OVDAPI;2026-04-12 23:52
2025-10-20;06:30;Noon (Position) - Sea passage;;9,25;145;N;20;20,79;E;70;45,86;INHZR;IN;202505-4-INHZR-IN;;9063,08;9,25;0;0;0;;;;;;;;;;;9,3;;;2,5;2,4;;;;83,6;266,9;;;;;;;;199,5;;;;350,5;;OVDAPI;2026-04-12 23:52
2025-10-20;22:30;End of sea passage;;16;250;N;22;41,28;E;69;53,53;INHZR;IN;202505-4-INHZR-IN;;9063,08;16;0;0;0;;;;;;;;;;;18,1;;;3,8;3,6;;;;83,6;241,4;;;;;;;;199,5;;;;325;;OVDAPI;2026-04-12 23:52
2025-10-21;06:30;Noon (Position) - Sea passage;;8;6;N;22;44,11;E;69;59,34;INHZR;IN;202505-4-INHZR-IN;;9063,08;0;0,92;7,08;0;;;;;;;;;;;0,1;;;1;0,3;;;;83,6;240;;;;;;;;199,5;;;;323,6;;OVDAPI;2026-04-12 23:52
