Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption_HFO;ME_Consumption_LFO;ME_Consumption_MGO;AE_Consumption_HFO;AE_Consumption_LFO;AE_Consumption_MGO;Boiler_Consumption_HFO;Boiler_Consumption_LFO;Boiler_Consumption_MGO;Inert_gas_Consumption_MGO;ME_Consumption;ME_Consumption_BDN_2;ME_Consumption_BDN_3;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;BDN_6_ROB;Cargo_heating_Consumption_HFO;Cargo_heating_Consumption_LFO;Cargo_heating_Consumption_MGO;Discharge_Pump_Work;Discharge_Pump_SFOC;DPP_Cargo_Pump_Consumption_MDO;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Duration_Shore_Side_Electricity_Reception;Source_System;Last_Updated
2025-05-04;04:00;Noon (Position) - Sea passage;;25;311;N;31;7,41;E;122;58,83;P044;P021;VG100;;11995,64;25;0;0;0;;;;;;;;;;;16,4;2;;0,4;0,6;;2,3;2,3;;;33,77;67,13;34,43;59,69;150;;;;;;203,62;;;345,02;;OVDAPI;2026-04-17 02:02
2025-05-04;05:18;End of sea passage;;1,3;15;N;31;6,92;E;122;40,3;P044;P021;VG100;;11995,64;1,3;0;0;0;;;;;;;;;;;0,6;;;0,2;;;;;;;32,97;67,13;34,43;59,69;150;;;;;;203,62;;;344,22;;OVDAPI;2026-04-17 02:02
2025-05-05;04:00;Noon (Position) - Sea passage;;22,7;87;N;31;43,99;E;121;6,58;P044;P021;VG100;;11995,64;0;10,85;11,85;0;;;;;;;;;;;4,5;;;2,7;1,8;;;;;;23,97;67,13;34,43;59,69;150;;;;;;203,62;;;335,22;;OVDAPI;2026-04-17 02:02
2025-05-05;10:54;Arrival;;6,9;63;N;31;56,34;E;120;6,4;P044;P021;VG100;;11995,64;0;6,9;0;0;;;;;;;;;;;4;;;0,7;;;;;;;19,27;67,13;34,43;59,69;150;;;;;;203,62;;;330,52;;OVDAPI;2026-04-17 02:02
2025-05-06;04:00;Noon (Position) - Port;;17,1;0;N;31;56,34;E;120;6,4;P021;P021;VG100;;0;0;0;0;0;;;;;;;;;;;;;;2,5;1,8;;;;;;14,97;67,13;34,43;59,69;150;;;;;4748,1;203,62;;;326,22;;OVDAPI;2026-04-17 02:02
2025-05-07;04:00;Noon (Position) - Port;;24;2,16;N;31;57,51;E;120;4,79;P021;P021;VG100;;0;0;0,67;0;0;;;;;;;;;;;0,1;;;2,5;2;;;;;;10,37;67,13;34,43;59,69;150;;;;;2570,4;203,62;;;321,62;;OVDAPI;2026-04-17 02:02
2025-05-08;04:00;Noon (Position) - Port;;24;2;N;31;56,48;E;120;5,99;P021;P021;VG100;;0;0;1,53;22,47;0;;;;;;;;;;;0,1;;;1,6;1,8;;;;;;6,87;67,13;34,43;59,69;150;;;;;;203,62;;;318,12;;OVDAPI;2026-04-17 02:02
2025-05-09;04:00;Noon (Position) - Port;;24;6,61;N;31;55,52;E;120;13,19;P021;P021;VG100;;0;0;24;0;0;;;;;;;;;;;0,1;;;1,6;2,5;;;;;;2,67;67,13;34,43;59,69;150;;;;;;203,62;;;313,92;;OVDAPI;2026-04-17 02:02
2025-05-09;05:10;Noon (Position) - Port;;1,17;0;N;31;55;E;120;13;P021;P021;VG100;;0;0;1,17;0;0;0;0;0;0;0;0;0;0;0;0;;;;2,3;0,37;;;1,23;;;0;65,9;34,43;59,69;150;;0;0;0;;203,62;0;;310,02;;OVDAPI;2026-04-17 02:02
2025-05-10;04:00;Noon (Position) - Port;;22,83;0,06;N;31;55;E;120;13;P021;P021;VG100;DryDocking;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2,3;0,37;;;1,23;;;0;65,9;34,43;59,69;150;;0;0;0;;203,62;0;;310,02;;OVDAPI;2026-04-17 02:02
2025-05-11;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,2;;;;;;;64,7;34,43;59,69;150;;;;;;;203,62;;;308,82;;OVDAPI;2026-04-17 02:02
2025-05-12;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,4;;;;;;;63,3;34,43;59,69;150;;;;;;;203,62;;;307,42;;OVDAPI;2026-04-17 02:02
2025-05-13;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,3;;;;;;;62;34,43;59,69;150;;;;;;;203,62;;;306,12;;OVDAPI;2026-04-17 02:02
2025-05-14;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,2;;;;;;;60,8;34,43;59,69;150;;;;;;;203,62;;;304,92;;OVDAPI;2026-04-17 02:02
2025-05-15;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,2;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;;OVDAPI;2026-04-17 02:02
2025-05-16;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,17;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-17;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,17;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-18;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-19;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-20;04:00;Noon (Position) - Port;;24;0;N;31;55,55;E;120;13,57;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-21;04:00;Noon (Position) - Port;;24;0;N;31;55,55;E;120;13,57;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-22;04:00;Noon (Position) - Port;;24;0;N;31;55,55;E;120;13,57;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-23;04:00;Noon (Position) - Port;;24;0;N;31;55,55;E;120;13,57;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-24;04:00;Noon (Position) - Port;;24;0;N;31;55,55;E;120;13,57;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-25;04:00;Noon (Position) - Port;;24;0;N;31;55,55;E;120;13,57;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-26;04:00;Noon (Position) - Port;;24;0,24;N;31;55,49;E;120;13,46;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-27;04:00;Noon (Position) - Port;;24;0;N;31;55,49;E;120;13,46;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;59,6;34,43;59,69;150;;;;;;;203,62;;;303,72;24;OVDAPI;2026-04-17 02:02
2025-05-28;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,2;;;;;;;58,4;34,43;59,69;150;;;;;;;203,62;;;302,52;;OVDAPI;2026-04-17 02:02
2025-05-29;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,5;;;;;;;56,9;34,43;59,69;150;;;;;;;203,62;;;301,02;;OVDAPI;2026-04-17 02:02
2025-05-30;04:00;Noon (Position) - Port;;24;0;N;31;55,47;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,6;;;;;;;55,3;34,43;59,69;150;;;;;;;203,62;;;299,42;;OVDAPI;2026-04-17 02:02
2025-05-31;04:00;Noon (Position) - Port;;24;0;N;31;55,48;E;120;13,16;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,3;1,6;;;;;;52,4;34,43;59,69;150;;;;;;;203,62;;;296,52;;OVDAPI;2026-04-17 02:02
2025-06-01;04:00;Noon (Position) - Port;;24;0;N;31;55,48;E;120;13,62;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,8;1,5;;;;;;49,1;34,43;59,69;150;;;;;;;203,62;;;293,22;;OVDAPI;2026-04-17 02:02
2025-06-02;04:00;Noon (Position) - Port;;24;0;N;31;55,48;E;120;13,63;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;1,5;1,7;;;;;;45,9;34,43;59,69;150;;;;;;;203,62;;;290,02;;OVDAPI;2026-04-17 02:02
2025-06-03;04:00;Noon (Position) - Port;;24;0;N;31;55,48;E;120;13,63;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;;;;3,1;1,7;;;;;;41,1;34,43;59,69;150;;;;;;;203,62;;;285,22;;OVDAPI;2026-04-17 02:02
2025-06-03;05:05;Departure;CargoOperations,RepairInDryDock;1,08;0;N;31;55,71;E;120;13,29;P021;P021;VG100;DryDocking;0;0;0;0;0;;;;;;;;;;;0,01;;;0,11;;;;;;;40,98;34,43;59,69;150;;;;;;;203,62;;;285,1;;OVDAPI;2026-04-17 02:02
2025-06-03;15:54;Begin of sea passage;;10,82;130;N;31;2,31;E;122;14,47;P021;P042;VG101;;0;0;10,82;0;0;;;;;;;;;;;5;;;1,08;0,6;;;;;;34,3;34,43;59,69;150;;;;;;;203,62;;;278,42;;OVDAPI;2026-03-16 14:32
2025-06-04;04:00;Noon (Position) - Sea passage;;12,1;166;N;32;53,08;E;123;57,81;P021;P042;VG101;;0;12,1;0;0;0;;;;;;;;;;;3;5,5;;0,4;;;0,8;;;;30,9;28,13;59,69;150;;;;;;;203,62;;;268,72;;OVDAPI;2026-03-16 14:32
2025-06-04;23:30;End of sea passage;;19,5;231;N;35;57,54;E;126;18,99;P021;P042;VG101;;0;19,5;0;0;0;;;;;;;;;;;13;;;1,4;0,4;;;;;;30,9;13,33;59,69;150;;;;;;;203,62;;;253,92;;OVDAPI;2026-03-16 14:32
2025-06-05;01:30;Arrival;;2;13;N;35;58,51;E;126;37,08;P021;P042;VG101;;0;0;2;0;0;;;;;;;;;;;0,12;;;0,18;;;;;;;30,9;13,03;59,69;150;;;;;;;203,62;;;253,62;;OVDAPI;2026-03-16 14:32
2025-06-05;03:00;Noon (Position) - Port;;1,5;0;N;35;58,51;E;126;37,08;P042;P042;VG101;;1999,24;0;0;0;0;;;;;;;;;;;;;;0,08;;;;;;;30,9;12,95;59,69;150;;;;;;;203,62;;;253,54;;OVDAPI;2026-03-16 14:32
2025-06-06;03:00;Noon (Position) - Port;;24;0;N;35;58,51;E;126;37,08;P042;P042;VG101;;1999,24;0;0;0;0;;;;;;;;;;;;;;1,7;2;;;;;;30,9;9,25;59,69;150;;;;;;;203,62;;;249,84;;OVDAPI;2026-03-16 14:32
2025-06-06;15:40;Departure;CargoOperations;12,67;0;N;35;58,51;E;126;37,08;P042;P042;VG101;;1999,24;0;0;0;0;;;;;;;;;;;;;;1,3;0,8;;;;;;30,9;9,25;59,69;147,9;;;;;;;203,62;;;247,74;;OVDAPI;2026-03-16 14:32
2025-06-06;16:36;Begin of sea passage;;0,93;8,8;N;35;57,88;E;126;27,13;P042;P041;VG102;;1999,24;0;0,93;0;0;;;;;;;;;;;0,3;;;0,1;;;;;;;30,9;9,25;59,69;147,5;;;;;;0;203,62;;;247,34;;OVDAPI;2025-10-30 02:16
2025-06-07;01:06;End of sea passage;;8,5;111;N;37;17,48;E;126;25,82;P042;P041;VG102;;1999,24;8,5;0;0;0;;;;;;;;;;;3,75;1,79;;0,3;0,2;;0,3;;;;28,61;9,25;59,69;143,45;;;;;;0;203,62;;;241;;OVDAPI;2025-10-30 02:16
2025-06-07;03:00;Noon (Position) - Sea passage;;1,9;13,6;N;37;27,93;E;126;36,12;P042;P041;VG102;;1999,24;0;1,9;0;0;;;;;;;;;;;0,2;;;0,2;0,1;;;;;;28,11;9,25;59,69;143,45;;;;;;0;203,62;;;240,5;;OVDAPI;2025-10-30 02:16
2025-06-07;04:00;Arrival;;1;0,2;N;37;27,99;E;126;36,39;P042;P041;VG102;;1999,24;0;1;0;0;;;;;;;;;;;0,1;;;0,1;0,1;;;;;;27,81;9,25;59,69;143,45;;;;;;0;203,62;;;240,2;;OVDAPI;2025-10-30 02:16
2025-06-08;00:06;Departure;;20,1;0;N;37;27,99;E;126;36,39;P041;P041;VG102;;4028,95;0;0;0;0;;;;;;;;;;;;;;2;1,6;;;;;;24,21;9,25;59,69;143,45;150;50;;;;0;203,62;;0,4;436,6;;OVDAPI;2025-10-30 02:16
2025-06-08;02:30;Begin of sea passage;;2,4;13;N;37;20,65;E;126;27,05;P041;P023;VG103;;4028,95;0;2,4;0;0;;;;;;;;;;;0,3;;;0,3;0,6;;;;;;23,01;9,25;59,69;143,45;150;50;;;;;203,62;;0,5;435,4;;OVDAPI;2025-11-12 00:29
2025-06-08;03:00;Noon (Position) - Sea passage;;0,5;6;N;37;18,9;E;126;18,94;P041;P023;VG103;;4028,95;0,5;0;0;0;;;;;;;;;;;0,3;;;0,1;0,1;;;;;;22,51;9,25;59,69;143,45;150;50;;;;;203,62;;0,1;434,9;;OVDAPI;2025-11-12 00:29
2025-06-09;04:00;Noon (Position) - Sea passage;;25;346;N;38;38,97;E;119;53,77;P041;P023;VG103;;4028,95;25;0;0;0;;;;;;;;;;;11;7,3;;1,6;2;;0,7;1,2;;;7,91;9,25;59,69;134,25;150;50;;;;;203,62;;3,2;411,1;;OVDAPI;2025-11-12 00:29
2025-06-09;10:36;End of sea passage;;6,6;86;N;38;48,96;E;118;6,86;P041;P023;VG103;;4028,95;6,6;0;0;0;;;;;;;;;;;5,1;;;0,7;0,2;;;0,2;;;1,91;9,25;59,49;134,25;150;50;;;;;203,62;;0,4;404,9;;OVDAPI;2025-11-12 00:29
2025-06-10;04:00;Noon (Position) - Sea passage;;17,4;7,5;N;38;54,62;E;117;59,41;P041;P023;VG103;;4028,95;0;1,3;16,1;0;;;;;;;;;;;0,5;;;1,41;;;0,09;2,8;;;0;9,25;56,6;134,25;150;50;;;;;203,62;;1,4;400,1;;OVDAPI;2025-11-12 00:29
2025-06-11;04:00;Noon (Position) - Sea passage;;24;0;N;38;54,66;E;117;59,43;P041;P023;VG103;;4028,95;0;0;24;0;;;;;;;;;;;;;;1,8;3,9;;;;;;9,25;50,9;134,25;150;50;;;;;;203,62;;2,1;394,4;;OVDAPI;2025-11-12 00:29
2025-06-11;11:20;Arrival;;7,33;13;N;38;57,16;E;117;44,62;P041;P023;VG103;;4028,95;0;2,33;5;0;;;;;;;;;;;0,4;;;0,7;1,4;;;;;;9,25;48,4;134,25;150;50;;;;;;203,62;;0,9;391,9;;OVDAPI;2025-11-12 00:29
2025-06-12;04:00;Noon (Position) - Port;;16,67;0;N;38;57,16;E;117;44,62;P023;P023;VG103;;24958,51;0;0;0;0;;;;;;;;;;;;;;1,4;2,7;;;;;;9,25;44,3;134,25;150;50;;;;;;203,62;;1,5;387,8;;OVDAPI;2025-11-12 00:29
2025-06-13;04:00;Noon (Position) - Port;;24;0;N;38;57,16;E;117;44,62;P023;P023;VG103;;24958,51;0;0;0;0;;;;;;;;;;;;;;1,9;3,3;;;;;;9,25;39,1;134,25;150;50;;;;;;203,62;;1,5;382,6;;OVDAPI;2025-11-12 00:29
2025-06-13;22:36;Departure;CargoOperations;18,6;0;N;38;57,16;E;117;44,62;P023;P023;VG103;;24958,51;0;0;0;0;;;;;;;;;;;;;;1,4;2,4;;;;;;9,25;35,3;134,25;150;50;;;;;;203,62;;1,1;378,8;;OVDAPI;2025-11-12 00:29
2025-06-14;01:00;Begin of sea passage;;2,4;18,3;N;38;49,13;E;118;4,8;P023;P004;VG104;;24958,51;0;2,4;0;0;;;;;;;;;;;0,6;;;0,2;0,4;;;;;;9,25;34,1;134,25;150;50;;;;;0;203,62;;0,4;377,6;;OVDAPI;2025-10-30 02:16
2025-06-14;04:00;Noon (Position) - Sea passage;;3;37;N;38;38,5;E;118;49,24;P023;P004;VG104;;24958,51;3;0;0;0;;;;;;;;;;;2,2;;;0,2;0,8;;;;;;9,25;30,9;134,25;150;50;;;;;0;203,62;;0,8;374,4;;OVDAPI;2025-10-30 02:16
2025-06-15;04:00;Noon (Position) - Sea passage;;24;292;N;36;25,62;E;123;27,14;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;13,7;4,7;;1,3;4,6;;0,5;0,7;;;9,25;11,3;128,35;150;50;;;;;0;203,62;;5,3;348,9;;OVDAPI;2025-10-30 02:16
2025-06-16;04:00;Noon (Position) - Sea passage;;24;287;N;31;38,27;E;123;49,23;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;8,55;9,25;;1,7;3,5;;;;;;0;11,3;114,6;150;50;;;;;0;203,62;;3,5;325,9;;OVDAPI;2025-10-30 02:16
2025-06-17;04:00;Noon (Position) - Sea passage;;24;284;N;27;18,89;E;121;57,4;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;17,5;;;2,1;4;;;;;;11,3;91;150;50;;;;;;0;203,62;;4;302,3;;OVDAPI;2025-10-30 02:16
2025-06-18;04:00;Noon (Position) - Sea passage;;24;290;N;23;40,44;E;118;27,93;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;17,4;;;2,2;6,7;;;;;;11,3;64,7;150;50;;;;;;0;203,62;;6,7;276;;OVDAPI;2025-10-30 02:16
2025-06-19;04:00;Noon (Position) - Sea passage;;24;290;N;19;36,51;E;115;32,67;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;17,3;;;2,1;2,6;;;;;;11,3;42,7;150;50;;;;;;0;203,62;;2,6;254;;OVDAPI;2025-10-30 02:16
2025-06-20;04:00;Noon (Position) - Sea passage;;24;284;N;15;24,13;E;113;14,55;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;17,3;;;2,2;6;;;;;;11,3;17,2;150;50;;;;;;0;203,62;;6;228,5;;OVDAPI;2025-10-30 02:16
2025-06-21;04:00;Noon (Position) - Sea passage;;24;289;N;11;6,68;E;110;58,96;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;0,1;17,2;;2,2;7,1;;;;;;11,3;0;140,6;50;;;;;;0;203,62;;7,1;201,9;;OVDAPI;2025-10-30 02:16
2025-06-22;04:00;Noon (Position) - Sea passage;;24;285;N;6;59,32;E;108;36,32;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;17,9;;;2,1;3,3;;;;;;11,3;117,3;50;;;;;;;0;203,62;;3,3;178,6;;OVDAPI;2025-10-30 02:16
2025-06-23;04:00;Noon (Position) - Sea passage;;24;305;N;3;5,85;E;105;18,04;P023;P004;VG104;;24958,51;24;0;0;0;;;;;;;;;;;17,5;;;2;6,5;;;;;;11,3;91,3;50;;;;;;;0;203,62;;6,5;152,6;;OVDAPI;2025-10-30 02:16
2025-06-23;17:42;End of sea passage;;13,7;155;N;1;11,13;E;103;49,54;P023;P004;VG104;;24958,51;13,7;0;0;0;;;;;;;;;;;9,7;;;1,6;4;;;;;;11,3;76;50;;;;;;;0;203,62;;4;137,3;;OVDAPI;2025-10-30 02:16
2025-06-24;04:00;Noon (Position) - Sea passage;;10,3;9;N;1;11,1;E;103;42,31;P023;P004;VG104;;24958,51;0;2,13;8,17;0;;;;;;;;;;;0,5;;;0,7;3,05;;;;;;11,3;71,75;50;579,75;99,38;;;;;0;203,62;;2,25;812,18;;OVDAPI;2025-10-30 02:16
2025-06-25;04:00;Noon (Position) - Sea passage;;24;0;N;1;10,87;E;103;42,32;P023;P004;VG104;;24958,51;0;0;24;0;;;;;;;;;;;;;;1,7;6,2;;;;;;11,3;63,85;50;579,75;99,38;;;;;0;203,62;;4,4;804,28;;OVDAPI;2025-10-30 02:16
2025-06-26;04:00;Noon (Position) - Sea passage;;24;0;N;1;10,86;E;103;42,33;P023;P004;VG104;;24958,51;0;0;24;0;;;;;;;;;;;;;;1,7;6,1;;;;;;11,3;56,05;50;579,75;99,38;;;;;0;203,62;;4,3;796,48;;OVDAPI;2025-10-30 02:16
2025-06-27;04:00;Noon (Position) - Sea passage;;24;0;N;1;10,87;E;103;42,4;P023;P004;VG104;;24958,51;0;0;24;0;;;;;;;;;;;;;;1,8;5,1;;;;;;11,3;49,15;50;579,75;99,38;;;;;0;203,62;;3,3;789,58;;OVDAPI;2025-10-30 02:16
2025-06-27;16:40;Arrival;;12,67;8,36;N;1;16,69;E;103;38,65;P023;P004;VG104;;24958,51;0;2,4;10,27;0;;;;;;;;;;;0,2;;;0,9;3;;;;;;11,3;45,05;50;579,75;99,38;;;;;0;203,62;;2,1;785,48;;OVDAPI;2025-10-30 02:16
2025-06-28;04:00;Noon (Position) - Port;;11,33;0;N;1;16,69;E;103;38,65;P004;P004;VG104;;0;0;0;0;0;;;;;;;;;;;;;;1;2,5;;;;;;11,3;41,55;50;579,75;99,38;;;;;2195,55;203,62;;1,7;781,98;;OVDAPI;2025-10-30 02:16
2025-06-29;04:00;Noon (Position) - Port;;24;0;N;1;16,69;E;103;38,65;P004;P004;VG104;;0;0;0;0;0;;;;;;;;;;;;;;3,4;4,9;;;;;;11,3;33,25;50;579,75;99,38;;;;;7711,2;203,62;;3,1;773,68;;OVDAPI;2025-10-30 02:16
2025-06-30;01:35;Departure;;21,58;0;N;1;16,66;E;103;38,65;P004;P004;VG104;;0;0;0;0;0;;;;;;;;;;;;;;2,4;2,9;;;;;;11,3;27,95;50;579,75;99,38;;;;;4373,25;203,62;;1,5;768,38;;OVDAPI;2025-10-30 02:16
2025-06-30;02:36;Begin of sea passage;;1,02;7,5;N;1;11,41;E;103;36,75;P004;P045;VG105;;0;0;1,02;0;0;;;;;;;;;;;0,3;;;0,1;0,1;;;;;;11,3;27,45;50;579,75;99,38;;;;;;203,62;;;767,88;;OVDAPI;2025-11-12 00:29
2025-06-30;04:00;Noon (Position) - Sea passage;;1,4;11;N;1;4,61;E;103;36,14;P004;P045;VG105;;0;1,4;0;0;0;;;;;;;;;;;0,7;;;0,2;;;;;;;11,3;26,55;50;579,75;99,38;;;;;;203,62;;;766,98;;OVDAPI;2025-11-12 00:29
2025-07-01;04:00;Noon (Position) - Sea passage;;24;270;N;4;22,82;E;106;15,63;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;8,5;;;2,8;3,2;;;;;;11,3;12,05;50;579,75;99,38;;;;;;203,62;;;752,48;;OVDAPI;2025-11-12 00:29
2025-07-02;04:00;Noon (Position) - Sea passage;;24;253;N;7;31,27;E;109;5,69;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;7,1;;;3,5;1,45;;;6,55;;;11,3;0;50;573,2;99,38;;;;;;203,62;;;733,88;;OVDAPI;2025-11-12 00:29
2025-07-03;04:00;Noon (Position) - Sea passage;;24;264;N;11;24,12;E;111;12,03;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;16,3;;;3,5;6,9;;;;;;11,3;50;546,5;99,38;;;;;;;203,62;;;707,18;;OVDAPI;2025-11-12 00:29
2025-07-04;04:00;Noon (Position) - Sea passage;;24;276;N;15;29,7;E;113;23,51;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;8,5;;;3,5;6,6;;;;;;11,3;50;527,9;99,38;;;;;;;203,62;;;688,58;;OVDAPI;2025-11-12 00:29
2025-07-05;04:00;Noon (Position) - Sea passage;;24;281;N;19;3,26;E;116;10,75;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;8,6;;;3,2;3,7;;;;;;11,3;50;512,4;99,38;;;;;;;203,62;;;673,08;;OVDAPI;2025-11-12 00:29
2025-07-06;04:00;Noon (Position) - Sea passage;;24;283;N;21;13,91;E;120;31,68;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;9,9;;;3,1;;;;;;;11,3;50;499,4;99,38;;;;;;;203,62;;;660,08;;OVDAPI;2025-11-12 00:29
2025-07-07;04:00;Noon (Position) - Sea passage;;24;298;N;24;21,53;E;124;24,99;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;10,8;;;2,5;;;;;;;11,3;50;486,1;99,38;;;;;;;203,62;;;646,78;;OVDAPI;2025-11-12 00:29
2025-07-08;03:00;Noon (Position) - Sea passage;;23;301;N;29;8,4;E;126;8,45;P004;P045;VG105;;0;23;0;0;0;;;;;;;;;;;12,2;;;2,3;;;;;;;11,3;50;471,6;99,38;;;;;;;203,62;;;632,28;;OVDAPI;2025-11-12 00:29
2025-07-09;03:00;Noon (Position) - Sea passage;;24;316;N;34;10,84;E;127;58,44;P004;P045;VG105;;0;24;0;0;0;;;;;;;;;;;15,1;0,5;;0,1;0,08;;2,1;;;;10,62;50;454,4;99,38;;;;;;;203,62;;;614,4;;OVDAPI;2025-11-12 00:29
2025-07-09;05:54;End of sea passage;;2,9;33;N;34;42,31;E;127;52,61;P004;P045;VG105;;0;2,9;0;0;0;;;;;;;;;;;1,3;;;0,5;0,1;;;;;;8,72;50;454,4;99,38;;;;;;;203,62;;;612,5;;OVDAPI;2025-11-12 00:29
2025-07-09;12:48;Arrival;;6,9;14,5;N;34;51,86;E;127;45,61;P004;P045;VG105;;0;0;2,95;3,95;0;;;;;;;;;;;0,6;;;0,8;0,6;;;;;;6,72;50;454,4;99,38;;;;;;;203,62;;;610,5;;OVDAPI;2025-11-12 00:29
