Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption_HFO;ME_Consumption_LFO;ME_Consumption_MGO;AE_Consumption_HFO;AE_Consumption_LFO;AE_Consumption_MGO;Boiler_Consumption_HFO;Boiler_Consumption_LFO;Boiler_Consumption_MGO;Inert_gas_Consumption_MGO;ME_Consumption;ME_Consumption_BDN_2;ME_Consumption_BDN_3;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;BDN_6_ROB;Cargo_heating_Consumption_HFO;Cargo_heating_Consumption_LFO;Cargo_heating_Consumption_MGO;Discharge_Pump_Work;Discharge_Pump_SFOC;DPP_Cargo_Pump_Consumption_MDO;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Duration_Shore_Side_Electricity_Reception;Source_System;Last_Updated
2025-07-10;03:00;Noon (Position) - Port;;14,2;0;N;34;51,86;E;127;45,61;P045;P045;VG105;;3800,64;0;0;0;0;;;;;;;;;;;;;;1;0,9;;;;;;4,82;50;454,4;99,38;;;;;;;203,62;;;608,6;;OVDAPI;2025-11-12 00:29
2025-07-10;22:06;Departure;CargoOperations;19,1;0;N;34;51,86;E;127;45,61;P045;P045;VG105;;3800,64;0;0;0;0;;;;;;;;;;;;;;2,2;1,8;;;;;;0,82;50;454,4;99,38;;;;;;;203,62;;;604,6;;OVDAPI;2025-11-12 00:29
2025-07-10;23:24;Begin of sea passage;;1,3;10,03;N;34;43,29;E;127;49,85;P045;P055;VG106;;3800,64;0;1,3;0;0;;;;;;;;;;;0,5;;;0,2;0,1;;;;;;0,52;49,5;454,4;99,38;;;;;;0;203,62;;;603,8;;OVDAPI;2025-10-30 02:16
2025-07-11;03:00;Noon (Position) - Sea passage;;3,6;40;N;34;3,11;E;127;51,3;P045;P055;VG106;;3800,64;3,6;0;0;0;;;;;;;;;;;0,48;1,6;0,52;0,1;;;0,2;;;;0;48,92;452,6;99,38;;;;;;0;203,62;;;600,9;;OVDAPI;2025-10-30 02:16
2025-07-12;03:00;Noon (Position) - Sea passage;;24;316;N;29;34,97;E;124;49,95;P045;P055;VG106;;3800,64;24;0;0;0;;;;;;;;;;;17;;;1,6;;;;;;;48,92;434;99,38;;;;;;;0;203,62;;;582,3;;OVDAPI;2025-10-30 02:16
2025-07-13;04:00;Noon (Position) - Sea passage;;25;320;N;26;3,77;E;121;6,63;P045;P055;VG106;;3800,64;25;0;0;0;;;;;;;;;;;18,2;;;1,7;;;;;;;48,92;414,1;99,38;;;;;;;0;203,62;;;562,4;;OVDAPI;2025-10-30 02:16
2025-07-14;04:00;Noon (Position) - Sea passage;;24;295;N;22;11,32;E;117;11,1;P045;P055;VG106;;3800,64;24;0;0;0;;;;;;;;;;;17,6;;;1,7;;;;;;;48,92;394,8;99,38;;;;;;;0;203,62;;;543,1;;OVDAPI;2025-10-30 02:16
2025-07-15;04:00;Noon (Position) - Sea passage;;24;319;N;17;24,62;E;114;27,15;P045;P055;VG106;;3800,64;24;0;0;0;;;;;;;;;;;17,3;;;1,7;;;;;;;48,92;375,8;99,38;;;;;;;0;203,62;;;524,1;;OVDAPI;2025-10-30 02:16
2025-07-16;05:00;Noon (Position) - Sea passage;;25;317;N;12;44,91;E;111;55,06;P045;P055;VG106;;3800,64;25;0;0;0;;;;;;;;;;;18;;;1,8;;;;;;;48,92;356;99,38;;;;;;;0;203,62;;;504,3;;OVDAPI;2025-10-30 02:16
2025-07-17;05:00;Noon (Position) - Sea passage;;24;292;N;9;6,39;E;108;54,25;P045;P055;VG106;;3800,64;24;0;0;0;;;;;;;;;;;17,3;;;1,7;;;;;;;48,92;337;99,38;;;;;;;0;203,62;;;485,3;;OVDAPI;2025-10-30 02:16
2025-07-18;05:00;Noon (Position) - Sea passage;;24;301;N;8;16,38;E;104;13,31;P045;P055;VG106;;3800,64;24;0;0;0;;;;;;;;;;;17;;;1,7;;;;;;;48,92;318,3;99,38;;;;;;;0;203,62;;;466,6;;OVDAPI;2025-10-30 02:16
2025-07-19;05:00;Noon (Position) - Sea passage;;24;313;N;12;20,04;E;100;56,51;P045;P055;VG106;;3800,64;24;0;0;0;;;;;;;;;;;17;;;1,8;;;;;;;48,92;299,5;99,38;;;;;;;0;203,62;;;447,8;;OVDAPI;2025-10-30 02:16
2025-07-19;06:00;End of sea passage;;1;11;N;12;30,9;E;100;53,23;P045;P055;VG106;;3800,64;1;0;0;0;;;;;;;;;;;0,5;;;0,1;;;;;;;48,92;298,9;99,38;;;;;;;0;203,62;;;447,2;;OVDAPI;2025-10-30 02:16
2025-07-19;09:24;Arrival;;3,4;8;N;12;37,2;E;100;54,83;P045;P055;VG106;;3800,64;0;3,4;0;0;;;;;;;;;;;0,2;;;0,3;0,2;;;;;;48,92;298,2;99,38;;;;;;;0;203,62;;;446,5;;OVDAPI;2025-10-30 02:16
2025-07-20;05:00;Noon (Position) - Port;;19,6;0;N;12;37,2;E;100;54,83;P055;P055;VG106;;19400,34;0;0;0;0;;;;;;;;;;;;;;1,7;1,7;;;;;;48,92;294,8;99,38;;;;;;;0;203,62;;;443,1;;OVDAPI;2025-10-30 02:16
2025-07-21;05:00;Noon (Position) - Port;;24;0;N;12;37,2;E;100;54,84;P055;P055;VG106;;19400,34;0;0;0;0;;;;;;;;;;;;;;1,9;2;;;;;;48,92;290,9;99,38;;;;;;;0;203,62;;;439,2;;OVDAPI;2025-10-30 02:16
2025-07-22;05:00;Noon (Position) - Port;;24;0;N;12;37,2;E;100;54,83;P055;P055;VG106;;19400,34;0;0;0;0;;;;;;;;;;;;;;1,9;1,9;;;;;;48,92;287,1;99,38;;;;;;;0;203,62;;;435,4;;OVDAPI;2025-10-30 02:16
2025-07-23;00:18;Departure;;19,3;0;N;12;37,2;E;100;54,83;P055;P055;VG106;;19400,34;0;0;0;0;;;;;;;;;;;;;;1,3;1,4;;;;;;48,92;284,4;99,38;;;;;;;0;203,62;;;432,7;;OVDAPI;2025-10-30 02:16
2025-07-23;00:54;Begin of sea passage;;0,6;3,45;N;12;34,72;E;100;53,94;P055;P070;VG107;;19400,34;0;0,6;0;0;;;;;;;;;;;0,2;;;0,1;;;;;;;48,92;284,1;99,38;;;;;;;0;203,62;;;432,4;;OVDAPI;2025-10-30 02:16
2025-07-23;05:00;Noon (Position) - Sea passage;;4,1;49;N;11;46,61;E;100;47,76;P055;P070;VG107;;19400,34;4,1;0;0;0;;;;;;;;;;;2,8;;;0,3;;;;;;;48,92;281;99,38;;;;;;;0;203,62;;;429,3;;OVDAPI;2025-10-30 02:16
2025-07-24;05:00;Noon (Position) - Sea passage;;24;306;N;7;7,59;E;101;59,81;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;17,3;;;1,7;;;;;;;48,92;262;99,38;;;;;;;0;203,62;;;410,3;;OVDAPI;2025-10-30 02:16
2025-07-25;04:00;Noon (Position) - Sea passage;;23;276;N;3;26,1;E;104;22,94;P055;P070;VG107;;19400,34;23;0;0;0;;;;;;;;;;;17;;;1,7;;;;;;;48,92;243,3;99,38;;;;;;;0;203,62;;;391,6;;OVDAPI;2025-10-30 02:16
2025-07-25;19:00;End of sea passage;;15;160;N;1;11,12;E;103;49,25;P055;P070;VG107;;19400,34;15;0;0;0;;;;;;;;;;;8,6;;;1,3;0,3;;;;;;48,92;233,1;99,38;;;;;;;0;203,62;;;381,4;;OVDAPI;2025-10-30 02:16
2025-07-26;04:00;Noon (Position) - Port;;9;14,5;N;1;11,93;E;103;41,26;P070;P070;VG107;;19400,34;0;2,3;0;0;;;;;;;;;;;0,5;;;0,7;0,8;;;;;;48,92;231,1;99,38;138,99;230;341;;;;0;203,62;;;1089,39;;OVDAPI;2025-10-30 02:16
2025-07-26;11:30;Noon (Position) - Port;;7,5;6,88;N;1;12,38;E;103;35,24;P070;P070;VG107;;19400,34;0;1;0;0;;;;;;;;;;;0,1;;;0,6;0,7;;;;;;48,92;229,7;99,38;138,99;230;341;;;;0;203,62;;;1087,99;;OVDAPI;2025-10-30 02:16
2025-07-27;04:00;Noon (Position) - Sea passage;;16,5;191;N;2;53,31;E;100;56,22;P055;P070;VG107;;19400,34;16,5;0;0;0;;;;;;;;;;;7,1;;;1,1;;;;;;;48,92;221,5;99,38;138,99;230;341;;;;0;203,62;;;1079,79;;OVDAPI;2025-10-30 02:16
2025-07-28;04:00;Noon (Position) - Sea passage;;24;318;N;5;55,02;E;96;42,83;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;17;;;1,8;;;;;;;48,92;202,7;99,38;138,99;230;341;;;;0;203,62;;;1060,99;;OVDAPI;2025-10-30 02:16
2025-07-29;05:00;Noon (Position) - Sea passage;;25;322;N;4;18,29;E;92;0,33;P055;P070;VG107;;19400,34;25;0;0;0;;;;;;;;;;;18,7;;;1,9;;;;;;;48,92;182,1;99,38;138,99;230;341;;;;0;203,62;;;1040,39;;OVDAPI;2025-10-30 02:16
2025-07-30;05:00;Noon (Position) - Sea passage;;24;279;N;1;39,48;E;88;11,07;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;18;;;1,8;;;;;;;48,92;162,3;99,38;138,99;230;341;;;;0;203,62;;;1020,59;;OVDAPI;2025-10-30 02:16
2025-07-31;06:00;Noon (Position) - Sea passage;;25;242;S;0;39,38;E;84;48,1;P055;P070;VG107;;19400,34;25;0;0;0;;;;;;;;;;;18,8;;;1,9;;;;;;;48,92;141,6;99,38;138,99;230;341;;;;0;203,62;;;999,89;;OVDAPI;2025-10-30 02:16
2025-08-01;06:00;Noon (Position) - Sea passage;;24;250;S;2;59,29;E;81;20,49;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;18,4;;;1,8;;;;;;;48,92;121,4;99,38;138,99;230;341;;;;0;203,62;;;979,69;;OVDAPI;2025-10-30 02:16
2025-08-02;06:00;Noon (Position) - Sea passage;;24;280;S;5;31,9;E;77;38,06;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;18,5;;;1,8;;;;;;;48,92;101,1;99,38;138,99;230;341;;;;0;203,62;;;959,39;;OVDAPI;2025-10-30 02:16
2025-08-03;07:00;Noon (Position) - Sea passage;;25;306;S;8;25,93;E;73;19,51;P055;P070;VG107;;19400,34;25;0;0;0;;;;;;;;;;;18,9;;;1,9;;;;;;;48,92;80,3;99,38;138,99;230;341;;;;0;203,62;;;938,59;;OVDAPI;2025-10-30 02:16
2025-08-04;07:00;Noon (Position) - Sea passage;;24;300;S;11;17,62;E;69;5,42;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;18;;;1,8;;;;;;;48,92;60,5;99,38;138,99;230;341;;;;0;203,62;;;918,79;;OVDAPI;2025-10-30 02:16
2025-08-05;08:00;Noon (Position) - Sea passage;;25;326;S;14;21,75;E;64;27,87;P055;P070;VG107;;19400,34;25;0;0;0;;;;;;;;;;;18,7;;;1,9;;;;;;;48,92;39,9;99,38;138,99;230;341;;;;0;203,62;;;898,19;;OVDAPI;2025-10-30 02:16
2025-08-06;08:00;Noon (Position) - Sea passage;;24;284;S;17;3,3;E;60;24,11;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;18,2;;;1,8;;;;;;;48,92;19,9;99,38;138,99;230;341;;;;0;203,62;;;878,19;;OVDAPI;2025-10-30 02:16
2025-08-07;09:00;Noon (Position) - Sea passage;;25;311;S;19;55,46;E;55;57,33;P055;P070;VG107;;19400,34;25;0;0;0;;;;;;;;;;;18,6;;;;;0,79;1,3;;0,6;;48,13;0;99,38;138,99;229,4;341;;;;0;203,62;;;856,9;;OVDAPI;2025-10-30 02:16
2025-08-08;09:00;Noon (Position) - Sea passage;;24;305;S;22;51,33;E;51;25,73;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;17,9;;;1,8;;;;;;;48,13;99,38;138,99;209,7;341;;;;;0;203,62;;;837,2;;OVDAPI;2025-10-30 02:16
2025-08-09;09:00;Noon (Position) - Sea passage;;24;322;S;25;50,34;E;46;41,48;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;17,6;;;1,8;;;;;;;48,13;99,38;138,99;190,3;341;;;;;0;203,62;;;817,8;;OVDAPI;2025-10-30 02:16
2025-08-10;10:00;Noon (Position) - Sea passage;;25;340;S;28;21,46;E;40;50,09;P055;P070;VG107;;19400,34;25;0;0;0;;;;;;;;;;;18,5;;;;;0,5;1,8;;;;47,63;99,38;138,99;170;341;;;;;0;203,62;;;797;;OVDAPI;2025-10-30 02:16
2025-08-11;10:00;Noon (Position) - Sea passage;;24;305;S;30;17,82;E;35;34,11;P055;P070;VG107;;19400,34;24;0;0;0;;;;;;;;;;;17,8;;;1,8;;;;;;;47,63;99,38;138,99;150,4;341;;;;;0;203,62;;;777,4;;OVDAPI;2025-10-30 02:16
2025-08-12;04:30;End of sea passage;;18,5;192;S;28;55,28;E;32;13,82;P055;P070;VG107;;19400,34;18,5;0;0;0;;;;;;;;;;;9,6;;;1,2;;;;;;;47,63;99,38;138,99;139,6;341;;;;;0;203,62;;;766,6;;OVDAPI;2025-10-30 02:16
2025-08-12;10:00;Noon (Position) - Sea passage;;5,5;6;S;28;53,75;E;32;8,69;P055;P070;VG107;;19400,34;0;2,17;3,33;0;;;;;;;;;;;0,3;;;;;0,5;0,4;0,4;;;47,13;99,38;138,99;138,5;341;;;;;0;203,62;;;765;;OVDAPI;2025-10-30 02:16
2025-08-13;10:00;Noon (Position) - Sea passage;;24;0;S;28;53,74;E;32;8,67;P055;P070;VG107;;19400,34;0;0;24;0;;;;;;;;;;;;;;;;0,5;1,6;2,1;;;46,63;99,38;138,99;134,8;341;;;;;0;203,62;;;760,8;;OVDAPI;2025-10-30 02:16
2025-08-14;10:00;Noon (Position) - Sea passage;;24;0;S;28;53,7;E;32;8,64;P055;P070;VG107;;19400,34;0;0;24;0;;;;;;;;;;;;;;1,8;2;;;;;;46,63;99,38;138,99;131;341;;;;;0;203,62;;;757;;OVDAPI;2025-10-30 02:16
2025-08-15;10:00;Noon (Position) - Sea passage;;24;163;S;28;55,1;E;32;40,09;P055;P070;VG107;;19400,34;0;20,17;3,83;0;;;;;;;;;;;6,3;;;2;3,1;;;;;;46,63;99,38;138,99;119,6;341;;;;;0;203,62;;;745,6;;OVDAPI;2025-10-30 02:16
2025-08-15;20:50;Arrival;;10,83;42;S;28;48,38;E;32;3,51;P055;P070;VG107;;19400,34;0;10,83;0;0;;;;;;;;;;;1,2;;;1;1,1;;;;;;46,63;99,38;138,99;116,3;341;;;;;0;203,62;;;742,3;;OVDAPI;2025-10-30 02:16
2025-08-16;10:00;Noon (Position) - Port;;13,17;0;S;28;48,38;E;32;3,51;P070;P070;VG107;;26744,38;0;0;0;0;;;;;;;;;;;;;;0,9;1,2;;;;;;46,63;99,38;138,99;114,2;341;;;;;0;203,62;;;740,2;;OVDAPI;2025-10-30 02:16
2025-08-17;10:00;Noon (Position) - Port;;24;0;S;28;48,38;E;32;3,51;P070;P070;VG107;;26744,38;0;0;0;0;;;;;;;;;;;;;;2,5;2,2;;;;;;46,63;99,38;138,99;109,5;341;;;;;0;203,62;;;735,5;;OVDAPI;2025-10-30 02:16
2025-08-18;08:36;Departure;;22,6;0;S;28;48,38;E;32;3,51;P070;P070;VG107;;26744,38;0;0;0;0;;;;;;;;;;;;;;1,9;1,9;;;;;;46,63;99,38;138,99;105,7;341;239,88;;;;0;203,62;;;971,58;;OVDAPI;2025-10-30 02:16
2025-08-18;09:30;Begin of sea passage;;0,9;5,83;S;28;49,5;E;32;8,3;P070;P007;VG108;;26744,38;0;0,9;0;0;;;;;;;;;;;0,2;;;0,1;;;;;;;46,63;99,38;138,99;105,4;341;239,88;;;;;203,62;;;971,28;;OVDAPI;2026-03-14 16:57
2025-08-18;10:00;Noon (Position) - Sea passage;;0,5;5;S;28;53,44;E;32;12,4;P070;P007;VG108;;26744,38;0,5;0;0;0;;;;;;;;;;;0,38;;;0,1;;;;;;;46,63;99,38;138,99;104,92;341;239,88;;;;;203,62;;;970,8;;OVDAPI;2026-03-14 16:57
2025-08-19;10:00;Noon (Position) - Sea passage;;24;359;S;33;39,38;E;27;59,32;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;17,6;;;;;0,5;1,9;;;;46,13;99,38;138,99;85,42;341;239,88;;;;;203,62;;;950,8;;OVDAPI;2026-03-14 16:57
2025-08-20;10:00;Noon (Position) - Sea passage;;24;299;S;34;46,1;E;22;17,5;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;18,2;;;1,8;;;;;;;46,13;99,38;138,99;65,42;341;239,88;;;;;203,62;;;930,8;;OVDAPI;2026-03-14 16:57
2025-08-21;10:00;Noon (Position) - Sea passage;;24;242;S;34;34,51;E;17;35,02;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;18,5;;;;;0,5;1,8;;;;45,63;99,38;138,99;45,12;341;239,88;;;;;203,62;;;910;;OVDAPI;2026-03-14 16:57
2025-08-22;10:00;Noon (Position) - Sea passage;;24;286;S;30;48,75;E;14;11,64;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;18,3;;;1,8;;;;;;;45,63;99,38;138,99;25,02;341;239,88;;;;;203,62;;;889,9;;OVDAPI;2026-03-14 16:57
2025-08-23;10:00;Noon (Position) - Sea passage;;24;304;S;26;45,11;E;10;38,25;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;17,7;;;1,8;;;;;;;45,63;99,38;138,99;5,52;341;239,88;;;;;203,62;;;870,4;;OVDAPI;2026-03-14 16:57
2025-08-24;10:00;Noon (Position) - Sea passage;;24;301;S;22;45,55;E;7;16,46;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;13,78;3,72;;1,8;;;;;;;45,63;99,38;138,99;0;327,22;239,88;;;;;203,62;;;851,1;;OVDAPI;2026-03-14 16:57
2025-08-25;10:00;Noon (Position) - Sea passage;;24;305;S;18;42,95;E;3;58,47;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;14,02;3,98;;1,8;;;;;;;45,63;99,38;138,99;313,2;234,1;;;;;;203,62;;;831,3;;OVDAPI;2026-03-14 16:57
2025-08-26;10:00;Noon (Position) - Sea passage;;24;300;S;14;43,64;E;0;48,05;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;14,5;3,7;;1,8;;;;;;;45,63;99,38;138,99;298,7;228,6;;;;;;203,62;;;811,3;;OVDAPI;2026-03-14 16:57
2025-08-27;10:00;Noon (Position) - Sea passage;;24;302;S;10;42,98;W;2;19,12;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;14,6;3,7;;1,6;;;0,2;;;;45,63;99,38;138,99;282,5;224,7;;;;;;203,62;;;791,2;;OVDAPI;2026-03-14 16:57
2025-08-28;10:00;Noon (Position) - Sea passage;;24;300;S;6;43,69;W;5;23,91;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;14,6;3,7;;;;0,5;1,4;;0,4;;45,13;99,38;138,99;266,5;220,6;;;;;;203,62;;;770,6;;OVDAPI;2026-03-14 16:57
2025-08-29;10:00;Noon (Position) - Sea passage;;24;298;S;2;46,66;W;8;25,98;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;16;2,3;;0,4;;;1,4;;;;45,13;99,38;138,99;250,1;216,9;;;;;;203,62;;;750,5;;OVDAPI;2026-03-14 16:57
2025-08-30;10:00;Noon (Position) - Sea passage;;24;309;N;1;20,3;W;11;33,27;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;16;2,1;;0,4;;;1,4;;;;45,13;99,38;138,99;233,7;213,4;;;;;;203,62;;;730,6;;OVDAPI;2026-03-14 16:57
2025-08-31;11:00;Noon (Position) - Sea passage;;25;318;N;5;34,62;W;14;46,56;P070;P007;VG108;;26744,38;25;0;0;0;;;;;;;;;;;17;1,9;;;;0,5;0,4;;1,4;;44,63;99,38;138,99;216,3;210,1;;;;;;203,62;;;709,4;;OVDAPI;2026-03-14 16:57
2025-09-01;11:00;Noon (Position) - Sea passage;;24;297;N;9;31,65;W;17;48,27;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;16,3;1,9;;0,4;;;1,4;;;;44,63;99,38;138,99;199,6;206,8;;;;;;203,62;;;689,4;;OVDAPI;2026-03-14 16:57
2025-09-02;11:00;Noon (Position) - Sea passage;;24;302;N;14;20,87;W;18;30,58;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;16,3;1,9;;0,4;;;1,4;;;;44,63;99,38;138,99;182,9;203,5;;;;;;203,62;;;669,4;;OVDAPI;2026-03-14 16:57
2025-09-03;11:00;Noon (Position) - Sea passage;;24;283;N;19;6,27;W;18;31,58;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;16;2;;1,4;;;0,4;;;;44,63;99,38;138,99;165,5;201,1;;;;;;203,62;;;649,6;;OVDAPI;2026-03-14 16:57
2025-09-04;11:00;Noon (Position) - Sea passage;;24;268;N;23;20,62;W;17;15,96;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;17;1,8;;1,4;;;0,4;;;;44,63;99,38;138,99;147,1;198,9;;;;;;203,62;;;629;;OVDAPI;2026-03-14 16:57
2025-09-05;11:00;Noon (Position) - Sea passage;;24;266;N;27;23,78;W;15;14,71;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;17;1,7;;1,4;0,2;;0,4;0,1;;;44,63;99,38;138,99;128,5;196,7;;;;;;203,62;;0,3;608,2;;OVDAPI;2026-03-14 16:57
2025-09-06;11:00;Noon (Position) - Sea passage;;24;281;N;31;54,64;W;13;51,01;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;14;4,7;;;;1;0,2;0,3;2;2;43,63;99,38;138,99;114;188;;;;;;203,62;;2,3;584;;OVDAPI;2026-03-14 16:57
2025-09-07;11:00;Noon (Position) - Sea passage;;24;293;N;36;39,36;W;12;29,31;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;14;4;;;;0,5;1;0,8;1;0,8;43,13;99,38;138,99;98,2;182,2;;;;;;203,62;;1,6;561,9;;OVDAPI;2026-03-14 16:57
2025-09-08;11:00;Noon (Position) - Sea passage;;24;273;N;41;5;W;11;7,98;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;14;4,6;;1;1;;1;1;;;43,13;99,38;138,99;82,2;175,6;;;;;;203,62;;2;539,3;;OVDAPI;2026-03-14 16:57
2025-09-09;10:00;Noon (Position) - Sea passage;;23;261;N;45;7,06;W;9;5,06;P070;P007;VG108;;26744,38;23;0;0;0;;;;;;;;;;;16;1,8;;;;0,5;1;0,2;0,8;0,2;42,63;99,38;138,99;65;172,8;;;;;;203,62;;0,4;518,8;;OVDAPI;2026-03-14 16:57
2025-09-10;10:00;Noon (Position) - Sea passage;;24;298;N;49;4,11;W;4;50,39;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;4;11,6;2,8;0,5;1;;0,5;0,5;1;0,1;38,33;99,38;138,99;60;160,1;;;;;;203,62;;1,6;496,8;;OVDAPI;2026-03-14 16:57
2025-09-11;10:00;Noon (Position) - Sea passage;;24;300;N;51;7,88;E;1;49,42;P070;P007;VG108;;26744,38;24;0;0;0;;;;;;;;;;;17,5;;;2,2;0,6;;;;;;18,03;99,38;138,99;60;160,1;;;;;;203,62;;0,6;476,5;;OVDAPI;2026-03-14 16:57
2025-09-11;13:00;End of sea passage;;3;31;N;51;22,48;E;2;33,13;P070;P007;VG108;;26744,38;3;0;0;0;;;;;;;;;;;2;;;0,3;0,5;;;;;;15,23;99,38;138,99;60;160,1;;;;;;203,62;;0,5;473,7;;OVDAPI;2026-03-14 16:57
2025-09-12;10:00;Noon (Position) - Sea passage;;21;51;N;51;25,51;E;3;28,17;P070;P007;VG108;;26744,38;0;7,83;13,17;0;;;;;;;;;;;3,2;;;2,1;3,7;;;;;;6,23;99,38;138,99;60;160,1;;;;;;203,62;;1,7;464,7;;OVDAPI;2026-03-14 16:57
2025-09-13;07:10;Arrival;;21,17;33;N;51;4,87;E;3;44,42;P070;P007;VG108;;26744,38;0;6,78;14,38;0;;;;;;;;;;;2,6;;;2,5;1,13;;;2,77;;;0;96,61;138,99;60;160,1;;;;;;203,62;;1,9;455,7;;OVDAPI;2026-03-14 16:57
2025-09-13;10:00;Noon (Position) - Port;;2,83;0;N;51;4,87;E;3;44,42;P007;P007;VG108;;0;0;0;0;0;;;;;;;;;;;;;;0,2;0,4;;;;;;96,01;138,99;60;160,1;;;;;;;203,62;;0,3;455,1;;OVDAPI;2026-03-14 16:57
2025-09-14;10:00;Noon (Position) - Port;;24;0;N;51;4,87;E;3;44,42;P007;P007;VG108;;0;0;0;0;0;;;;;;;;;;;;;;4;3,6;;;;;;88,41;138,99;60;160,1;;;;;;5772,69;203,62;;1,6;447,5;;OVDAPI;2026-03-14 16:57
2025-09-15;10:00;Noon (Position) - Port;;24;0,8;N;51;5,06;E;3;44,38;P007;P007;VG108;;0;0;0,8;0;0;;;;;;;;;;;0,2;;;3,6;3,5;;;;;;81,11;138,99;60;160,1;;;;;;5890,5;203,62;;1,5;440,2;;OVDAPI;2026-03-14 16:57
2025-09-16;10:00;Noon (Position) - Port;;24;12;N;51;15,66;E;3;49,95;P007;P007;VG108;;0;0;1,83;0;0;;;;;;;;;;;0,2;;;2,7;2,6;;;;;;75,61;138,99;60;160,1;;;;;;3534,3;203,62;;0,6;434,7;;OVDAPI;2026-03-14 16:57
2025-09-17;10:00;Noon (Position) - Port;;24;26,8;N;51;16,05;E;4;12,97;P007;P007;VG108;;0;0;8,3;0;0;;;;;;;;;;;2;;;3,9;3,8;;;;;;65,91;138,99;60;160,1;;;;;;5465,67;203,62;;1,8;425;;OVDAPI;2026-03-14 16:57
2025-09-18;10:00;Noon (Position) - Port;;24;0;N;51;16,05;E;4;12,98;P007;P007;VG108;;0;0;0;0;0;;;;;;;;;;;;;;3,2;2;;;;;;60,71;138,99;60;160,1;;;;;;4580,31;203,62;;;419,8;;OVDAPI;2026-03-14 16:57
2025-09-19;10:00;Noon (Position) - Port;;24;2,4;N;51;15,66;E;4;15,33;P007;P007;VG108;;0;0;1,12;0;0;;;;;;;;;;;0,2;;;4,1;5,8;;;;;;50,61;138,99;60;160,1;;;;;;6533,1;203,62;;;409,7;;OVDAPI;2026-03-14 16:57
2025-09-20;10:00;Noon (Position) - Port;;24;2,49;N;51;16,76;E;4;19,85;P007;P007;VG108;;0;0;1,9;0;0;;;;;;;;;;;0,2;;;3,4;2,1;;;;;;44,91;138,99;60;160,1;;;;;;981,75;203,62;;;404;;OVDAPI;2026-03-14 16:57
2025-09-21;10:00;Noon (Position) - Port;;24;1,74;N;51;15,22;E;4;21,36;P007;P007;VG108;;0;0;24;0;0;;;;;;;;;;;0,2;;;2,7;1,6;;;;;;40,41;138,99;60;160,1;339,22;;;;;;203,62;;;738,72;;OVDAPI;2026-03-14 16:57
2025-09-22;10:00;Noon (Position) - Port;;24;0;N;51;15,22;E;4;21,36;P007;P007;VG108;;0;0;24;0;0;;;;;;;;;;;;;;2;1,5;;;;;;36,91;138,99;60;160,1;339,22;;;;;;203,62;;;735,22;;OVDAPI;2026-03-14 16:57
